row_index,field,old_value,new_value,rule,reason
17606,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17607,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17608,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17609,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17610,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17611,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17612,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17613,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17614,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17615,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17616,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17617,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17618,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17619,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17620,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17621,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17622,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17623,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17624,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17625,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17626,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17627,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17628,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17629,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17630,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17631,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17632,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17633,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17634,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17635,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17636,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17637,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17638,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17639,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17640,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17641,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17642,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17643,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17644,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17645,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17646,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17647,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17648,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17649,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17650,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17651,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17652,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17653,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17654,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17655,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17656,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17657,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17658,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17659,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
17659,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17660,sqli_type,comment_based,auth_bypass,R2,Map out-of-taxonomy 'comment_based' -> 'auth_bypass' via signal match
17660,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17661,sqli_type,stacked_query,stacked_queries,R1,Normalize stacked_query -> stacked_queries
17661,sqli_type,stacked_query,stacked_queries,R3,Fix special type 'stacked_query' -> 'stacked_queries'
17661,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17662,sqli_type,ldap_injection,unknown,R1,Normalize ldap_injection -> unknown
17662,sqli_type,ldap_injection,unknown,R3,Fix special type 'ldap_injection' -> 'unknown'
17662,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17663,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17664,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17665,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17666,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17667,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17668,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17669,sqli_type,comment_based,auth_bypass,R2,Map out-of-taxonomy 'comment_based' -> 'auth_bypass' via signal match
17669,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17670,sqli_type,boolean_based,boolean_blind,R1,Normalize boolean_based -> boolean_blind
17670,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17671,sqli_type,stacked_query,stacked_queries,R1,Normalize stacked_query -> stacked_queries
17671,sqli_type,stacked_query,stacked_queries,R3,Fix special type 'stacked_query' -> 'stacked_queries'
17671,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17672,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17673,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17674,sqli_type,command_injection,rce,R1,Normalize command_injection -> rce
17674,sqli_type,command_injection,rce,R3,Fix special type 'command_injection' -> 'rce'
17674,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17675,sqli_type,ldap_injection,unknown,R1,Normalize ldap_injection -> unknown
17675,sqli_type,ldap_injection,unknown,R3,Fix special type 'ldap_injection' -> 'unknown'
17675,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17676,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17677,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17678,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17679,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17680,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17681,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17682,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17683,sqli_type,comment_based,boolean_blind,R2,Map out-of-taxonomy 'comment_based' -> 'boolean_blind' via signal match
17683,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17684,reasoning,sql_injection,,R6,Reasoning quality: Only 13 chars (need >= 30); Generic phrase: 'sql_injection'
17685,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17686,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17687,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17688,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17689,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17690,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17691,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17692,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17693,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17694,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17695,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17696,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17697,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17698,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17699,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17700,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17701,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17702,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17703,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17704,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17705,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17706,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17707,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17708,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17709,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17710,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17711,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17712,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17713,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17714,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17715,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17716,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17717,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17718,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17719,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17720,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17721,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17722,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17723,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17724,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17725,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17726,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17727,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17728,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17729,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17730,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17731,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17732,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17733,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17734,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17735,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17736,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17737,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17738,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17739,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17740,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17741,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17742,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17743,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17744,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17745,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17746,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17747,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17748,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17749,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17750,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17751,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17752,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17753,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17754,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17755,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17756,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17757,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17758,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17759,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17760,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17761,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17762,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17763,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17764,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17765,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17766,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17767,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17768,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17769,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17770,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17771,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17772,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17773,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17774,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17775,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17776,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17777,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17778,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17779,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17780,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17781,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17782,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17783,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17784,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17785,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17786,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17787,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17788,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17789,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17790,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17791,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17792,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17793,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17794,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17795,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17796,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17797,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17798,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17799,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17800,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17801,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17802,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17803,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17804,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17805,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17806,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17807,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17808,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17809,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17810,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17811,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17812,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17813,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17814,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17815,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17816,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17817,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17818,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17819,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17820,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17821,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17822,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17823,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17824,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17825,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17826,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17827,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
17828,reasoning,not_sql_injection,,R6,Reasoning quality: Only 17 chars (need >= 30); Generic phrase: 'not_sql_injection'
