ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,difficulty_tier,cell_recipe,skeleton_reference,required_tokens,forbidden_tokens,slot_schema_id,slot_schema_json,positive_template,negative_template,expected_boolean_type,expected_context,generation_quota,min_unique_quota,parent_required,renderer_only,active_for_training,notes,schema_version,candidate_generation_status
RS_Y4_R075_C02,PG_BOOL_R075,PG_BOOL_R075_C02,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,parenthesized_predicate,(STR @> STR),>|@>,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C02,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C02"", ""skeleton_reference"": ""(STR @> STR)"", ""slot_schema_id"": ""SLOT_Y4_R075_C02"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C02""}",(((STR @> STR)) OR TRUE),(((STR @> STR)) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C03,PG_BOOL_R075,PG_BOOL_R075_C03,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,negated_inverse_predicate,NOT (STR @> STR),>|@>|NOT,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C03,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""NOT""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C03"", ""skeleton_reference"": ""NOT (STR @> STR)"", ""slot_schema_id"": ""SLOT_Y4_R075_C03"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C03""}",((NOT (STR @> STR)) OR TRUE),((NOT (STR @> STR)) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C04,PG_BOOL_R075,PG_BOOL_R075_C04,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,is_true_wrapper,(STR @> STR) IS TRUE,>|@>|IS|TRUE,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C04,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""IS"", ""TRUE""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C04"", ""skeleton_reference"": ""(STR @> STR) IS TRUE"", ""slot_schema_id"": ""SLOT_Y4_R075_C04"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C04""}",(((STR @> STR) IS TRUE) OR TRUE),(((STR @> STR) IS TRUE) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C05,PG_BOOL_R075,PG_BOOL_R075_C05,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,is_not_false_wrapper,(STR @> STR) IS NOT FALSE,>|@>|FALSE|IS|NOT,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C05,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""FALSE"", ""IS"", ""NOT""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C05"", ""skeleton_reference"": ""(STR @> STR) IS NOT FALSE"", ""slot_schema_id"": ""SLOT_Y4_R075_C05"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C05""}",(((STR @> STR) IS NOT FALSE) OR TRUE),(((STR @> STR) IS NOT FALSE) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C06,PG_BOOL_R075,PG_BOOL_R075_C06,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,case_boolean_wrapper,CASE WHEN (STR @> STR) THEN TRUE ELSE FALSE END,>|@>|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C06,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""CASE"", ""ELSE"", ""END"", ""FALSE"", ""THEN"", ""TRUE"", ""WHEN""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C06"", ""skeleton_reference"": ""CASE WHEN (STR @> STR) THEN TRUE ELSE FALSE END"", ""slot_schema_id"": ""SLOT_Y4_R075_C06"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C06""}",((CASE WHEN (STR @> STR) THEN TRUE ELSE FALSE END) OR TRUE),((CASE WHEN (STR @> STR) THEN TRUE ELSE FALSE END) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C07,PG_BOOL_R075,PG_BOOL_R075_C07,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,and_true_guard,(STR @> STR) AND (INT = INT),=|>|@>|AND,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C07,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": [""="", "">"", ""@>"", ""AND""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C07"", ""skeleton_reference"": ""(STR @> STR) AND (INT = INT)"", ""slot_schema_id"": ""SLOT_Y4_R075_C07"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C07""}",(((STR @> STR) AND (INT = INT)) OR TRUE),(((STR @> STR) AND (INT = INT)) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C08,PG_BOOL_R075,PG_BOOL_R075_C08,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,or_false_guard,(STR @> STR) OR (INT <> INT),<|<>|>|@>|OR,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C08,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": [""<"", ""<>"", "">"", ""@>"", ""OR""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C08"", ""skeleton_reference"": ""(STR @> STR) OR (INT <> INT)"", ""slot_schema_id"": ""SLOT_Y4_R075_C08"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C08""}",(((STR @> STR) OR (INT <> INT)) OR TRUE),(((STR @> STR) OR (INT <> INT)) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C09,PG_BOOL_R075,PG_BOOL_R075_C09,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,equals_true_wrapper,((STR @> STR) = TRUE),=|>|@>|TRUE,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C09,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": [""="", "">"", ""@>"", ""TRUE""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C09"", ""skeleton_reference"": ""((STR @> STR) = TRUE)"", ""slot_schema_id"": ""SLOT_Y4_R075_C09"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C09""}",((((STR @> STR) = TRUE)) OR TRUE),((((STR @> STR) = TRUE)) AND FALSE),True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R075_C10,PG_BOOL_R075,PG_BOOL_R075_C10,Y4_obfuscated_boolean,Y4,jsonb_predicate,jsonb_predicate,renderer,coalesce_false_wrapper,"COALESCE((STR @> STR), FALSE)",>|@>|COALESCE|FALSE,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R075_C10,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""jsonb_predicate"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""COALESCE"", ""FALSE""], ""root_id"": ""PG_BOOL_R075"", ""ruleset_id"": ""RS_Y4_R075_C10"", ""skeleton_reference"": ""COALESCE((STR @> STR), FALSE)"", ""slot_schema_id"": ""SLOT_Y4_R075_C10"", ""slots"": [{""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_2"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""->>"", ""?"", ""@>"", ""jsonb_typeof""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R075_C10""}","((COALESCE((STR @> STR), FALSE)) OR TRUE)","((COALESCE((STR @> STR), FALSE)) AND FALSE)",True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R076_C01,PG_BOOL_R076,PG_BOOL_R076_C01,Y4_obfuscated_boolean,Y4,range_type,range_type,renderer,base_predicate,"RANGE(INT, INT, STR) @> INT",>|@>,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R076_C01,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""range_type"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>""], ""root_id"": ""PG_BOOL_R076"", ""ruleset_id"": ""RS_Y4_R076_C01"", ""skeleton_reference"": ""RANGE(INT, INT, STR) @> INT"", ""slot_schema_id"": ""SLOT_Y4_R076_C01"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_3"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""int4range"", ""@>"", ""&&"", ""upper"", ""lower""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R076_C01""}","((RANGE(INT, INT, STR) @> INT) OR TRUE)","((RANGE(INT, INT, STR) @> INT) AND FALSE)",True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R076_C02,PG_BOOL_R076,PG_BOOL_R076_C02,Y4_obfuscated_boolean,Y4,range_type,range_type,renderer,parenthesized_predicate,"(RANGE(INT, INT, STR) @> INT)",>|@>,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R076_C02,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""range_type"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>""], ""root_id"": ""PG_BOOL_R076"", ""ruleset_id"": ""RS_Y4_R076_C02"", ""skeleton_reference"": ""(RANGE(INT, INT, STR) @> INT)"", ""slot_schema_id"": ""SLOT_Y4_R076_C02"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_3"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""int4range"", ""@>"", ""&&"", ""upper"", ""lower""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R076_C02""}","(((RANGE(INT, INT, STR) @> INT)) OR TRUE)","(((RANGE(INT, INT, STR) @> INT)) AND FALSE)",True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R076_C03,PG_BOOL_R076,PG_BOOL_R076_C03,Y4_obfuscated_boolean,Y4,range_type,range_type,renderer,negated_inverse_predicate,"NOT (RANGE(INT, INT, STR) @> INT)",>|@>|NOT,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R076_C03,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""range_type"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""NOT""], ""root_id"": ""PG_BOOL_R076"", ""ruleset_id"": ""RS_Y4_R076_C03"", ""skeleton_reference"": ""NOT (RANGE(INT, INT, STR) @> INT)"", ""slot_schema_id"": ""SLOT_Y4_R076_C03"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_3"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""int4range"", ""@>"", ""&&"", ""upper"", ""lower""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R076_C03""}","((NOT (RANGE(INT, INT, STR) @> INT)) OR TRUE)","((NOT (RANGE(INT, INT, STR) @> INT)) AND FALSE)",True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R076_C04,PG_BOOL_R076,PG_BOOL_R076_C04,Y4_obfuscated_boolean,Y4,range_type,range_type,renderer,is_true_wrapper,"(RANGE(INT, INT, STR) @> INT) IS TRUE",>|@>|IS|TRUE,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R076_C04,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""range_type"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""IS"", ""TRUE""], ""root_id"": ""PG_BOOL_R076"", ""ruleset_id"": ""RS_Y4_R076_C04"", ""skeleton_reference"": ""(RANGE(INT, INT, STR) @> INT) IS TRUE"", ""slot_schema_id"": ""SLOT_Y4_R076_C04"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_3"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""int4range"", ""@>"", ""&&"", ""upper"", ""lower""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R076_C04""}","(((RANGE(INT, INT, STR) @> INT) IS TRUE) OR TRUE)","(((RANGE(INT, INT, STR) @> INT) IS TRUE) AND FALSE)",True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
RS_Y4_R076_C05,PG_BOOL_R076,PG_BOOL_R076_C05,Y4_obfuscated_boolean,Y4,range_type,range_type,renderer,is_not_false_wrapper,"(RANGE(INT, INT, STR) @> INT) IS NOT FALSE",>|@>|FALSE|IS|NOT,SELECT|UNION|INSERT|UPDATE|DELETE|DROP|ALTER|CREATE|COPY|;|--|/*|pg_sleep,SLOT_Y4_R076_C05,"{""boolean_return_expected"": true, ""contract_depth"": ""structured_v5_1"", ""family"": ""range_type"", ""forbidden_tokens"": [""SELECT"", ""UNION"", ""INSERT"", ""UPDATE"", ""DELETE"", ""DROP"", ""ALTER"", ""CREATE"", ""COPY"", "";"", ""--"", ""/*"", ""pg_sleep""], ""module_id"": ""Y4_obfuscated_boolean"", ""notes"": ""Coverage/reward contract; runtime validity still requires PostgreSQL probe."", ""required_tokens"": ["">"", ""@>"", ""FALSE"", ""IS"", ""NOT""], ""root_id"": ""PG_BOOL_R076"", ""ruleset_id"": ""RS_Y4_R076_C05"", ""skeleton_reference"": ""(RANGE(INT, INT, STR) @> INT) IS NOT FALSE"", ""slot_schema_id"": ""SLOT_Y4_R076_C05"", ""slots"": [{""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_1"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_2"", ""type"": ""bounded_integer_literal""}, {""max"": 150, ""max_digits"": 3, ""min"": 0, ""name"": ""bounded_integer_literal_3"", ""type"": ""bounded_integer_literal""}, {""max_length"": 24, ""name"": ""short_text_literal_1"", ""safe_ascii"": true, ""type"": ""short_text_literal""}, {""allowed_values"": [""int4range"", ""@>"", ""&&"", ""upper"", ""lower""], ""name"": ""operator_contract"", ""type"": ""operator_set""}], ""structure_cell_id"": ""PG_BOOL_R076_C05""}","(((RANGE(INT, INT, STR) @> INT) IS NOT FALSE) OR TRUE)","(((RANGE(INT, INT, STR) @> INT) IS NOT FALSE) AND FALSE)",True,predicate_only,6,5,True,True,False,Derived from V4.1 structure cell; runtime validation not run in this artifact.,v5.1_coverage_fixed,bootstrap_from_v4_1_not_model_generated
