sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
Y1_R065_C02_S03,<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression> (CASE WHEN 32 < 49 THEN TRUE ELSE FALSE END IS TRUE),(CASE WHEN 32 < 49 THEN TRUE ELSE FALSE END IS TRUE),<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression>,RS_Y1_R065_C02,PG_BOOL_R065,PG_BOOL_R065_C02,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE),<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C02,train,accepted_static_v4_1,sha256:34729ff21ee9b5f9b4ebaf183059a6bcde5eac6616f54f336ba075460154fe53,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C02_S04,<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression> (CASE WHEN 45 < 62 THEN TRUE ELSE FALSE END IS FALSE),(CASE WHEN 45 < 62 THEN TRUE ELSE FALSE END IS FALSE),<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression>,RS_Y1_R065_C02,PG_BOOL_R065,PG_BOOL_R065_C02,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE),<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C02,train,accepted_static_v4_1,sha256:664202d871633bfd74ca9249b0729063e2fdf9c9c695993d74121883bd236eb6,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C02_S05,<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression> (CASE WHEN 58 < 75 THEN TRUE ELSE FALSE END IS FALSE),(CASE WHEN 58 < 75 THEN TRUE ELSE FALSE END IS FALSE),<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression>,RS_Y1_R065_C02,PG_BOOL_R065,PG_BOOL_R065_C02,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE),<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C02,train,accepted_static_v4_1,sha256:a72fd05b2b09eaaf2cea6a7dd8e0a52197c4108b1def6318d2cf0b076404768e,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C02_S06,<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression> (CASE WHEN 71 < 88 THEN TRUE ELSE FALSE END IS FALSE),(CASE WHEN 71 < 88 THEN TRUE ELSE FALSE END IS FALSE),<RULE=RS_Y1_R065_C02><CELL=PG_BOOL_R065_C02><FAMILY=conditional_expression>,RS_Y1_R065_C02,PG_BOOL_R065,PG_BOOL_R065_C02,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE),<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C02,train,accepted_static_v4_1,sha256:2be0a004e984aab2bcf80d7885436e257dbb047877ab9516e332ccbe5ba7eb14,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C03_S01,<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression> NOT (CASE WHEN 17 < 34 THEN TRUE ELSE FALSE END IS FALSE),NOT (CASE WHEN 17 < 34 THEN TRUE ELSE FALSE END IS FALSE),<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression>,RS_Y1_R065_C03,PG_BOOL_R065,PG_BOOL_R065_C03,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,NOT (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS FALSE),<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C03,train,accepted_static_v4_1,sha256:ac93d481e8ec45b9ed0f6d67259bd547f3a0144f7d814716ac991445c047e2bb,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C03_S02,<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression> NOT (CASE WHEN 30 < 47 THEN TRUE ELSE FALSE END IS FALSE),NOT (CASE WHEN 30 < 47 THEN TRUE ELSE FALSE END IS FALSE),<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression>,RS_Y1_R065_C03,PG_BOOL_R065,PG_BOOL_R065_C03,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,NOT (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS FALSE),<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C03,train,accepted_static_v4_1,sha256:eebd4511a5b3508b10d46cd00eeb15d3dc422018196ee4f7ac486e3c51cbf87e,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C03_S03,<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression> NOT (CASE WHEN 43 < 60 THEN TRUE ELSE FALSE END IS FALSE),NOT (CASE WHEN 43 < 60 THEN TRUE ELSE FALSE END IS FALSE),<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression>,RS_Y1_R065_C03,PG_BOOL_R065,PG_BOOL_R065_C03,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,NOT (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS FALSE),<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C03,test,accepted_static_v4_1,sha256:ae37a50303e54d782e57176182109ccfb392df264629f7a31d5b7ac3d1c2d706,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C03_S04,<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression> NOT (CASE WHEN 56 < 73 THEN TRUE ELSE FALSE END IS TRUE),NOT (CASE WHEN 56 < 73 THEN TRUE ELSE FALSE END IS TRUE),<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression>,RS_Y1_R065_C03,PG_BOOL_R065,PG_BOOL_R065_C03,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,NOT (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS FALSE),<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C03,test,accepted_static_v4_1,sha256:040f1195b73dc4088afe49922efd445cc2d720a3fd4b02887f96bd3f3e6c09d2,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C03_S05,<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression> NOT (CASE WHEN 69 < 86 THEN TRUE ELSE FALSE END IS TRUE),NOT (CASE WHEN 69 < 86 THEN TRUE ELSE FALSE END IS TRUE),<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression>,RS_Y1_R065_C03,PG_BOOL_R065,PG_BOOL_R065_C03,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,NOT (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS FALSE),<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C03,train,accepted_static_v4_1,sha256:a405da2f2b2ea78446434f84149cb5205444131d2dec0f05fd49e38a92d92a97,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C03_S06,<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression> NOT (CASE WHEN 82 < 2 THEN TRUE ELSE FALSE END IS TRUE),NOT (CASE WHEN 82 < 2 THEN TRUE ELSE FALSE END IS TRUE),<RULE=RS_Y1_R065_C03><CELL=PG_BOOL_R065_C03><FAMILY=conditional_expression>,RS_Y1_R065_C03,PG_BOOL_R065,PG_BOOL_R065_C03,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,NOT (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS FALSE),<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C03,train,accepted_static_v4_1,sha256:85a80ea0258be8d3f6690822aaaf19ddcd054d7c2449a4660efe5aae2e5c28a1,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C04_S01,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression> (CASE WHEN 28 < 45 THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,(CASE WHEN 28 < 45 THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression>,RS_Y1_R065_C04,PG_BOOL_R065,PG_BOOL_R065_C04,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C04,train,accepted_static_v4_1,sha256:311fdf654371d222c612e4a1dd8fcc1f966a698498e238192e175b049f4dd36d,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C04_S02,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression> (CASE WHEN 41 < 58 THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,(CASE WHEN 41 < 58 THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression>,RS_Y1_R065_C04,PG_BOOL_R065,PG_BOOL_R065_C04,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C04,test,accepted_static_v4_1,sha256:f9028603e3dafdeb4c081e80f3cc1e9bf23234e53f841801035e0254d157c979,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C04_S03,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression> (CASE WHEN 54 < 71 THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,(CASE WHEN 54 < 71 THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression>,RS_Y1_R065_C04,PG_BOOL_R065,PG_BOOL_R065_C04,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C04,train,accepted_static_v4_1,sha256:ac93889e9f128d729636d0bc5917e33617354948121f177f779c51d8e2025eed,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C04_S04,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression> (CASE WHEN 67 < 84 THEN TRUE ELSE FALSE END IS FALSE) IS TRUE,(CASE WHEN 67 < 84 THEN TRUE ELSE FALSE END IS FALSE) IS TRUE,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression>,RS_Y1_R065_C04,PG_BOOL_R065,PG_BOOL_R065_C04,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C04,test,accepted_static_v4_1,sha256:d129a290e53f923008f18855320c32f1d1836b16952f94fd3ea8a89ec74c6d55,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C04_S05,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression> (CASE WHEN 80 < 97 THEN TRUE ELSE FALSE END IS FALSE) IS TRUE,(CASE WHEN 80 < 97 THEN TRUE ELSE FALSE END IS FALSE) IS TRUE,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression>,RS_Y1_R065_C04,PG_BOOL_R065,PG_BOOL_R065_C04,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C04,train,accepted_static_v4_1,sha256:3cb55b916be03a7fa4b70d9bc6064e25bb33516b2e6e93dd5b6fb8deb11353c3,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C04_S06,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression> (CASE WHEN 93 < 13 THEN TRUE ELSE FALSE END IS FALSE) IS TRUE,(CASE WHEN 93 < 13 THEN TRUE ELSE FALSE END IS FALSE) IS TRUE,<RULE=RS_Y1_R065_C04><CELL=PG_BOOL_R065_C04><FAMILY=conditional_expression>,RS_Y1_R065_C04,PG_BOOL_R065,PG_BOOL_R065_C04,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS TRUE,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C04,test,accepted_static_v4_1,sha256:a46115c88784aea75b08d5d965f1d80b527c4d2060557bf3c11a70593d43ee83,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C05_S01,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression> (CASE WHEN 39 < 56 THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,(CASE WHEN 39 < 56 THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression>,RS_Y1_R065_C05,PG_BOOL_R065,PG_BOOL_R065_C05,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C05,test,accepted_static_v4_1,sha256:9b93c73a763aec2e6963726088085dfd607ef2cfbee7c1d1299fbef3640aad36,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C05_S02,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression> (CASE WHEN 52 < 69 THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,(CASE WHEN 52 < 69 THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression>,RS_Y1_R065_C05,PG_BOOL_R065,PG_BOOL_R065_C05,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C05,train,accepted_static_v4_1,sha256:20de6f575c75cc3a219fc4954fb79e74dd8184c74c6c8e143ea8ad7350bbb4ab,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C05_S03,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression> (CASE WHEN 65 < 82 THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,(CASE WHEN 65 < 82 THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression>,RS_Y1_R065_C05,PG_BOOL_R065,PG_BOOL_R065_C05,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C05,train,accepted_static_v4_1,sha256:4f6fa8892a0c8ae041dde4ee1fb348e161899b26f32b0963d140fbbb521c58ec,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C05_S04,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression> (CASE WHEN 78 < 95 THEN TRUE ELSE FALSE END IS FALSE) IS NOT FALSE,(CASE WHEN 78 < 95 THEN TRUE ELSE FALSE END IS FALSE) IS NOT FALSE,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression>,RS_Y1_R065_C05,PG_BOOL_R065,PG_BOOL_R065_C05,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C05,train,accepted_static_v4_1,sha256:556018c2674ed075b44bc63ea499ce2e2cb33940106edfef914ada936d6b1867,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C05_S05,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression> (CASE WHEN 91 < 11 THEN TRUE ELSE FALSE END IS FALSE) IS NOT FALSE,(CASE WHEN 91 < 11 THEN TRUE ELSE FALSE END IS FALSE) IS NOT FALSE,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression>,RS_Y1_R065_C05,PG_BOOL_R065,PG_BOOL_R065_C05,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C05,train,accepted_static_v4_1,sha256:7b6c3d9976bcba080f3c2eeea9c7d3cfc8938fd3e998ad6a89377fc8cdd59d4c,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C05_S06,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression> (CASE WHEN 7 < 24 THEN TRUE ELSE FALSE END IS FALSE) IS NOT FALSE,(CASE WHEN 7 < 24 THEN TRUE ELSE FALSE END IS FALSE) IS NOT FALSE,<RULE=RS_Y1_R065_C05><CELL=PG_BOOL_R065_C05><FAMILY=conditional_expression>,RS_Y1_R065_C05,PG_BOOL_R065,PG_BOOL_R065_C05,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) IS NOT FALSE,<|CASE|ELSE|END|FALSE|IS|NOT|THEN|TRUE|WHEN,SLOT_Y1_R065_C05,train,accepted_static_v4_1,sha256:1dcf979cc15b96e0f1ad2605c8c6b56fe13878698f52f2f51836a806c53e2800,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C06_S01,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression> CASE WHEN (CASE WHEN 50 < 67 THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,CASE WHEN (CASE WHEN 50 < 67 THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression>,RS_Y1_R065_C06,PG_BOOL_R065,PG_BOOL_R065_C06,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,CASE WHEN (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C06,train,accepted_static_v4_1,sha256:d5f2e215cc0e495ab46a2dd37d50bf44c6ec0c16310e2da161577015ccd99a49,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C06_S02,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression> CASE WHEN (CASE WHEN 63 < 80 THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,CASE WHEN (CASE WHEN 63 < 80 THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression>,RS_Y1_R065_C06,PG_BOOL_R065,PG_BOOL_R065_C06,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,CASE WHEN (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C06,train,accepted_static_v4_1,sha256:22e57b2550a8c47684f5bed30cdb11d2a3fb68d181557748a7130def4850cc7f,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C06_S03,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression> CASE WHEN (CASE WHEN 76 < 93 THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,CASE WHEN (CASE WHEN 76 < 93 THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression>,RS_Y1_R065_C06,PG_BOOL_R065,PG_BOOL_R065_C06,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,CASE WHEN (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C06,train,accepted_static_v4_1,sha256:5193bb81323ff9cfe13a267445b933fa2c52f8bacca228b086f0d6bf464af980,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C06_S04,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression> CASE WHEN (CASE WHEN 89 < 9 THEN TRUE ELSE FALSE END IS FALSE) THEN TRUE ELSE FALSE END,CASE WHEN (CASE WHEN 89 < 9 THEN TRUE ELSE FALSE END IS FALSE) THEN TRUE ELSE FALSE END,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression>,RS_Y1_R065_C06,PG_BOOL_R065,PG_BOOL_R065_C06,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,CASE WHEN (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C06,train,accepted_static_v4_1,sha256:ea04800e3aa9c730456765856eb3de07a48faa9590e8cbaa401569939b8b45da,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C06_S05,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression> CASE WHEN (CASE WHEN 5 < 22 THEN TRUE ELSE FALSE END IS FALSE) THEN TRUE ELSE FALSE END,CASE WHEN (CASE WHEN 5 < 22 THEN TRUE ELSE FALSE END IS FALSE) THEN TRUE ELSE FALSE END,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression>,RS_Y1_R065_C06,PG_BOOL_R065,PG_BOOL_R065_C06,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,CASE WHEN (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C06,train,accepted_static_v4_1,sha256:28421a115616fa6411ac5cd0f90bb0951e51f16d31d0d200e246dd28b257b0f1,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C06_S06,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression> CASE WHEN (CASE WHEN 18 < 35 THEN TRUE ELSE FALSE END IS FALSE) THEN TRUE ELSE FALSE END,CASE WHEN (CASE WHEN 18 < 35 THEN TRUE ELSE FALSE END IS FALSE) THEN TRUE ELSE FALSE END,<RULE=RS_Y1_R065_C06><CELL=PG_BOOL_R065_C06><FAMILY=conditional_expression>,RS_Y1_R065_C06,PG_BOOL_R065,PG_BOOL_R065_C06,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,CASE WHEN (CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) THEN TRUE ELSE FALSE END,<|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C06,train,accepted_static_v4_1,sha256:8e2cd9e435c924b2a1900cb5405ff28a0a89f6c76a9a9a6ee86d497bae7bc42f,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C07_S01,<RULE=RS_Y1_R065_C07><CELL=PG_BOOL_R065_C07><FAMILY=conditional_expression> (CASE WHEN 61 < 78 THEN TRUE ELSE FALSE END IS TRUE) AND (15 = 15),(CASE WHEN 61 < 78 THEN TRUE ELSE FALSE END IS TRUE) AND (15 = 15),<RULE=RS_Y1_R065_C07><CELL=PG_BOOL_R065_C07><FAMILY=conditional_expression>,RS_Y1_R065_C07,PG_BOOL_R065,PG_BOOL_R065_C07,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) AND (INT = INT),<|=|AND|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C07,train,accepted_static_v4_1,sha256:09965313b5e856ca33a0ce369bdf91f35e29764172e4445a164a1a4c153f5f2f,not_run,not_run,True,True,accepted_static_positive,,v5.1
Y1_R065_C07_S02,<RULE=RS_Y1_R065_C07><CELL=PG_BOOL_R065_C07><FAMILY=conditional_expression> (CASE WHEN 74 < 91 THEN TRUE ELSE FALSE END IS TRUE) AND (28 = 28),(CASE WHEN 74 < 91 THEN TRUE ELSE FALSE END IS TRUE) AND (28 = 28),<RULE=RS_Y1_R065_C07><CELL=PG_BOOL_R065_C07><FAMILY=conditional_expression>,RS_Y1_R065_C07,PG_BOOL_R065,PG_BOOL_R065_C07,Y1_basic_boolean,Y1,conditional_expression,conditional_expression,(CASE WHEN INT < INT THEN TRUE ELSE FALSE END IS TRUE) AND (INT = INT),<|=|AND|CASE|ELSE|END|FALSE|IS|THEN|TRUE|WHEN,SLOT_Y1_R065_C07,dev,accepted_static_v4_1,sha256:f6804727955424a94246d3124244ade049436ed9f58e9977ecb6824bff93a37c,not_run,not_run,True,True,accepted_static_positive,,v5.1
