rendered_sample_id,parent_sample_id,parent_ruleset_id,parent_module_id,target_module_id,payload_before_transform,payload_after_transform,transform_recipe_id,transform_family,roundtrip_valid,structure_preserved,semantic_preserved,parent_reward_total,render_reward_total,accepted_for_next_stage,runtime_validation_required,runtime_claim_allowed,lineage_source
Y3_R045_C09_S01,Y2_R045_C09_S01,RS_Y2_R045_C09,Y2_boolean_variation,Y3_encoded_boolean,"((left('core1', 1) = 'c') = TRUE)",%28%28left%28'core1'%2C%201%29%20=%20'c'%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C09_S02,Y1_R045_C09_S02,RS_Y1_R045_C09,Y1_basic_boolean,Y3_encoded_boolean,"((left('safe2', 1) = 's') = TRUE)","((left(%27safe2%27,%201)%20%3D%20%27s%27)%20%3D%20TRUE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C09_S03,Y1_R045_C09_S03,RS_Y1_R045_C09,Y1_basic_boolean,Y3_encoded_boolean,"((left('audit3', 1) = 'a') = TRUE)",%28%28left%28%27audit3%27%2C%201%29%20%3D%20%27a%27%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C09_S04,Y2_R045_C09_S04,RS_Y2_R045_C09,Y2_boolean_variation,Y3_encoded_boolean,"((left('trace4', 1) = 'z') = TRUE)",%28%28left%28'trace4'%2C%201%29%20=%20'z'%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C09_S05,Y1_R045_C09_S05,RS_Y1_R045_C09,Y1_basic_boolean,Y3_encoded_boolean,"((left('signal5', 1) = 'z') = TRUE)","((left(%27signal5%27,%201)%20%3D%20%27z%27)%20%3D%20TRUE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C09_S06,Y1_R045_C09_S06,RS_Y1_R045_C09,Y1_basic_boolean,Y3_encoded_boolean,"((left('alpha6', 1) = 'z') = TRUE)",%28%28left%28%27alpha6%27%2C%201%29%20%3D%20%27z%27%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C10_S01,Y1_R045_C10_S01,RS_Y1_R045_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((left('safe1', 1) = 's'), FALSE)","COALESCE((left(%27safe1%27,%201)%20%3D%20%27s%27),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C10_S02,Y1_R045_C10_S02,RS_Y1_R045_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((left('audit2', 1) = 'a'), FALSE)",COALESCE%28%28left%28%27audit2%27%2C%201%29%20%3D%20%27a%27%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C10_S03,Y2_R045_C10_S03,RS_Y2_R045_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE((left('trace3', 1) = 't'), FALSE)",COALESCE%28%28left%28'trace3'%2C%201%29%20=%20't'%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C10_S04,Y1_R045_C10_S04,RS_Y1_R045_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((left('signal4', 1) = 'z'), FALSE)","COALESCE((left(%27signal4%27,%201)%20%3D%20%27z%27),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C10_S05,Y1_R045_C10_S05,RS_Y1_R045_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE((left('alpha5', 1) = 'z'), FALSE)",COALESCE%28%28left%28%27alpha5%27%2C%201%29%20%3D%20%27z%27%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R045_C10_S06,Y2_R045_C10_S06,RS_Y2_R045_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE((left('beta6', 1) = 'z'), FALSE)",COALESCE%28%28left%28'beta6'%2C%201%29%20=%20'z'%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C01_S01,Y1_R046_C01_S01,RS_Y1_R046_C01,Y1_basic_boolean,Y3_encoded_boolean,(56 + 73) = 129,%2856%20%2B%2073%29%20%3D%20129,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C01_S02,Y2_R046_C01_S02,RS_Y2_R046_C01,Y2_boolean_variation,Y3_encoded_boolean,(69 + 86) = 155,%2869%20+%2086%29%20=%20155,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C01_S03,Y1_R046_C01_S03,RS_Y1_R046_C01,Y1_basic_boolean,Y3_encoded_boolean,(82 + 2) = 84,(82%20+%202)%20%3D%2084,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C01_S04,Y1_R046_C01_S04,RS_Y1_R046_C01,Y1_basic_boolean,Y3_encoded_boolean,(95 + 15) = 111,%2895%20%2B%2015%29%20%3D%20111,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C01_S05,Y2_R046_C01_S05,RS_Y2_R046_C01,Y2_boolean_variation,Y3_encoded_boolean,(11 + 28) = 40,%2811%20+%2028%29%20=%2040,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C01_S06,Y1_R046_C01_S06,RS_Y1_R046_C01,Y1_basic_boolean,Y3_encoded_boolean,(24 + 41) = 66,(24%20+%2041)%20%3D%2066,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C02_S01,Y2_R046_C02_S01,RS_Y2_R046_C02,Y2_boolean_variation,Y3_encoded_boolean,((67 + 84) = 151),%28%2867%20+%2084%29%20=%20151%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C02_S02,Y1_R046_C02_S02,RS_Y1_R046_C02,Y1_basic_boolean,Y3_encoded_boolean,((80 + 97) = 177),((80%20+%2097)%20%3D%20177),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C02_S03,Y1_R046_C02_S03,RS_Y1_R046_C02,Y1_basic_boolean,Y3_encoded_boolean,((93 + 13) = 106),%28%2893%20%2B%2013%29%20%3D%20106%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C02_S04,Y2_R046_C02_S04,RS_Y2_R046_C02,Y2_boolean_variation,Y3_encoded_boolean,((9 + 26) = 36),%28%289%20+%2026%29%20=%2036%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C02_S05,Y1_R046_C02_S05,RS_Y1_R046_C02,Y1_basic_boolean,Y3_encoded_boolean,((22 + 39) = 62),((22%20+%2039)%20%3D%2062),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C02_S06,Y1_R046_C02_S06,RS_Y1_R046_C02,Y1_basic_boolean,Y3_encoded_boolean,((35 + 52) = 88),%28%2835%20%2B%2052%29%20%3D%2088%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C03_S01,Y1_R046_C03_S01,RS_Y1_R046_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ((78 + 95) = 174),NOT%20((78%20+%2095)%20%3D%20174),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C03_S02,Y1_R046_C03_S02,RS_Y1_R046_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ((91 + 11) = 103),NOT%20%28%2891%20%2B%2011%29%20%3D%20103%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C03_S03,Y2_R046_C03_S03,RS_Y2_R046_C03,Y2_boolean_variation,Y3_encoded_boolean,NOT ((7 + 24) = 32),NOT%20%28%287%20+%2024%29%20=%2032%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C03_S04,Y1_R046_C03_S04,RS_Y1_R046_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ((20 + 37) = 57),NOT%20((20%20+%2037)%20%3D%2057),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C03_S05,Y1_R046_C03_S05,RS_Y1_R046_C03,Y1_basic_boolean,Y3_encoded_boolean,NOT ((33 + 50) = 83),NOT%20%28%2833%20%2B%2050%29%20%3D%2083%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C03_S06,Y2_R046_C03_S06,RS_Y2_R046_C03,Y2_boolean_variation,Y3_encoded_boolean,NOT ((46 + 63) = 109),NOT%20%28%2846%20+%2063%29%20=%20109%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C04_S01,Y1_R046_C04_S01,RS_Y1_R046_C04,Y1_basic_boolean,Y3_encoded_boolean,((89 + 9) = 98) IS TRUE,%28%2889%20%2B%209%29%20%3D%2098%29%20IS%20TRUE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C04_S02,Y2_R046_C04_S02,RS_Y2_R046_C04,Y2_boolean_variation,Y3_encoded_boolean,((5 + 22) = 27) IS TRUE,%28%285%20+%2022%29%20=%2027%29%20IS%20TRUE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C04_S03,Y1_R046_C04_S03,RS_Y1_R046_C04,Y1_basic_boolean,Y3_encoded_boolean,((18 + 35) = 53) IS TRUE,((18%20+%2035)%20%3D%2053)%20IS%20TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C04_S04,Y1_R046_C04_S04,RS_Y1_R046_C04,Y1_basic_boolean,Y3_encoded_boolean,((31 + 48) = 80) IS TRUE,%28%2831%20%2B%2048%29%20%3D%2080%29%20IS%20TRUE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C04_S05,Y2_R046_C04_S05,RS_Y2_R046_C04,Y2_boolean_variation,Y3_encoded_boolean,((44 + 61) = 106) IS TRUE,%28%2844%20+%2061%29%20=%20106%29%20IS%20TRUE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C04_S06,Y1_R046_C04_S06,RS_Y1_R046_C04,Y1_basic_boolean,Y3_encoded_boolean,((57 + 74) = 132) IS TRUE,((57%20+%2074)%20%3D%20132)%20IS%20TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C05_S01,Y2_R046_C05_S01,RS_Y2_R046_C05,Y2_boolean_variation,Y3_encoded_boolean,((3 + 20) = 23) IS NOT FALSE,%28%283%20+%2020%29%20=%2023%29%20IS%20NOT%20FALSE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C05_S02,Y1_R046_C05_S02,RS_Y1_R046_C05,Y1_basic_boolean,Y3_encoded_boolean,((16 + 33) = 49) IS NOT FALSE,((16%20+%2033)%20%3D%2049)%20IS%20NOT%20FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C05_S03,Y1_R046_C05_S03,RS_Y1_R046_C05,Y1_basic_boolean,Y3_encoded_boolean,((29 + 46) = 75) IS NOT FALSE,%28%2829%20%2B%2046%29%20%3D%2075%29%20IS%20NOT%20FALSE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C05_S04,Y2_R046_C05_S04,RS_Y2_R046_C05,Y2_boolean_variation,Y3_encoded_boolean,((42 + 59) = 102) IS NOT FALSE,%28%2842%20+%2059%29%20=%20102%29%20IS%20NOT%20FALSE,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C05_S05,Y1_R046_C05_S05,RS_Y1_R046_C05,Y1_basic_boolean,Y3_encoded_boolean,((55 + 72) = 128) IS NOT FALSE,((55%20+%2072)%20%3D%20128)%20IS%20NOT%20FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C05_S06,Y1_R046_C05_S06,RS_Y1_R046_C05,Y1_basic_boolean,Y3_encoded_boolean,((68 + 85) = 154) IS NOT FALSE,%28%2868%20%2B%2085%29%20%3D%20154%29%20IS%20NOT%20FALSE,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C06_S01,Y1_R046_C06_S01,RS_Y1_R046_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ((14 + 31) = 45) THEN TRUE ELSE FALSE END,CASE%20WHEN%20((14%20+%2031)%20%3D%2045)%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C06_S02,Y1_R046_C06_S02,RS_Y1_R046_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ((27 + 44) = 71) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%2827%20%2B%2044%29%20%3D%2071%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C06_S03,Y2_R046_C06_S03,RS_Y2_R046_C06,Y2_boolean_variation,Y3_encoded_boolean,CASE WHEN ((40 + 57) = 97) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%2840%20+%2057%29%20=%2097%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C06_S04,Y1_R046_C06_S04,RS_Y1_R046_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ((53 + 70) = 124) THEN TRUE ELSE FALSE END,CASE%20WHEN%20((53%20+%2070)%20%3D%20124)%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C06_S05,Y1_R046_C06_S05,RS_Y1_R046_C06,Y1_basic_boolean,Y3_encoded_boolean,CASE WHEN ((66 + 83) = 150) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%2866%20%2B%2083%29%20%3D%20150%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C06_S06,Y2_R046_C06_S06,RS_Y2_R046_C06,Y2_boolean_variation,Y3_encoded_boolean,CASE WHEN ((79 + 96) = 176) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%2879%20+%2096%29%20=%20176%29%20THEN%20TRUE%20ELSE%20FALSE%20END,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C07_S01,Y1_R046_C07_S01,RS_Y1_R046_C07,Y1_basic_boolean,Y3_encoded_boolean,((25 + 42) = 67) AND (76 = 76),%28%2825%20%2B%2042%29%20%3D%2067%29%20AND%20%2876%20%3D%2076%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C07_S02,Y2_R046_C07_S02,RS_Y2_R046_C07,Y2_boolean_variation,Y3_encoded_boolean,((38 + 55) = 93) AND (89 = 89),%28%2838%20+%2055%29%20=%2093%29%20AND%20%2889%20=%2089%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C07_S03,Y1_R046_C07_S03,RS_Y1_R046_C07,Y1_basic_boolean,Y3_encoded_boolean,((51 + 68) = 119) AND (5 = 5),((51%20+%2068)%20%3D%20119)%20AND%20(5%20%3D%205),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C07_S04,Y1_R046_C07_S04,RS_Y1_R046_C07,Y1_basic_boolean,Y3_encoded_boolean,((64 + 81) = 146) AND (18 = 18),%28%2864%20%2B%2081%29%20%3D%20146%29%20AND%20%2818%20%3D%2018%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C07_S05,Y2_R046_C07_S05,RS_Y2_R046_C07,Y2_boolean_variation,Y3_encoded_boolean,((77 + 94) = 172) AND (31 = 31),%28%2877%20+%2094%29%20=%20172%29%20AND%20%2831%20=%2031%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C07_S06,Y1_R046_C07_S06,RS_Y1_R046_C07,Y1_basic_boolean,Y3_encoded_boolean,((90 + 10) = 101) AND (44 = 44),((90%20+%2010)%20%3D%20101)%20AND%20(44%20%3D%2044),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C08_S01,Y2_R046_C08_S01,RS_Y2_R046_C08,Y2_boolean_variation,Y3_encoded_boolean,((36 + 53) = 89) OR (7 <> 7),%28%2836%20+%2053%29%20=%2089%29%20OR%20%287%20<>%207%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C08_S02,Y1_R046_C08_S02,RS_Y1_R046_C08,Y1_basic_boolean,Y3_encoded_boolean,((49 + 66) = 115) OR (20 <> 20),((49%20+%2066)%20%3D%20115)%20OR%20(20%20%3C%3E%2020),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C08_S03,Y1_R046_C08_S03,RS_Y1_R046_C08,Y1_basic_boolean,Y3_encoded_boolean,((62 + 79) = 141) OR (33 <> 33),%28%2862%20%2B%2079%29%20%3D%20141%29%20OR%20%2833%20%3C%3E%2033%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C08_S04,Y2_R046_C08_S04,RS_Y2_R046_C08,Y2_boolean_variation,Y3_encoded_boolean,((75 + 92) = 168) OR (46 <> 46),%28%2875%20+%2092%29%20=%20168%29%20OR%20%2846%20<>%2046%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C08_S05,Y1_R046_C08_S05,RS_Y1_R046_C08,Y1_basic_boolean,Y3_encoded_boolean,((88 + 8) = 97) OR (59 <> 59),((88%20+%208)%20%3D%2097)%20OR%20(59%20%3C%3E%2059),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C08_S06,Y1_R046_C08_S06,RS_Y1_R046_C08,Y1_basic_boolean,Y3_encoded_boolean,((4 + 21) = 26) OR (72 <> 72),%28%284%20%2B%2021%29%20%3D%2026%29%20OR%20%2872%20%3C%3E%2072%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C09_S01,Y1_R046_C09_S01,RS_Y1_R046_C09,Y1_basic_boolean,Y3_encoded_boolean,(((47 + 64) = 111) = TRUE),(((47%20+%2064)%20%3D%20111)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C09_S02,Y1_R046_C09_S02,RS_Y1_R046_C09,Y1_basic_boolean,Y3_encoded_boolean,(((60 + 77) = 137) = TRUE),%28%28%2860%20%2B%2077%29%20%3D%20137%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C09_S03,Y2_R046_C09_S03,RS_Y2_R046_C09,Y2_boolean_variation,Y3_encoded_boolean,(((73 + 90) = 163) = TRUE),%28%28%2873%20+%2090%29%20=%20163%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C09_S04,Y1_R046_C09_S04,RS_Y1_R046_C09,Y1_basic_boolean,Y3_encoded_boolean,(((86 + 6) = 93) = TRUE),(((86%20+%206)%20%3D%2093)%20%3D%20TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C09_S05,Y1_R046_C09_S05,RS_Y1_R046_C09,Y1_basic_boolean,Y3_encoded_boolean,(((2 + 19) = 22) = TRUE),%28%28%282%20%2B%2019%29%20%3D%2022%29%20%3D%20TRUE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C09_S06,Y2_R046_C09_S06,RS_Y2_R046_C09,Y2_boolean_variation,Y3_encoded_boolean,(((15 + 32) = 48) = TRUE),%28%28%2815%20+%2032%29%20=%2048%29%20=%20TRUE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C10_S01,Y1_R046_C10_S01,RS_Y1_R046_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((58 + 75) = 133), FALSE)",COALESCE%28%28%2858%20%2B%2075%29%20%3D%20133%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C10_S02,Y2_R046_C10_S02,RS_Y2_R046_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE(((71 + 88) = 159), FALSE)",COALESCE%28%28%2871%20+%2088%29%20=%20159%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C10_S03,Y1_R046_C10_S03,RS_Y1_R046_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((84 + 4) = 88), FALSE)","COALESCE(((84%20+%204)%20%3D%2088),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C10_S04,Y1_R046_C10_S04,RS_Y1_R046_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((97 + 17) = 115), FALSE)",COALESCE%28%28%2897%20%2B%2017%29%20%3D%20115%29%2C%20FALSE%29,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C10_S05,Y2_R046_C10_S05,RS_Y2_R046_C10,Y2_boolean_variation,Y3_encoded_boolean,"COALESCE(((13 + 30) = 44), FALSE)",COALESCE%28%28%2813%20+%2030%29%20=%2044%29%2C%20FALSE%29,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R046_C10_S06,Y1_R046_C10_S06,RS_Y1_R046_C10,Y1_basic_boolean,Y3_encoded_boolean,"COALESCE(((26 + 43) = 70), FALSE)","COALESCE(((26%20+%2043)%20%3D%2070),%20FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R047_C01_S01,Y2_R047_C01_S01,RS_Y2_R047_C01,Y2_boolean_variation,Y3_encoded_boolean,(80 - 63) = 17,%2880%20-%2063%29%20=%2017,T_Y3_URL_PARTIAL,partial_url_encode_space_parentheses_comma,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R047_C01_S02,Y1_R047_C01_S02,RS_Y1_R047_C01,Y1_basic_boolean,Y3_encoded_boolean,(93 - 76) = 17,(93%20-%2076)%20%3D%2017,T_Y3_OPERATOR_QUOTE_PERCENT,operator_and_quote_percent_encoding,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
Y3_R047_C01_S03,Y1_R047_C01_S03,RS_Y1_R047_C01,Y1_basic_boolean,Y3_encoded_boolean,(9 - 89) = -80,%289%20-%2089%29%20%3D%20-80,T_Y3_URL_FULL,url_encode_space_delimiter_operator_quote,True,True,True,,0.935,True,True,False,source_assigned_renderer_lineage
