structure_cell_id,root_id,y_level,complexity_label,cell_index,cell_recipe,representation_contract,semantic_equivalence_group,decode_layers,requires_decode,corpus_role
Y1_PG_BOOL_R001_C01,PG_BOOL_R001,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R001,0,False,seqgan_attack_source
Y1_PG_BOOL_R050_C07,PG_BOOL_R050,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R050,0,False,seqgan_attack_source
Y1_PG_BOOL_R050_C08,PG_BOOL_R050,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R050,0,False,seqgan_attack_source
Y1_PG_BOOL_R050_C09,PG_BOOL_R050,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R050,0,False,seqgan_attack_source
Y1_PG_BOOL_R050_C10,PG_BOOL_R050,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R050,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C01,PG_BOOL_R051,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C02,PG_BOOL_R051,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C03,PG_BOOL_R051,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C04,PG_BOOL_R051,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C05,PG_BOOL_R051,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C06,PG_BOOL_R051,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C07,PG_BOOL_R051,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C08,PG_BOOL_R051,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C09,PG_BOOL_R051,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R051_C10,PG_BOOL_R051,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R051,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C01,PG_BOOL_R052,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C02,PG_BOOL_R052,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C03,PG_BOOL_R052,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C04,PG_BOOL_R052,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C05,PG_BOOL_R052,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C06,PG_BOOL_R052,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C07,PG_BOOL_R052,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C08,PG_BOOL_R052,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C09,PG_BOOL_R052,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R052_C10,PG_BOOL_R052,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R052,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C01,PG_BOOL_R053,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C02,PG_BOOL_R053,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C03,PG_BOOL_R053,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C04,PG_BOOL_R053,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C05,PG_BOOL_R053,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C06,PG_BOOL_R053,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C07,PG_BOOL_R053,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C08,PG_BOOL_R053,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C09,PG_BOOL_R053,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R053_C10,PG_BOOL_R053,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R053,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C01,PG_BOOL_R054,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C02,PG_BOOL_R054,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C03,PG_BOOL_R054,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C04,PG_BOOL_R054,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C05,PG_BOOL_R054,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C06,PG_BOOL_R054,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C07,PG_BOOL_R054,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C08,PG_BOOL_R054,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C09,PG_BOOL_R054,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R054_C10,PG_BOOL_R054,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R054,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C01,PG_BOOL_R055,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C02,PG_BOOL_R055,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C03,PG_BOOL_R055,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C04,PG_BOOL_R055,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C05,PG_BOOL_R055,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C06,PG_BOOL_R055,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C07,PG_BOOL_R055,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C08,PG_BOOL_R055,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C09,PG_BOOL_R055,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R055_C10,PG_BOOL_R055,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R055,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C01,PG_BOOL_R056,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C02,PG_BOOL_R056,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C03,PG_BOOL_R056,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C04,PG_BOOL_R056,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C05,PG_BOOL_R056,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C06,PG_BOOL_R056,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C07,PG_BOOL_R056,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C08,PG_BOOL_R056,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C09,PG_BOOL_R056,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R056_C10,PG_BOOL_R056,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R056,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C01,PG_BOOL_R057,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C02,PG_BOOL_R057,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C03,PG_BOOL_R057,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C04,PG_BOOL_R057,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C05,PG_BOOL_R057,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C06,PG_BOOL_R057,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C07,PG_BOOL_R057,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C08,PG_BOOL_R057,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C09,PG_BOOL_R057,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R057_C10,PG_BOOL_R057,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R057,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C01,PG_BOOL_R058,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C02,PG_BOOL_R058,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C03,PG_BOOL_R058,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C04,PG_BOOL_R058,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C05,PG_BOOL_R058,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C06,PG_BOOL_R058,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C07,PG_BOOL_R058,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C08,PG_BOOL_R058,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C09,PG_BOOL_R058,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R058_C10,PG_BOOL_R058,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R058,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C01,PG_BOOL_R059,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C02,PG_BOOL_R059,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C03,PG_BOOL_R059,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C04,PG_BOOL_R059,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C05,PG_BOOL_R059,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C06,PG_BOOL_R059,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C07,PG_BOOL_R059,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C08,PG_BOOL_R059,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C09,PG_BOOL_R059,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R059_C10,PG_BOOL_R059,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R059,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C01,PG_BOOL_R060,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C02,PG_BOOL_R060,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C03,PG_BOOL_R060,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C04,PG_BOOL_R060,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C05,PG_BOOL_R060,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C06,PG_BOOL_R060,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C07,PG_BOOL_R060,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C08,PG_BOOL_R060,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C09,PG_BOOL_R060,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R060_C10,PG_BOOL_R060,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R060,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C01,PG_BOOL_R061,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C02,PG_BOOL_R061,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C03,PG_BOOL_R061,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C04,PG_BOOL_R061,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C05,PG_BOOL_R061,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C06,PG_BOOL_R061,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C07,PG_BOOL_R061,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C08,PG_BOOL_R061,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C09,PG_BOOL_R061,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R061_C10,PG_BOOL_R061,Y1,Simple,10,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R061,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C01,PG_BOOL_R062,Y1,Simple,1,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C02,PG_BOOL_R062,Y1,Simple,2,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C03,PG_BOOL_R062,Y1,Simple,3,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C04,PG_BOOL_R062,Y1,Simple,4,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C05,PG_BOOL_R062,Y1,Simple,5,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C06,PG_BOOL_R062,Y1,Simple,6,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C07,PG_BOOL_R062,Y1,Simple,7,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C08,PG_BOOL_R062,Y1,Simple,8,direct_literal_profile,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
Y1_PG_BOOL_R062_C09,PG_BOOL_R062,Y1,Simple,9,direct_canonical,Direct PostgreSQL Boolean predicate; no transport encoding; no deliberate lexical obfuscation.,PG_BOOL_R062,0,False,seqgan_attack_source
