structure_cell_id,root_id,complexity,database,query_language,d_category,rendering_recipe,expected_samples,cross_db_semantic_equivalence,execution_context
Y1_R19_D18,Y1_R19,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D01,Y1_R20,Y1_Simple,PostgreSQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D02,Y1_R20,Y1_Simple,MySQL,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D03,Y1_R20,Y1_Simple,MariaDB,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D04,Y1_R20,Y1_Simple,SQLite,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D05,Y1_R20,Y1_Simple,SQL Server,T-SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D06,Y1_R20,Y1_Simple,Oracle,SQL,D1,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D07,Y1_R20,Y1_Simple,BigQuery,GoogleSQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D08,Y1_R20,Y1_Simple,Snowflake,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D09,Y1_R20,Y1_Simple,ClickHouse,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D10,Y1_R20,Y1_Simple,DuckDB,SQL,D2,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D11,Y1_R20,Y1_Simple,MongoDB,MQL/JSON,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D12,Y1_R20,Y1_Simple,Couchbase,SQL++,D3,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D13,Y1_R20,Y1_Simple,Redis,RediSearch query syntax (module required),D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D14,Y1_R20,Y1_Simple,Cassandra,CQL,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D15,Y1_R20,Y1_Simple,DynamoDB,Condition/FilterExpression with values,D4,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D16,Y1_R20,Y1_Simple,Neo4j,Cypher,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D17,Y1_R20,Y1_Simple,Elasticsearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
Y1_R20_D18,Y1_R20,Y1_Simple,OpenSearch,JSON Query DSL,D5,dialect-specific documented predicate renderer plus Y tier,20,NOT_CONFIRMED,none_Z1
