sample_id,module_id,parent_sample_id,parent_module_level,payload_before_transform,payload_raw,payload_canonical,validation_payload_v4,transform_recipe_id,roundtrip_valid,structure_preserved,semantic_preserved,semantic_preservation_basis
Y3_R099_C08_S03,Y3_encoded_boolean,Y1_R099_C08_S03,Y1_basic_boolean,(((45 = 45) AND (62 = 62)) IS TRUE) OR (16 <> 16),(((45%20%3D%2045)%20AND%20(62%20%3D%2062))%20IS%20TRUE)%20OR%20(16%20%3C%3E%2016),(((45 = 45) AND (62 = 62)) IS TRUE) OR (16 <> 16),(((45 = 45) AND (62 = 62)) IS TRUE) OR (16 <> 16),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C08_S04,Y3_encoded_boolean,Y1_R099_C08_S04,Y1_basic_boolean,(((58 = 58) AND (75 = 75)) IS FALSE) OR (29 <> 29),%28%28%2858%20%3D%2058%29%20AND%20%2875%20%3D%2075%29%29%20IS%20FALSE%29%20OR%20%2829%20%3C%3E%2029%29,(((58 = 58) AND (75 = 75)) IS FALSE) OR (29 <> 29),(((58 = 58) AND (75 = 75)) IS FALSE) OR (29 <> 29),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C08_S05,Y3_encoded_boolean,Y2_R099_C08_S05,Y2_boolean_variation,(((71 = 71) AND (88 = 88)) IS FALSE) OR (42 <> 42),%28%28%2871%20=%2071%29%20AND%20%2888%20=%2088%29%29%20IS%20FALSE%29%20OR%20%2842%20<>%2042%29,(((71 = 71) AND (88 = 88)) IS FALSE) OR (42 <> 42),(((71 = 71) AND (88 = 88)) IS FALSE) OR (42 <> 42),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C08_S06,Y3_encoded_boolean,Y1_R099_C08_S06,Y1_basic_boolean,(((84 = 84) AND (4 = 4)) IS FALSE) OR (55 <> 55),(((84%20%3D%2084)%20AND%20(4%20%3D%204))%20IS%20FALSE)%20OR%20(55%20%3C%3E%2055),(((84 = 84) AND (4 = 4)) IS FALSE) OR (55 <> 55),(((84 = 84) AND (4 = 4)) IS FALSE) OR (55 <> 55),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C09_S01,Y3_encoded_boolean,Y2_R099_C09_S01,Y2_boolean_variation,((((30 = 30) AND (47 = 47)) IS TRUE) = TRUE),%28%28%28%2830%20=%2030%29%20AND%20%2847%20=%2047%29%29%20IS%20TRUE%29%20=%20TRUE%29,((((30 = 30) AND (47 = 47)) IS TRUE) = TRUE),((((30 = 30) AND (47 = 47)) IS TRUE) = TRUE),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C09_S02,Y3_encoded_boolean,Y1_R099_C09_S02,Y1_basic_boolean,((((43 = 43) AND (60 = 60)) IS TRUE) = TRUE),((((43%20%3D%2043)%20AND%20(60%20%3D%2060))%20IS%20TRUE)%20%3D%20TRUE),((((43 = 43) AND (60 = 60)) IS TRUE) = TRUE),((((43 = 43) AND (60 = 60)) IS TRUE) = TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C09_S03,Y3_encoded_boolean,Y1_R099_C09_S03,Y1_basic_boolean,((((56 = 56) AND (73 = 73)) IS TRUE) = TRUE),%28%28%28%2856%20%3D%2056%29%20AND%20%2873%20%3D%2073%29%29%20IS%20TRUE%29%20%3D%20TRUE%29,((((56 = 56) AND (73 = 73)) IS TRUE) = TRUE),((((56 = 56) AND (73 = 73)) IS TRUE) = TRUE),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C09_S04,Y3_encoded_boolean,Y2_R099_C09_S04,Y2_boolean_variation,((((69 = 69) AND (86 = 86)) IS FALSE) = TRUE),%28%28%28%2869%20=%2069%29%20AND%20%2886%20=%2086%29%29%20IS%20FALSE%29%20=%20TRUE%29,((((69 = 69) AND (86 = 86)) IS FALSE) = TRUE),((((69 = 69) AND (86 = 86)) IS FALSE) = TRUE),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C09_S05,Y3_encoded_boolean,Y1_R099_C09_S05,Y1_basic_boolean,((((82 = 82) AND (2 = 2)) IS FALSE) = TRUE),((((82%20%3D%2082)%20AND%20(2%20%3D%202))%20IS%20FALSE)%20%3D%20TRUE),((((82 = 82) AND (2 = 2)) IS FALSE) = TRUE),((((82 = 82) AND (2 = 2)) IS FALSE) = TRUE),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C09_S06,Y3_encoded_boolean,Y1_R099_C09_S06,Y1_basic_boolean,((((95 = 95) AND (15 = 15)) IS FALSE) = TRUE),%28%28%28%2895%20%3D%2095%29%20AND%20%2815%20%3D%2015%29%29%20IS%20FALSE%29%20%3D%20TRUE%29,((((95 = 95) AND (15 = 15)) IS FALSE) = TRUE),((((95 = 95) AND (15 = 15)) IS FALSE) = TRUE),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C10_S01,Y3_encoded_boolean,Y1_R099_C10_S01,Y1_basic_boolean,"COALESCE((((41 = 41) AND (58 = 58)) IS TRUE), FALSE)","COALESCE((((41%20%3D%2041)%20AND%20(58%20%3D%2058))%20IS%20TRUE),%20FALSE)","COALESCE((((41 = 41) AND (58 = 58)) IS TRUE), FALSE)","COALESCE((((41 = 41) AND (58 = 58)) IS TRUE), FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C10_S02,Y3_encoded_boolean,Y1_R099_C10_S02,Y1_basic_boolean,"COALESCE((((54 = 54) AND (71 = 71)) IS TRUE), FALSE)",COALESCE%28%28%28%2854%20%3D%2054%29%20AND%20%2871%20%3D%2071%29%29%20IS%20TRUE%29%2C%20FALSE%29,"COALESCE((((54 = 54) AND (71 = 71)) IS TRUE), FALSE)","COALESCE((((54 = 54) AND (71 = 71)) IS TRUE), FALSE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C10_S03,Y3_encoded_boolean,Y2_R099_C10_S03,Y2_boolean_variation,"COALESCE((((67 = 67) AND (84 = 84)) IS TRUE), FALSE)",COALESCE%28%28%28%2867%20=%2067%29%20AND%20%2884%20=%2084%29%29%20IS%20TRUE%29%2C%20FALSE%29,"COALESCE((((67 = 67) AND (84 = 84)) IS TRUE), FALSE)","COALESCE((((67 = 67) AND (84 = 84)) IS TRUE), FALSE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C10_S04,Y3_encoded_boolean,Y1_R099_C10_S04,Y1_basic_boolean,"COALESCE((((80 = 80) AND (97 = 97)) IS FALSE), FALSE)","COALESCE((((80%20%3D%2080)%20AND%20(97%20%3D%2097))%20IS%20FALSE),%20FALSE)","COALESCE((((80 = 80) AND (97 = 97)) IS FALSE), FALSE)","COALESCE((((80 = 80) AND (97 = 97)) IS FALSE), FALSE)",T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C10_S05,Y3_encoded_boolean,Y1_R099_C10_S05,Y1_basic_boolean,"COALESCE((((93 = 93) AND (13 = 13)) IS FALSE), FALSE)",COALESCE%28%28%28%2893%20%3D%2093%29%20AND%20%2813%20%3D%2013%29%29%20IS%20FALSE%29%2C%20FALSE%29,"COALESCE((((93 = 93) AND (13 = 13)) IS FALSE), FALSE)","COALESCE((((93 = 93) AND (13 = 13)) IS FALSE), FALSE)",T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R099_C10_S06,Y3_encoded_boolean,Y2_R099_C10_S06,Y2_boolean_variation,"COALESCE((((9 = 9) AND (26 = 26)) IS FALSE), FALSE)",COALESCE%28%28%28%289%20=%209%29%20AND%20%2826%20=%2026%29%29%20IS%20FALSE%29%2C%20FALSE%29,"COALESCE((((9 = 9) AND (26 = 26)) IS FALSE), FALSE)","COALESCE((((9 = 9) AND (26 = 26)) IS FALSE), FALSE)",T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C01_S01,Y3_encoded_boolean,Y1_R100_C01_S01,Y1_basic_boolean,((46 = 46) OR (46 = 63)) AND (80 = 80),%28%2846%20%3D%2046%29%20OR%20%2846%20%3D%2063%29%29%20AND%20%2880%20%3D%2080%29,((46 = 46) OR (46 = 63)) AND (80 = 80),((46 = 46) OR (46 = 63)) AND (80 = 80),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C01_S02,Y3_encoded_boolean,Y2_R100_C01_S02,Y2_boolean_variation,((59 = 59) OR (59 = 76)) AND (93 = 93),%28%2859%20=%2059%29%20OR%20%2859%20=%2076%29%29%20AND%20%2893%20=%2093%29,((59 = 59) OR (59 = 76)) AND (93 = 93),((59 = 59) OR (59 = 76)) AND (93 = 93),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C01_S03,Y3_encoded_boolean,Y1_R100_C01_S03,Y1_basic_boolean,((72 = 72) OR (72 = 89)) AND (9 = 9),((72%20%3D%2072)%20OR%20(72%20%3D%2089))%20AND%20(9%20%3D%209),((72 = 72) OR (72 = 89)) AND (9 = 9),((72 = 72) OR (72 = 89)) AND (9 = 9),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C01_S04,Y3_encoded_boolean,Y1_R100_C01_S04,Y1_basic_boolean,((85 = 5) OR (85 = 5)) AND (22 = 22),%28%2885%20%3D%205%29%20OR%20%2885%20%3D%205%29%29%20AND%20%2822%20%3D%2022%29,((85 = 5) OR (85 = 5)) AND (22 = 22),((85 = 5) OR (85 = 5)) AND (22 = 22),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C01_S05,Y3_encoded_boolean,Y2_R100_C01_S05,Y2_boolean_variation,((1 = 18) OR (1 = 18)) AND (35 = 35),%28%281%20=%2018%29%20OR%20%281%20=%2018%29%29%20AND%20%2835%20=%2035%29,((1 = 18) OR (1 = 18)) AND (35 = 35),((1 = 18) OR (1 = 18)) AND (35 = 35),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C01_S06,Y3_encoded_boolean,Y1_R100_C01_S06,Y1_basic_boolean,((14 = 31) OR (14 = 31)) AND (48 = 48),((14%20%3D%2031)%20OR%20(14%20%3D%2031))%20AND%20(48%20%3D%2048),((14 = 31) OR (14 = 31)) AND (48 = 48),((14 = 31) OR (14 = 31)) AND (48 = 48),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C02_S01,Y3_encoded_boolean,Y2_R100_C02_S01,Y2_boolean_variation,(((57 = 57) OR (57 = 74)) AND (91 = 91)),%28%28%2857%20=%2057%29%20OR%20%2857%20=%2074%29%29%20AND%20%2891%20=%2091%29%29,(((57 = 57) OR (57 = 74)) AND (91 = 91)),(((57 = 57) OR (57 = 74)) AND (91 = 91)),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C02_S02,Y3_encoded_boolean,Y1_R100_C02_S02,Y1_basic_boolean,(((70 = 70) OR (70 = 87)) AND (7 = 7)),(((70%20%3D%2070)%20OR%20(70%20%3D%2087))%20AND%20(7%20%3D%207)),(((70 = 70) OR (70 = 87)) AND (7 = 7)),(((70 = 70) OR (70 = 87)) AND (7 = 7)),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C02_S03,Y3_encoded_boolean,Y1_R100_C02_S03,Y1_basic_boolean,(((83 = 83) OR (83 = 3)) AND (20 = 20)),%28%28%2883%20%3D%2083%29%20OR%20%2883%20%3D%203%29%29%20AND%20%2820%20%3D%2020%29%29,(((83 = 83) OR (83 = 3)) AND (20 = 20)),(((83 = 83) OR (83 = 3)) AND (20 = 20)),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C02_S04,Y3_encoded_boolean,Y2_R100_C02_S04,Y2_boolean_variation,(((96 = 16) OR (96 = 16)) AND (33 = 33)),%28%28%2896%20=%2016%29%20OR%20%2896%20=%2016%29%29%20AND%20%2833%20=%2033%29%29,(((96 = 16) OR (96 = 16)) AND (33 = 33)),(((96 = 16) OR (96 = 16)) AND (33 = 33)),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C02_S05,Y3_encoded_boolean,Y1_R100_C02_S05,Y1_basic_boolean,(((12 = 29) OR (12 = 29)) AND (46 = 46)),(((12%20%3D%2029)%20OR%20(12%20%3D%2029))%20AND%20(46%20%3D%2046)),(((12 = 29) OR (12 = 29)) AND (46 = 46)),(((12 = 29) OR (12 = 29)) AND (46 = 46)),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C02_S06,Y3_encoded_boolean,Y1_R100_C02_S06,Y1_basic_boolean,(((25 = 42) OR (25 = 42)) AND (59 = 59)),%28%28%2825%20%3D%2042%29%20OR%20%2825%20%3D%2042%29%29%20AND%20%2859%20%3D%2059%29%29,(((25 = 42) OR (25 = 42)) AND (59 = 59)),(((25 = 42) OR (25 = 42)) AND (59 = 59)),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C03_S01,Y3_encoded_boolean,Y1_R100_C03_S01,Y1_basic_boolean,NOT (((68 = 85) OR (68 = 85)) AND (5 = 5)),NOT%20(((68%20%3D%2085)%20OR%20(68%20%3D%2085))%20AND%20(5%20%3D%205)),NOT (((68 = 85) OR (68 = 85)) AND (5 = 5)),NOT (((68 = 85) OR (68 = 85)) AND (5 = 5)),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C03_S02,Y3_encoded_boolean,Y1_R100_C03_S02,Y1_basic_boolean,NOT (((81 = 1) OR (81 = 1)) AND (18 = 18)),NOT%20%28%28%2881%20%3D%201%29%20OR%20%2881%20%3D%201%29%29%20AND%20%2818%20%3D%2018%29%29,NOT (((81 = 1) OR (81 = 1)) AND (18 = 18)),NOT (((81 = 1) OR (81 = 1)) AND (18 = 18)),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C03_S03,Y3_encoded_boolean,Y2_R100_C03_S03,Y2_boolean_variation,NOT (((94 = 14) OR (94 = 14)) AND (31 = 31)),NOT%20%28%28%2894%20=%2014%29%20OR%20%2894%20=%2014%29%29%20AND%20%2831%20=%2031%29%29,NOT (((94 = 14) OR (94 = 14)) AND (31 = 31)),NOT (((94 = 14) OR (94 = 14)) AND (31 = 31)),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C03_S04,Y3_encoded_boolean,Y1_R100_C03_S04,Y1_basic_boolean,NOT (((10 = 10) OR (10 = 27)) AND (44 = 44)),NOT%20(((10%20%3D%2010)%20OR%20(10%20%3D%2027))%20AND%20(44%20%3D%2044)),NOT (((10 = 10) OR (10 = 27)) AND (44 = 44)),NOT (((10 = 10) OR (10 = 27)) AND (44 = 44)),T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C03_S05,Y3_encoded_boolean,Y1_R100_C03_S05,Y1_basic_boolean,NOT (((23 = 23) OR (23 = 40)) AND (57 = 57)),NOT%20%28%28%2823%20%3D%2023%29%20OR%20%2823%20%3D%2040%29%29%20AND%20%2857%20%3D%2057%29%29,NOT (((23 = 23) OR (23 = 40)) AND (57 = 57)),NOT (((23 = 23) OR (23 = 40)) AND (57 = 57)),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C03_S06,Y3_encoded_boolean,Y2_R100_C03_S06,Y2_boolean_variation,NOT (((36 = 36) OR (36 = 53)) AND (70 = 70)),NOT%20%28%28%2836%20=%2036%29%20OR%20%2836%20=%2053%29%29%20AND%20%2870%20=%2070%29%29,NOT (((36 = 36) OR (36 = 53)) AND (70 = 70)),NOT (((36 = 36) OR (36 = 53)) AND (70 = 70)),T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C04_S01,Y3_encoded_boolean,Y1_R100_C04_S01,Y1_basic_boolean,(((79 = 79) OR (79 = 96)) AND (16 = 16)) IS TRUE,%28%28%2879%20%3D%2079%29%20OR%20%2879%20%3D%2096%29%29%20AND%20%2816%20%3D%2016%29%29%20IS%20TRUE,(((79 = 79) OR (79 = 96)) AND (16 = 16)) IS TRUE,(((79 = 79) OR (79 = 96)) AND (16 = 16)) IS TRUE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C04_S02,Y3_encoded_boolean,Y2_R100_C04_S02,Y2_boolean_variation,(((92 = 92) OR (92 = 12)) AND (29 = 29)) IS TRUE,%28%28%2892%20=%2092%29%20OR%20%2892%20=%2012%29%29%20AND%20%2829%20=%2029%29%29%20IS%20TRUE,(((92 = 92) OR (92 = 12)) AND (29 = 29)) IS TRUE,(((92 = 92) OR (92 = 12)) AND (29 = 29)) IS TRUE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C04_S03,Y3_encoded_boolean,Y1_R100_C04_S03,Y1_basic_boolean,(((8 = 8) OR (8 = 25)) AND (42 = 42)) IS TRUE,(((8%20%3D%208)%20OR%20(8%20%3D%2025))%20AND%20(42%20%3D%2042))%20IS%20TRUE,(((8 = 8) OR (8 = 25)) AND (42 = 42)) IS TRUE,(((8 = 8) OR (8 = 25)) AND (42 = 42)) IS TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C04_S04,Y3_encoded_boolean,Y1_R100_C04_S04,Y1_basic_boolean,(((21 = 38) OR (21 = 38)) AND (55 = 55)) IS TRUE,%28%28%2821%20%3D%2038%29%20OR%20%2821%20%3D%2038%29%29%20AND%20%2855%20%3D%2055%29%29%20IS%20TRUE,(((21 = 38) OR (21 = 38)) AND (55 = 55)) IS TRUE,(((21 = 38) OR (21 = 38)) AND (55 = 55)) IS TRUE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C04_S05,Y3_encoded_boolean,Y2_R100_C04_S05,Y2_boolean_variation,(((34 = 51) OR (34 = 51)) AND (68 = 68)) IS TRUE,%28%28%2834%20=%2051%29%20OR%20%2834%20=%2051%29%29%20AND%20%2868%20=%2068%29%29%20IS%20TRUE,(((34 = 51) OR (34 = 51)) AND (68 = 68)) IS TRUE,(((34 = 51) OR (34 = 51)) AND (68 = 68)) IS TRUE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C04_S06,Y3_encoded_boolean,Y1_R100_C04_S06,Y1_basic_boolean,(((47 = 64) OR (47 = 64)) AND (81 = 81)) IS TRUE,(((47%20%3D%2064)%20OR%20(47%20%3D%2064))%20AND%20(81%20%3D%2081))%20IS%20TRUE,(((47 = 64) OR (47 = 64)) AND (81 = 81)) IS TRUE,(((47 = 64) OR (47 = 64)) AND (81 = 81)) IS TRUE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C05_S01,Y3_encoded_boolean,Y2_R100_C05_S01,Y2_boolean_variation,(((90 = 90) OR (90 = 10)) AND (27 = 27)) IS NOT FALSE,%28%28%2890%20=%2090%29%20OR%20%2890%20=%2010%29%29%20AND%20%2827%20=%2027%29%29%20IS%20NOT%20FALSE,(((90 = 90) OR (90 = 10)) AND (27 = 27)) IS NOT FALSE,(((90 = 90) OR (90 = 10)) AND (27 = 27)) IS NOT FALSE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C05_S02,Y3_encoded_boolean,Y1_R100_C05_S02,Y1_basic_boolean,(((6 = 6) OR (6 = 23)) AND (40 = 40)) IS NOT FALSE,(((6%20%3D%206)%20OR%20(6%20%3D%2023))%20AND%20(40%20%3D%2040))%20IS%20NOT%20FALSE,(((6 = 6) OR (6 = 23)) AND (40 = 40)) IS NOT FALSE,(((6 = 6) OR (6 = 23)) AND (40 = 40)) IS NOT FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C05_S03,Y3_encoded_boolean,Y1_R100_C05_S03,Y1_basic_boolean,(((19 = 19) OR (19 = 36)) AND (53 = 53)) IS NOT FALSE,%28%28%2819%20%3D%2019%29%20OR%20%2819%20%3D%2036%29%29%20AND%20%2853%20%3D%2053%29%29%20IS%20NOT%20FALSE,(((19 = 19) OR (19 = 36)) AND (53 = 53)) IS NOT FALSE,(((19 = 19) OR (19 = 36)) AND (53 = 53)) IS NOT FALSE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C05_S04,Y3_encoded_boolean,Y2_R100_C05_S04,Y2_boolean_variation,(((32 = 49) OR (32 = 49)) AND (66 = 66)) IS NOT FALSE,%28%28%2832%20=%2049%29%20OR%20%2832%20=%2049%29%29%20AND%20%2866%20=%2066%29%29%20IS%20NOT%20FALSE,(((32 = 49) OR (32 = 49)) AND (66 = 66)) IS NOT FALSE,(((32 = 49) OR (32 = 49)) AND (66 = 66)) IS NOT FALSE,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C05_S05,Y3_encoded_boolean,Y1_R100_C05_S05,Y1_basic_boolean,(((45 = 62) OR (45 = 62)) AND (79 = 79)) IS NOT FALSE,(((45%20%3D%2062)%20OR%20(45%20%3D%2062))%20AND%20(79%20%3D%2079))%20IS%20NOT%20FALSE,(((45 = 62) OR (45 = 62)) AND (79 = 79)) IS NOT FALSE,(((45 = 62) OR (45 = 62)) AND (79 = 79)) IS NOT FALSE,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C05_S06,Y3_encoded_boolean,Y1_R100_C05_S06,Y1_basic_boolean,(((58 = 75) OR (58 = 75)) AND (92 = 92)) IS NOT FALSE,%28%28%2858%20%3D%2075%29%20OR%20%2858%20%3D%2075%29%29%20AND%20%2892%20%3D%2092%29%29%20IS%20NOT%20FALSE,(((58 = 75) OR (58 = 75)) AND (92 = 92)) IS NOT FALSE,(((58 = 75) OR (58 = 75)) AND (92 = 92)) IS NOT FALSE,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C06_S01,Y3_encoded_boolean,Y1_R100_C06_S01,Y1_basic_boolean,CASE WHEN (((4 = 4) OR (4 = 21)) AND (38 = 38)) THEN TRUE ELSE FALSE END,CASE%20WHEN%20(((4%20%3D%204)%20OR%20(4%20%3D%2021))%20AND%20(38%20%3D%2038))%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (((4 = 4) OR (4 = 21)) AND (38 = 38)) THEN TRUE ELSE FALSE END,CASE WHEN (((4 = 4) OR (4 = 21)) AND (38 = 38)) THEN TRUE ELSE FALSE END,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C06_S02,Y3_encoded_boolean,Y1_R100_C06_S02,Y1_basic_boolean,CASE WHEN (((17 = 17) OR (17 = 34)) AND (51 = 51)) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%28%2817%20%3D%2017%29%20OR%20%2817%20%3D%2034%29%29%20AND%20%2851%20%3D%2051%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (((17 = 17) OR (17 = 34)) AND (51 = 51)) THEN TRUE ELSE FALSE END,CASE WHEN (((17 = 17) OR (17 = 34)) AND (51 = 51)) THEN TRUE ELSE FALSE END,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C06_S03,Y3_encoded_boolean,Y2_R100_C06_S03,Y2_boolean_variation,CASE WHEN (((30 = 30) OR (30 = 47)) AND (64 = 64)) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%28%2830%20=%2030%29%20OR%20%2830%20=%2047%29%29%20AND%20%2864%20=%2064%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (((30 = 30) OR (30 = 47)) AND (64 = 64)) THEN TRUE ELSE FALSE END,CASE WHEN (((30 = 30) OR (30 = 47)) AND (64 = 64)) THEN TRUE ELSE FALSE END,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C06_S04,Y3_encoded_boolean,Y1_R100_C06_S04,Y1_basic_boolean,CASE WHEN (((43 = 60) OR (43 = 60)) AND (77 = 77)) THEN TRUE ELSE FALSE END,CASE%20WHEN%20(((43%20%3D%2060)%20OR%20(43%20%3D%2060))%20AND%20(77%20%3D%2077))%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (((43 = 60) OR (43 = 60)) AND (77 = 77)) THEN TRUE ELSE FALSE END,CASE WHEN (((43 = 60) OR (43 = 60)) AND (77 = 77)) THEN TRUE ELSE FALSE END,T_Y3_OPERATOR_QUOTE_PERCENT,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C06_S05,Y3_encoded_boolean,Y1_R100_C06_S05,Y1_basic_boolean,CASE WHEN (((56 = 73) OR (56 = 73)) AND (90 = 90)) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%28%2856%20%3D%2073%29%20OR%20%2856%20%3D%2073%29%29%20AND%20%2890%20%3D%2090%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (((56 = 73) OR (56 = 73)) AND (90 = 90)) THEN TRUE ELSE FALSE END,CASE WHEN (((56 = 73) OR (56 = 73)) AND (90 = 90)) THEN TRUE ELSE FALSE END,T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C06_S06,Y3_encoded_boolean,Y2_R100_C06_S06,Y2_boolean_variation,CASE WHEN (((69 = 86) OR (69 = 86)) AND (6 = 6)) THEN TRUE ELSE FALSE END,CASE%20WHEN%20%28%28%2869%20=%2086%29%20OR%20%2869%20=%2086%29%29%20AND%20%286%20=%206%29%29%20THEN%20TRUE%20ELSE%20FALSE%20END,CASE WHEN (((69 = 86) OR (69 = 86)) AND (6 = 6)) THEN TRUE ELSE FALSE END,CASE WHEN (((69 = 86) OR (69 = 86)) AND (6 = 6)) THEN TRUE ELSE FALSE END,T_Y3_URL_PARTIAL,1,1,1,canonical_normalization_only_runtime_not_run
Y3_R100_C07_S01,Y3_encoded_boolean,Y1_R100_C07_S01,Y1_basic_boolean,(((15 = 15) OR (15 = 32)) AND (49 = 49)) AND (66 = 66),%28%28%2815%20%3D%2015%29%20OR%20%2815%20%3D%2032%29%29%20AND%20%2849%20%3D%2049%29%29%20AND%20%2866%20%3D%2066%29,(((15 = 15) OR (15 = 32)) AND (49 = 49)) AND (66 = 66),(((15 = 15) OR (15 = 32)) AND (49 = 49)) AND (66 = 66),T_Y3_URL_FULL,1,1,1,canonical_normalization_only_runtime_not_run
