sample_id,text,payload_raw,prefix,ruleset_id,root_id,structure_cell_id,module_id,y_level,semantic_family,ruleset_family,skeleton_reference,required_tokens,slot_schema_id,source_split,source_view,raw_payload_hash,postgres_runtime_valid,semantic_behavior_valid,usable_for_mle,usable_for_reward_positive,training_role,minimal_seed_reason,schema_version
SEED_RS_Y2_R039_C09_MIN001,<RULE=RS_Y2_R039_C09><CELL=PG_BOOL_R039_C09><FAMILY=regex_match> (('alpha' SIMILAR TO 'beta') = TRUE),(('alpha' SIMILAR TO 'beta') = TRUE),<RULE=RS_Y2_R039_C09><CELL=PG_BOOL_R039_C09><FAMILY=regex_match>,RS_Y2_R039_C09,PG_BOOL_R039,PG_BOOL_R039_C09,Y2_boolean_variation,Y2,regex_match,regex_match,((STR SIMILAR TO STR) = TRUE),=|TRUE,SLOT_Y2_R039_C09,train,ruleset_seed_minimal,sha256:6b70828a05850df24c1778c767c4b43e1de1b78e32c02e2346ad58bbc8ffdec4,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R039_C10_MIN001,"<RULE=RS_Y2_R039_C10><CELL=PG_BOOL_R039_C10><FAMILY=regex_match> COALESCE(('alpha' SIMILAR TO 'beta'), FALSE)","COALESCE(('alpha' SIMILAR TO 'beta'), FALSE)",<RULE=RS_Y2_R039_C10><CELL=PG_BOOL_R039_C10><FAMILY=regex_match>,RS_Y2_R039_C10,PG_BOOL_R039,PG_BOOL_R039_C10,Y2_boolean_variation,Y2,regex_match,regex_match,"COALESCE((STR SIMILAR TO STR), FALSE)",COALESCE|FALSE,SLOT_Y2_R039_C10,train,ruleset_seed_minimal,sha256:7a9300aef4aed788bd88b6c7f26067a853b215181e68683b2bb0eb2af8e6e7a5,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C01_MIN001,<RULE=RS_Y2_R040_C01><CELL=PG_BOOL_R040_C01><FAMILY=regex_match> 'alpha' NOT SIMILAR TO 'beta','alpha' NOT SIMILAR TO 'beta',<RULE=RS_Y2_R040_C01><CELL=PG_BOOL_R040_C01><FAMILY=regex_match>,RS_Y2_R040_C01,PG_BOOL_R040,PG_BOOL_R040_C01,Y2_boolean_variation,Y2,regex_match,regex_match,STR NOT SIMILAR TO STR,NOT,SLOT_Y2_R040_C01,train,ruleset_seed_minimal,sha256:ed33b8609f9a3aba37ebb85a8dc0d8b5e2327e66f031504ad63ee58bb5daab27,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C02_MIN001,<RULE=RS_Y2_R040_C02><CELL=PG_BOOL_R040_C02><FAMILY=regex_match> ('alpha' NOT SIMILAR TO 'beta'),('alpha' NOT SIMILAR TO 'beta'),<RULE=RS_Y2_R040_C02><CELL=PG_BOOL_R040_C02><FAMILY=regex_match>,RS_Y2_R040_C02,PG_BOOL_R040,PG_BOOL_R040_C02,Y2_boolean_variation,Y2,regex_match,regex_match,(STR NOT SIMILAR TO STR),NOT,SLOT_Y2_R040_C02,train,ruleset_seed_minimal,sha256:2a2210415896279788c22538d4e41476be8974f289d69e87593b76aa33fcf82a,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C03_MIN001,<RULE=RS_Y2_R040_C03><CELL=PG_BOOL_R040_C03><FAMILY=regex_match> NOT ('alpha' NOT SIMILAR TO 'beta'),NOT ('alpha' NOT SIMILAR TO 'beta'),<RULE=RS_Y2_R040_C03><CELL=PG_BOOL_R040_C03><FAMILY=regex_match>,RS_Y2_R040_C03,PG_BOOL_R040,PG_BOOL_R040_C03,Y2_boolean_variation,Y2,regex_match,regex_match,NOT (STR NOT SIMILAR TO STR),NOT,SLOT_Y2_R040_C03,train,ruleset_seed_minimal,sha256:a68d24291d69bd6a161d9c424980a3580c1b5702213b20b55bf1a17cb34a4fb7,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C04_MIN001,<RULE=RS_Y2_R040_C04><CELL=PG_BOOL_R040_C04><FAMILY=regex_match> ('alpha' NOT SIMILAR TO 'beta') IS TRUE,('alpha' NOT SIMILAR TO 'beta') IS TRUE,<RULE=RS_Y2_R040_C04><CELL=PG_BOOL_R040_C04><FAMILY=regex_match>,RS_Y2_R040_C04,PG_BOOL_R040,PG_BOOL_R040_C04,Y2_boolean_variation,Y2,regex_match,regex_match,(STR NOT SIMILAR TO STR) IS TRUE,IS|NOT|TRUE,SLOT_Y2_R040_C04,train,ruleset_seed_minimal,sha256:9753af8df486c3942c82d4beac61faf3ae8d01e32a8e8d1c28d054a3ea61fc91,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C05_MIN001,<RULE=RS_Y2_R040_C05><CELL=PG_BOOL_R040_C05><FAMILY=regex_match> ('alpha' NOT SIMILAR TO 'beta') IS NOT FALSE,('alpha' NOT SIMILAR TO 'beta') IS NOT FALSE,<RULE=RS_Y2_R040_C05><CELL=PG_BOOL_R040_C05><FAMILY=regex_match>,RS_Y2_R040_C05,PG_BOOL_R040,PG_BOOL_R040_C05,Y2_boolean_variation,Y2,regex_match,regex_match,(STR NOT SIMILAR TO STR) IS NOT FALSE,FALSE|IS|NOT,SLOT_Y2_R040_C05,train,ruleset_seed_minimal,sha256:a14ec871afdc4e8cf89e808d1d49e2fc1760b92d0a573a5882731c78afe84cf8,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C06_MIN001,<RULE=RS_Y2_R040_C06><CELL=PG_BOOL_R040_C06><FAMILY=regex_match> CASE WHEN ('alpha' NOT SIMILAR TO 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' NOT SIMILAR TO 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R040_C06><CELL=PG_BOOL_R040_C06><FAMILY=regex_match>,RS_Y2_R040_C06,PG_BOOL_R040,PG_BOOL_R040_C06,Y2_boolean_variation,Y2,regex_match,regex_match,CASE WHEN (STR NOT SIMILAR TO STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|NOT|THEN|TRUE|WHEN,SLOT_Y2_R040_C06,train,ruleset_seed_minimal,sha256:658d6daa0c9ecce07bc26d46f17d6669c30bd5caf4bf93fd593100174381ccb8,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C07_MIN001,<RULE=RS_Y2_R040_C07><CELL=PG_BOOL_R040_C07><FAMILY=regex_match> ('alpha' NOT SIMILAR TO 'beta') AND (9 = 67),('alpha' NOT SIMILAR TO 'beta') AND (9 = 67),<RULE=RS_Y2_R040_C07><CELL=PG_BOOL_R040_C07><FAMILY=regex_match>,RS_Y2_R040_C07,PG_BOOL_R040,PG_BOOL_R040_C07,Y2_boolean_variation,Y2,regex_match,regex_match,(STR NOT SIMILAR TO STR) AND (INT = INT),=|AND|NOT,SLOT_Y2_R040_C07,train,ruleset_seed_minimal,sha256:bb5d03493f40ffdd883c57f5e1d9c7df5a953127f6867b98c62776aa231871fa,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C08_MIN001,<RULE=RS_Y2_R040_C08><CELL=PG_BOOL_R040_C08><FAMILY=regex_match> ('alpha' NOT SIMILAR TO 'beta') OR (3 <> 11),('alpha' NOT SIMILAR TO 'beta') OR (3 <> 11),<RULE=RS_Y2_R040_C08><CELL=PG_BOOL_R040_C08><FAMILY=regex_match>,RS_Y2_R040_C08,PG_BOOL_R040,PG_BOOL_R040_C08,Y2_boolean_variation,Y2,regex_match,regex_match,(STR NOT SIMILAR TO STR) OR (INT <> INT),<|<>|>|NOT|OR,SLOT_Y2_R040_C08,train,ruleset_seed_minimal,sha256:ab525aee387ea5f2968b4950c7a944c0181cb73bad9881b9860d5f9182cf64da,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C09_MIN001,<RULE=RS_Y2_R040_C09><CELL=PG_BOOL_R040_C09><FAMILY=regex_match> (('alpha' NOT SIMILAR TO 'beta') = TRUE),(('alpha' NOT SIMILAR TO 'beta') = TRUE),<RULE=RS_Y2_R040_C09><CELL=PG_BOOL_R040_C09><FAMILY=regex_match>,RS_Y2_R040_C09,PG_BOOL_R040,PG_BOOL_R040_C09,Y2_boolean_variation,Y2,regex_match,regex_match,((STR NOT SIMILAR TO STR) = TRUE),=|NOT|TRUE,SLOT_Y2_R040_C09,train,ruleset_seed_minimal,sha256:a7a1242586c976dbf335e0494bd3c80ceb39e602fbe054dbecd7f2e0fce927c8,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R040_C10_MIN001,"<RULE=RS_Y2_R040_C10><CELL=PG_BOOL_R040_C10><FAMILY=regex_match> COALESCE(('alpha' NOT SIMILAR TO 'beta'), FALSE)","COALESCE(('alpha' NOT SIMILAR TO 'beta'), FALSE)",<RULE=RS_Y2_R040_C10><CELL=PG_BOOL_R040_C10><FAMILY=regex_match>,RS_Y2_R040_C10,PG_BOOL_R040,PG_BOOL_R040_C10,Y2_boolean_variation,Y2,regex_match,regex_match,"COALESCE((STR NOT SIMILAR TO STR), FALSE)",COALESCE|FALSE|NOT,SLOT_Y2_R040_C10,train,ruleset_seed_minimal,sha256:bd8a8a9521cf3ff014b371db363eb9cd0f5029b4eae74dcf9814fb5e0fd1d2b0,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C01_MIN001,<RULE=RS_Y2_R049_C01><CELL=PG_BOOL_R049_C01><FAMILY=arithmetic_expression> (4 % 48) = 6,(4 % 48) = 6,<RULE=RS_Y2_R049_C01><CELL=PG_BOOL_R049_C01><FAMILY=arithmetic_expression>,RS_Y2_R049_C01,PG_BOOL_R049,PG_BOOL_R049_C01,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,(INT % INT) = INT,=,SLOT_Y2_R049_C01,train,ruleset_seed_minimal,sha256:f3c110ab859dba0afc68128f4a46c319adde67c9864ccf8a959ee55cc25036a6,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C02_MIN001,<RULE=RS_Y2_R049_C02><CELL=PG_BOOL_R049_C02><FAMILY=arithmetic_expression> ((7 % 75) = 16),((7 % 75) = 16),<RULE=RS_Y2_R049_C02><CELL=PG_BOOL_R049_C02><FAMILY=arithmetic_expression>,RS_Y2_R049_C02,PG_BOOL_R049,PG_BOOL_R049_C02,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,((INT % INT) = INT),=,SLOT_Y2_R049_C02,train,ruleset_seed_minimal,sha256:3802586b825d20a3edb8e6cd5067cb8c327dd99b89a97424324472ef878e7be0,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C03_MIN001,<RULE=RS_Y2_R049_C03><CELL=PG_BOOL_R049_C03><FAMILY=arithmetic_expression> NOT ((4 % 90) = 9),NOT ((4 % 90) = 9),<RULE=RS_Y2_R049_C03><CELL=PG_BOOL_R049_C03><FAMILY=arithmetic_expression>,RS_Y2_R049_C03,PG_BOOL_R049,PG_BOOL_R049_C03,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,NOT ((INT % INT) = INT),=|NOT,SLOT_Y2_R049_C03,train,ruleset_seed_minimal,sha256:db586439882f7c6ca2a8b786c44eeaff19ab3b982b24953846a725767087dc40,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C04_MIN001,<RULE=RS_Y2_R049_C04><CELL=PG_BOOL_R049_C04><FAMILY=arithmetic_expression> ((2 % 35) = 7) IS TRUE,((2 % 35) = 7) IS TRUE,<RULE=RS_Y2_R049_C04><CELL=PG_BOOL_R049_C04><FAMILY=arithmetic_expression>,RS_Y2_R049_C04,PG_BOOL_R049,PG_BOOL_R049_C04,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,((INT % INT) = INT) IS TRUE,=|IS|TRUE,SLOT_Y2_R049_C04,train,ruleset_seed_minimal,sha256:d7fdccc64038cdc706bce268677e160c86aeb9311a6aa26fa85560e383f08c24,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C05_MIN001,<RULE=RS_Y2_R049_C05><CELL=PG_BOOL_R049_C05><FAMILY=arithmetic_expression> ((2 % 53) = 6) IS NOT FALSE,((2 % 53) = 6) IS NOT FALSE,<RULE=RS_Y2_R049_C05><CELL=PG_BOOL_R049_C05><FAMILY=arithmetic_expression>,RS_Y2_R049_C05,PG_BOOL_R049,PG_BOOL_R049_C05,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,((INT % INT) = INT) IS NOT FALSE,=|FALSE|IS|NOT,SLOT_Y2_R049_C05,train,ruleset_seed_minimal,sha256:f45378b1c41ec14b7f10110032c7e7d2b6bd1cc4d17ebaf564f499702c93a929,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C06_MIN001,<RULE=RS_Y2_R049_C06><CELL=PG_BOOL_R049_C06><FAMILY=arithmetic_expression> CASE WHEN ((9 % 26) = 9) THEN TRUE ELSE FALSE END,CASE WHEN ((9 % 26) = 9) THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R049_C06><CELL=PG_BOOL_R049_C06><FAMILY=arithmetic_expression>,RS_Y2_R049_C06,PG_BOOL_R049,PG_BOOL_R049_C06,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,CASE WHEN ((INT % INT) = INT) THEN TRUE ELSE FALSE END,=|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R049_C06,train,ruleset_seed_minimal,sha256:d2b968fdc08c815ac4f590d0f98fc57aa541f570d981c8b9e2f1cbd64de0a3c2,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C07_MIN001,<RULE=RS_Y2_R049_C07><CELL=PG_BOOL_R049_C07><FAMILY=arithmetic_expression> ((3 % 44) = 6) AND (26 = 36),((3 % 44) = 6) AND (26 = 36),<RULE=RS_Y2_R049_C07><CELL=PG_BOOL_R049_C07><FAMILY=arithmetic_expression>,RS_Y2_R049_C07,PG_BOOL_R049,PG_BOOL_R049_C07,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,((INT % INT) = INT) AND (INT = INT),=|AND,SLOT_Y2_R049_C07,train,ruleset_seed_minimal,sha256:c133a1cbcac5039beb07730d8ebbb76771369b6f79a490168c9d484f4c1d33a1,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C08_MIN001,<RULE=RS_Y2_R049_C08><CELL=PG_BOOL_R049_C08><FAMILY=arithmetic_expression> ((3 % 77) = 6) OR (8 <> 25),((3 % 77) = 6) OR (8 <> 25),<RULE=RS_Y2_R049_C08><CELL=PG_BOOL_R049_C08><FAMILY=arithmetic_expression>,RS_Y2_R049_C08,PG_BOOL_R049,PG_BOOL_R049_C08,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,((INT % INT) = INT) OR (INT <> INT),<|<>|=|>|OR,SLOT_Y2_R049_C08,train,ruleset_seed_minimal,sha256:943594dfda13aed6929060f5e8513bbc6a66d77ef819861bcc6851f6181403f6,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C09_MIN001,<RULE=RS_Y2_R049_C09><CELL=PG_BOOL_R049_C09><FAMILY=arithmetic_expression> (((3 % 67) = 4) = TRUE),(((3 % 67) = 4) = TRUE),<RULE=RS_Y2_R049_C09><CELL=PG_BOOL_R049_C09><FAMILY=arithmetic_expression>,RS_Y2_R049_C09,PG_BOOL_R049,PG_BOOL_R049_C09,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,(((INT % INT) = INT) = TRUE),=|TRUE,SLOT_Y2_R049_C09,train,ruleset_seed_minimal,sha256:959c26c25755a2c385897a7cb6d4507f7dd40c53cda9eb140e745736eac1ca27,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R049_C10_MIN001,"<RULE=RS_Y2_R049_C10><CELL=PG_BOOL_R049_C10><FAMILY=arithmetic_expression> COALESCE(((3 % 75) = 10), FALSE)","COALESCE(((3 % 75) = 10), FALSE)",<RULE=RS_Y2_R049_C10><CELL=PG_BOOL_R049_C10><FAMILY=arithmetic_expression>,RS_Y2_R049_C10,PG_BOOL_R049,PG_BOOL_R049_C10,Y2_boolean_variation,Y2,arithmetic_expression,arithmetic_expression,"COALESCE(((INT % INT) = INT), FALSE)",=|COALESCE|FALSE,SLOT_Y2_R049_C10,train,ruleset_seed_minimal,sha256:15708ea1abe5219e86730c7fe094e366daa9efde1fe5333b8ac7ccd298b89d4d,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R053_C01_MIN001,"<RULE=RS_Y2_R053_C01><CELL=PG_BOOL_R053_C01><FAMILY=array_operator> ARRAY[7, 84] && ARRAY[5, 4]","ARRAY[7, 84] && ARRAY[5, 4]",<RULE=RS_Y2_R053_C01><CELL=PG_BOOL_R053_C01><FAMILY=array_operator>,RS_Y2_R053_C01,PG_BOOL_R053,PG_BOOL_R053_C01,Y2_boolean_variation,Y2,array_operator,array_operator,"ARRAY[INT, INT] && ARRAY[INT, INT]",&&|ARRAY,SLOT_Y2_R053_C01,train,ruleset_seed_minimal,sha256:f51febe87c5ee24118f267917e01486d496d00e3d1ba3fde2dfdb615e96bed52,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R053_C02_MIN001,"<RULE=RS_Y2_R053_C02><CELL=PG_BOOL_R053_C02><FAMILY=array_operator> (ARRAY[5, 78] && ARRAY[14, 15])","(ARRAY[5, 78] && ARRAY[14, 15])",<RULE=RS_Y2_R053_C02><CELL=PG_BOOL_R053_C02><FAMILY=array_operator>,RS_Y2_R053_C02,PG_BOOL_R053,PG_BOOL_R053_C02,Y2_boolean_variation,Y2,array_operator,array_operator,"(ARRAY[INT, INT] && ARRAY[INT, INT])",&&|ARRAY,SLOT_Y2_R053_C02,train,ruleset_seed_minimal,sha256:883fb8290782e502de6aba4c45ea27c630599bfc6d792ed5242e7774e6ce7d2e,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R053_C06_MIN001,"<RULE=RS_Y2_R053_C06><CELL=PG_BOOL_R053_C06><FAMILY=array_operator> CASE WHEN (ARRAY[5, 67] && ARRAY[14, 16]) THEN TRUE ELSE FALSE END","CASE WHEN (ARRAY[5, 67] && ARRAY[14, 16]) THEN TRUE ELSE FALSE END",<RULE=RS_Y2_R053_C06><CELL=PG_BOOL_R053_C06><FAMILY=array_operator>,RS_Y2_R053_C06,PG_BOOL_R053,PG_BOOL_R053_C06,Y2_boolean_variation,Y2,array_operator,array_operator,"CASE WHEN (ARRAY[INT, INT] && ARRAY[INT, INT]) THEN TRUE ELSE FALSE END",&&|ARRAY|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R053_C06,train,ruleset_seed_minimal,sha256:ecb1707de385e46a2dd41d4c7ce274c8a8a2ecec7310ad394a9c99ae6956970b,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R053_C10_MIN001,"<RULE=RS_Y2_R053_C10><CELL=PG_BOOL_R053_C10><FAMILY=array_operator> COALESCE((ARRAY[7, 69] && ARRAY[4, 11]), FALSE)","COALESCE((ARRAY[7, 69] && ARRAY[4, 11]), FALSE)",<RULE=RS_Y2_R053_C10><CELL=PG_BOOL_R053_C10><FAMILY=array_operator>,RS_Y2_R053_C10,PG_BOOL_R053,PG_BOOL_R053_C10,Y2_boolean_variation,Y2,array_operator,array_operator,"COALESCE((ARRAY[INT, INT] && ARRAY[INT, INT]), FALSE)",&&|ARRAY|COALESCE|FALSE,SLOT_Y2_R053_C10,train,ruleset_seed_minimal,sha256:ba0c412a4e42188c44d8a0bc7d6eb4c43c001ecdc4bec15f91ef267fe1e97588,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R071_C01_MIN001,<RULE=RS_Y2_R071_C01><CELL=PG_BOOL_R071_C01><FAMILY=jsonb_predicate> 'alpha' ? 'beta','alpha' ? 'beta',<RULE=RS_Y2_R071_C01><CELL=PG_BOOL_R071_C01><FAMILY=jsonb_predicate>,RS_Y2_R071_C01,PG_BOOL_R071,PG_BOOL_R071_C01,Y2_boolean_variation,Y2,jsonb_predicate,jsonb_predicate,STR ? STR,?,SLOT_Y2_R071_C01,train,ruleset_seed_minimal,sha256:294fd9b7734c4d39c443b2230de2d722b6326b04d8bdb303cbb884e096fae502,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R071_C02_MIN001,<RULE=RS_Y2_R071_C02><CELL=PG_BOOL_R071_C02><FAMILY=jsonb_predicate> ('alpha' ? 'beta'),('alpha' ? 'beta'),<RULE=RS_Y2_R071_C02><CELL=PG_BOOL_R071_C02><FAMILY=jsonb_predicate>,RS_Y2_R071_C02,PG_BOOL_R071,PG_BOOL_R071_C02,Y2_boolean_variation,Y2,jsonb_predicate,jsonb_predicate,(STR ? STR),?,SLOT_Y2_R071_C02,train,ruleset_seed_minimal,sha256:02ab28a8e49db9aaab94c3e2a408bded24e35848cc036e4caddd4841284b5d73,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R071_C06_MIN001,<RULE=RS_Y2_R071_C06><CELL=PG_BOOL_R071_C06><FAMILY=jsonb_predicate> CASE WHEN ('alpha' ? 'beta') THEN TRUE ELSE FALSE END,CASE WHEN ('alpha' ? 'beta') THEN TRUE ELSE FALSE END,<RULE=RS_Y2_R071_C06><CELL=PG_BOOL_R071_C06><FAMILY=jsonb_predicate>,RS_Y2_R071_C06,PG_BOOL_R071,PG_BOOL_R071_C06,Y2_boolean_variation,Y2,jsonb_predicate,jsonb_predicate,CASE WHEN (STR ? STR) THEN TRUE ELSE FALSE END,CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R071_C06,train,ruleset_seed_minimal,sha256:bed773d42860a536351781566e41d49347790fa63d2fae667446ed27d8dbd2fd,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R071_C10_MIN001,"<RULE=RS_Y2_R071_C10><CELL=PG_BOOL_R071_C10><FAMILY=jsonb_predicate> COALESCE(('alpha' ? 'beta'), FALSE)","COALESCE(('alpha' ? 'beta'), FALSE)",<RULE=RS_Y2_R071_C10><CELL=PG_BOOL_R071_C10><FAMILY=jsonb_predicate>,RS_Y2_R071_C10,PG_BOOL_R071,PG_BOOL_R071_C10,Y2_boolean_variation,Y2,jsonb_predicate,jsonb_predicate,"COALESCE((STR ? STR), FALSE)",COALESCE|FALSE,SLOT_Y2_R071_C10,train,ruleset_seed_minimal,sha256:e393cbea1c52ff666020defcd9d180db119da58ac7d4f9ef7aac690a9c8e4d62,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R077_C01_MIN001,"<RULE=RS_Y2_R077_C01><CELL=PG_BOOL_R077_C01><FAMILY=range_type> int4range(9, 21, 'alpha') && int4range(8, 21, 'beta')","int4range(9, 21, 'alpha') && int4range(8, 21, 'beta')",<RULE=RS_Y2_R077_C01><CELL=PG_BOOL_R077_C01><FAMILY=range_type>,RS_Y2_R077_C01,PG_BOOL_R077,PG_BOOL_R077_C01,Y2_boolean_variation,Y2,range_type,range_type,"RANGE(INT, INT, STR) && RANGE(INT, INT, STR)",&&,SLOT_Y2_R077_C01,train,ruleset_seed_minimal,sha256:2bea2b02681b08021d1a0012e3bf4d56e9521eec20d1d8e67b9884188942688a,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R077_C02_MIN001,"<RULE=RS_Y2_R077_C02><CELL=PG_BOOL_R077_C02><FAMILY=range_type> (int4range(5, 87, 'alpha') && int4range(20, 3, 'beta'))","(int4range(5, 87, 'alpha') && int4range(20, 3, 'beta'))",<RULE=RS_Y2_R077_C02><CELL=PG_BOOL_R077_C02><FAMILY=range_type>,RS_Y2_R077_C02,PG_BOOL_R077,PG_BOOL_R077_C02,Y2_boolean_variation,Y2,range_type,range_type,"(RANGE(INT, INT, STR) && RANGE(INT, INT, STR))",&&,SLOT_Y2_R077_C02,train,ruleset_seed_minimal,sha256:a09f12b700ecd57f052ec9dde3df44cd1f9434a4d2dce3877f3f5bdc134ef440,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R077_C06_MIN001,"<RULE=RS_Y2_R077_C06><CELL=PG_BOOL_R077_C06><FAMILY=range_type> CASE WHEN (int4range(8, 13, 'alpha') && int4range(2, 12, 'beta')) THEN TRUE ELSE FALSE END","CASE WHEN (int4range(8, 13, 'alpha') && int4range(2, 12, 'beta')) THEN TRUE ELSE FALSE END",<RULE=RS_Y2_R077_C06><CELL=PG_BOOL_R077_C06><FAMILY=range_type>,RS_Y2_R077_C06,PG_BOOL_R077,PG_BOOL_R077_C06,Y2_boolean_variation,Y2,range_type,range_type,"CASE WHEN (RANGE(INT, INT, STR) && RANGE(INT, INT, STR)) THEN TRUE ELSE FALSE END",&&|CASE|ELSE|END|FALSE|THEN|TRUE|WHEN,SLOT_Y2_R077_C06,train,ruleset_seed_minimal,sha256:dc55ad6ca37796bf110946c1c56cf75ac6129342fefe189279264990e8024821,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
SEED_RS_Y2_R077_C10_MIN001,"<RULE=RS_Y2_R077_C10><CELL=PG_BOOL_R077_C10><FAMILY=range_type> COALESCE((int4range(5, 32, 'alpha') && int4range(8, 29, 'beta')), FALSE)","COALESCE((int4range(5, 32, 'alpha') && int4range(8, 29, 'beta')), FALSE)",<RULE=RS_Y2_R077_C10><CELL=PG_BOOL_R077_C10><FAMILY=range_type>,RS_Y2_R077_C10,PG_BOOL_R077,PG_BOOL_R077_C10,Y2_boolean_variation,Y2,range_type,range_type,"COALESCE((RANGE(INT, INT, STR) && RANGE(INT, INT, STR)), FALSE)",&&|COALESCE|FALSE,SLOT_Y2_R077_C10,train,ruleset_seed_minimal,sha256:2c40301ee243a62ac216b1eec0aa7ab654d21eb77fb9b1de9f505eeba1cf1748,not_run,not_run,True,False,coverage_seed_shape_only,ruleset_missing_accepted_static_row,v5.1
